#Data tag : 23v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
370580:9063,381:381,07/12/23 20:44:54,STABLE BEAMS,6800,20834.610364519,20058.703192674,60.4,PLTZERO
370580:9063,382:382,07/12/23 20:45:18,STABLE BEAMS,6800,20819.035625254,20011.449515522,60.4,PLTZERO
370580:9063,383:383,07/12/23 20:45:41,STABLE BEAMS,6800,20798.855263317,20064.315108886,60.3,PLTZERO
370580:9063,384:384,07/12/23 20:46:04,STABLE BEAMS,6800,20784.471970121,19329.273990272,60.3,PLTZERO
370580:9063,385:385,07/12/23 20:46:28,STABLE BEAMS,6800,20772.393441451,19434.377473045,60.3,PLTZERO
370580:9063,386:386,07/12/23 20:46:51,STABLE BEAMS,6800,20756.201494059,19341.729946881,60.2,PLTZERO
370580:9063,387:387,07/12/23 20:47:14,STABLE BEAMS,6800,20741.999847559,19745.086174332,60.2,PLTZERO
370580:9063,388:388,07/12/23 20:47:38,STABLE BEAMS,6800,20731.632313571,19725.244664389,60.1,PLTZERO
370580:9063,389:389,07/12/23 20:48:01,STABLE BEAMS,6800,20728.481817655,19959.052242530,60.1,PLTZERO
370580:9063,390:390,07/12/23 20:48:24,STABLE BEAMS,6800,20714.278217964,19996.481911498,60.1,PLTZERO
370580:9063,391:391,07/12/23 20:48:48,STABLE BEAMS,6800,20697.219054089,19707.149232999,60.0,PLTZERO
370580:9063,392:392,07/12/23 20:49:11,STABLE BEAMS,6800,20678.181308464,19962.180767041,60.0,PLTZERO
370580:9063,393:393,07/12/23 20:49:34,STABLE BEAMS,6800,20748.841873097,19705.982357125,60.2,PLTZERO
370580:9063,394:394,07/12/23 20:49:58,STABLE BEAMS,6800,20961.177094435,19890.117932540,60.8,PLTZERO
370580:9063,395:395,07/12/23 20:50:21,STABLE BEAMS,6800,20953.536214074,20135.634834697,60.8,PLTZERO
370580:9063,396:396,07/12/23 20:50:44,STABLE BEAMS,6800,20950.049769430,19907.755911750,60.8,PLTZERO
370580:9063,397:397,07/12/23 20:51:07,STABLE BEAMS,6800,20936.461424677,19821.921886814,60.7,PLTZERO
370580:9063,398:398,07/12/23 20:51:31,STABLE BEAMS,6800,20915.290795270,20168.639284236,60.7,PLTZERO
370580:9063,399:399,07/12/23 20:51:54,STABLE BEAMS,6800,20903.307972923,20089.786498044,60.6,PLTZERO
370580:9063,400:400,07/12/23 20:52:17,STABLE BEAMS,6800,20895.766705266,20117.157595217,60.6,PLTZERO
370580:9063,401:401,07/12/23 20:52:41,STABLE BEAMS,6800,20899.891843130,20152.145770172,60.6,PLTZERO
370580:9063,402:402,07/12/23 20:53:04,STABLE BEAMS,6800,20892.879890037,20112.020892518,60.6,PLTZERO
370580:9063,403:403,07/12/23 20:53:27,STABLE BEAMS,6800,20883.418636338,20097.310088866,60.6,PLTZERO
370580:9063,404:404,07/12/23 20:53:51,STABLE BEAMS,6800,20879.176307057,20112.559607042,60.6,PLTZERO
370580:9063,405:405,07/12/23 20:54:14,STABLE BEAMS,6800,20868.963075102,20085.309440301,60.5,PLTZERO
370580:9063,406:406,07/12/23 20:54:37,STABLE BEAMS,6800,20876.051202615,20091.159750179,60.6,PLTZERO
370580:9063,407:407,07/12/23 20:55:01,STABLE BEAMS,6800,21525.746743856,20206.730194960,62.4,PLTZERO
370580:9063,408:408,07/12/23 20:55:24,STABLE BEAMS,6800,21701.152996637,20030.384764913,63.0,PLTZERO
370580:9063,409:409,07/12/23 20:55:47,STABLE BEAMS,6800,21171.574751019,20268.491874084,61.4,PLTZERO
370580:9063,410:410,07/12/23 20:56:10,STABLE BEAMS,6800,20807.345781449,20027.826659429,60.4,PLTZERO
370580:9063,411:411,07/12/23 20:56:34,STABLE BEAMS,6800,20794.984040189,20075.633129613,60.3,PLTZERO
370580:9063,412:412,07/12/23 20:56:57,STABLE BEAMS,6800,20760.891103913,20022.622123585,60.2,PLTZERO
370580:9063,413:413,07/12/23 20:57:20,STABLE BEAMS,6800,20731.548326389,19978.265841554,60.1,PLTZERO
370580:9063,414:414,07/12/23 20:57:44,STABLE BEAMS,6800,20703.062999397,19974.226260734,60.1,PLTZERO
370580:9063,415:415,07/12/23 20:58:07,STABLE BEAMS,6800,20715.547791644,20007.420519191,60.1,PLTZERO
370580:9063,416:416,07/12/23 20:58:30,STABLE BEAMS,6800,20696.361603558,19957.699701272,60.0,PLTZERO
370580:9063,417:417,07/12/23 20:58:54,STABLE BEAMS,6800,20672.253375975,19950.359969184,60.0,PLTZERO
370580:9063,418:418,07/12/23 20:59:17,STABLE BEAMS,6800,20942.389357166,20151.676808111,60.8,PLTZERO
370580:9063,419:419,07/12/23 20:59:40,STABLE BEAMS,6800,20941.486983258,20123.462488368,60.8,PLTZERO
370580:9063,420:420,07/12/23 21:00:04,STABLE BEAMS,6800,20936.166492945,19802.228641864,60.7,PLTZERO
370580:9063,421:421,07/12/23 21:00:27,STABLE BEAMS,6800,20913.173537010,20077.522841483,60.7,PLTZERO
370580:9063,422:422,07/12/23 21:00:50,STABLE BEAMS,6800,20912.894230801,20163.898601129,60.7,PLTZERO
370580:9063,423:423,07/12/23 21:01:14,STABLE BEAMS,6800,20832.311459563,20060.743043411,60.4,PLTZERO
370580:9063,424:424,07/12/23 21:01:37,STABLE BEAMS,6800,20857.835750096,20058.976597655,60.5,PLTZERO
370580:9063,425:425,07/12/23 21:02:00,STABLE BEAMS,6800,20841.366449685,20032.918768823,60.5,PLTZERO
370580:9063,426:426,07/12/23 21:02:24,STABLE BEAMS,6800,20815.002287333,20041.427206126,60.4,PLTZERO
370580:9063,427:427,07/12/23 21:02:47,STABLE BEAMS,6800,20811.302944949,19962.211987871,60.4,PLTZERO
370580:9063,428:428,07/12/23 21:03:10,STABLE BEAMS,6800,20806.964909345,20017.643938466,60.4,PLTZERO
370580:9063,429:429,07/12/23 21:03:33,STABLE BEAMS,6800,20823.303346008,20042.389954923,60.4,PLTZERO
370580:9063,430:430,07/12/23 21:03:57,STABLE BEAMS,6800,20825.414744697,20043.476308071,60.4,PLTZERO
370580:9063,431:431,07/12/23 21:04:20,STABLE BEAMS,6800,20809.324363199,20057.931933595,60.4,PLTZERO
370580:9063,432:432,07/12/23 21:04:43,STABLE BEAMS,6800,20802.931571424,19993.946162016,60.4,PLTZERO
370580:9063,433:433,07/12/23 21:05:07,STABLE BEAMS,6800,20792.968347824,20034.455691011,60.3,PLTZERO
370580:9063,434:434,07/12/23 21:05:30,STABLE BEAMS,6800,20762.162630783,19970.087800661,60.2,PLTZERO
370580:9063,435:435,07/12/23 21:05:53,STABLE BEAMS,6800,20716.645484579,19985.968590551,60.1,PLTZERO
370580:9063,436:436,07/12/23 21:06:17,STABLE BEAMS,6800,20621.513398972,19870.823446021,59.8,PLTZERO
370580:9063,437:437,07/12/23 21:06:40,STABLE BEAMS,6800,20693.912302951,19912.413334321,60.0,PLTZERO
370580:9063,438:438,07/12/23 21:07:03,STABLE BEAMS,6800,20850.472222754,20065.067139927,60.5,PLTZERO
370580:9063,439:439,07/12/23 21:07:27,STABLE BEAMS,6800,20963.300212266,20173.674436835,60.8,PLTZERO
370580:9063,440:440,07/12/23 21:07:50,STABLE BEAMS,6800,20991.682020174,20130.929271643,60.9,PLTZERO
370580:9063,441:441,07/12/23 21:08:13,STABLE BEAMS,6800,20993.840295429,20182.518180248,60.9,PLTZERO
370580:9063,442:442,07/12/23 21:08:37,STABLE BEAMS,6800,20989.187796191,20161.741600046,60.9,PLTZERO
370580:9063,443:443,07/12/23 21:09:00,STABLE BEAMS,6800,21000.012376703,20128.348314921,60.9,PLTZERO
370580:9063,444:444,07/12/23 21:09:23,STABLE BEAMS,6800,20995.883332458,20191.263490854,60.9,PLTZERO
370580:9063,445:445,07/12/23 21:09:46,STABLE BEAMS,6800,21001.668682057,20146.875500677,60.9,PLTZERO
370580:9063,446:446,07/12/23 21:10:10,STABLE BEAMS,6800,20965.481925805,20138.049992434,60.8,PLTZERO
370580:9063,447:447,07/12/23 21:10:33,STABLE BEAMS,6800,20959.139916977,20146.311208119,60.8,PLTZERO
370580:9063,448:448,07/12/23 21:10:56,STABLE BEAMS,6800,20960.745439384,20138.619525404,60.8,PLTZERO
370580:9063,449:449,07/12/23 21:11:20,STABLE BEAMS,6800,20927.908404456,19830.520091894,60.7,PLTZERO
370580:9063,450:450,07/12/23 21:11:43,STABLE BEAMS,6800,20897.001121521,20066.796170478,60.6,PLTZERO
370580:9063,451:451,07/12/23 21:12:06,STABLE BEAMS,6800,20884.135457169,20112.381624927,60.6,PLTZERO
370580:9063,452:452,07/12/23 21:12:30,STABLE BEAMS,6800,20879.594289777,20064.113401257,60.6,PLTZERO
370580:9063,453:453,07/12/23 21:12:53,STABLE BEAMS,6800,20822.883410099,20069.187922826,60.4,PLTZERO
370580:9063,454:454,07/12/23 21:13:16,STABLE BEAMS,6800,20782.200409829,19984.936215409,60.3,PLTZERO
370580:9063,455:455,07/12/23 21:13:40,STABLE BEAMS,6800,20715.940382890,19988.897965491,60.1,PLTZERO
370580:9063,456:456,07/12/23 21:14:03,STABLE BEAMS,6800,20700.033601278,19921.499361239,60.1,PLTZERO
370580:9063,457:457,07/12/23 21:14:26,STABLE BEAMS,6800,20835.729542547,20078.463540751,60.4,PLTZERO
370580:9063,458:458,07/12/23 21:14:49,STABLE BEAMS,6800,20794.646138271,20025.721954638,60.3,PLTZERO
370580:9063,459:459,07/12/23 21:15:13,STABLE BEAMS,6800,20756.707370341,19960.328139586,60.2,PLTZERO
370580:9063,460:460,07/12/23 21:15:36,STABLE BEAMS,6800,20740.659959029,19948.813913419,60.2,PLTZERO
370580:9063,461:461,07/12/23 21:15:59,STABLE BEAMS,6800,20719.559644472,19525.043689418,60.1,PLTZERO
370580:9063,462:462,07/12/23 21:16:23,STABLE BEAMS,6800,20678.769218738,19270.676652374,60.0,PLTZERO
370580:9063,463:463,07/12/23 21:16:46,STABLE BEAMS,6800,20834.239258366,1554.258695589,60.4,PLTZERO
370580:9063,464:464,07/12/23 21:17:09,STABLE BEAMS,6800,20909.126526757,0,60.7,PLTZERO
370580:9063,465:465,07/12/23 21:17:33,STABLE BEAMS,6800,20898.092954885,5700.646592965,60.6,PLTZERO
370580:9063,466:466,07/12/23 21:17:56,STABLE BEAMS,6800,20873.642919004,19569.047157240,60.6,PLTZERO
370580:9063,467:467,07/12/23 21:18:19,STABLE BEAMS,6800,20869.287304687,7059.937874893,60.5,PLTZERO
370580:9063,468:468,07/12/23 21:18:43,STABLE BEAMS,6800,20861.331960691,19570.872993049,60.5,PLTZERO
370580:9063,469:469,07/12/23 21:19:06,STABLE BEAMS,6800,20859.478383119,19796.943577385,60.5,PLTZERO
370580:9063,470:470,07/12/23 21:19:29,STABLE BEAMS,6800,20852.599246965,20075.573921389,60.5,PLTZERO
370580:9063,471:471,07/12/23 21:19:52,STABLE BEAMS,6800,20857.667775733,20025.422254261,60.5,PLTZERO
370580:9063,472:472,07/12/23 21:20:16,STABLE BEAMS,6800,20863.492189137,20094.945273475,60.5,PLTZERO
370580:9063,473:473,07/12/23 21:20:39,STABLE BEAMS,6800,20861.802679548,20044.190281161,60.5,PLTZERO
370580:9063,474:474,07/12/23 21:21:02,STABLE BEAMS,6800,21217.613399027,19977.240869418,61.6,PLTZERO
370580:9063,475:475,07/12/23 21:21:26,STABLE BEAMS,6800,21689.736599471,19681.704220447,62.9,PLTZERO
370580:9063,476:476,07/12/23 21:21:49,STABLE BEAMS,6800,21365.821477207,15437.417858679,62.0,PLTZERO
370580:9063,477:477,07/12/23 21:22:12,STABLE BEAMS,6800,20714.049694702,19966.244563723,60.1,PLTZERO
370580:9063,478:478,07/12/23 21:22:36,STABLE BEAMS,6800,20713.573116275,19729.004145928,60.1,PLTZERO
370580:9063,479:479,07/12/23 21:22:59,STABLE BEAMS,6800,20698.205415179,19978.943092831,60.0,PLTZERO
370580:9063,480:480,07/12/23 21:23:22,STABLE BEAMS,6800,20685.441316722,19921.321171864,60.0,PLTZERO
370580:9063,481:481,07/12/23 21:23:46,STABLE BEAMS,6800,20657.549759574,19949.771139006,59.9,PLTZERO
370580:9063,482:482,07/12/23 21:24:09,STABLE BEAMS,6800,20928.390842454,20127.947814632,60.7,PLTZERO
370580:9063,483:483,07/12/23 21:24:32,STABLE BEAMS,6800,20979.974597656,20166.466297939,60.9,PLTZERO
370580:9063,484:484,07/12/23 21:24:56,STABLE BEAMS,6800,20970.319978120,20146.650549919,60.8,PLTZERO
370580:9063,485:485,07/12/23 21:25:19,STABLE BEAMS,6800,20947.557498637,20144.788074830,60.8,PLTZERO
370580:9063,486:486,07/12/23 21:25:42,STABLE BEAMS,6800,20937.234888026,20136.608584755,60.7,PLTZERO
370580:9063,487:487,07/12/23 21:26:05,STABLE BEAMS,6800,20915.181416614,20147.419279585,60.7,PLTZERO
370580:9063,488:488,07/12/23 21:26:29,STABLE BEAMS,6800,20923.017616004,20114.996187683,60.7,PLTZERO
370580:9063,489:489,07/12/23 21:26:52,STABLE BEAMS,6800,20912.538750170,20145.118477396,60.7,PLTZERO
370580:9063,490:490,07/12/23 21:27:15,STABLE BEAMS,6800,20896.340943207,20115.049307006,60.6,PLTZERO
370580:9063,491:491,07/12/23 21:27:39,STABLE BEAMS,6800,20895.477633105,20102.907717522,60.6,PLTZERO
370580:9063,492:492,07/12/23 21:28:02,STABLE BEAMS,6800,20785.329420652,20032.558210740,60.3,PLTZERO
370580:9063,493:493,07/12/23 21:28:25,STABLE BEAMS,6800,20790.024890077,20001.772747134,60.3,PLTZERO
370580:9063,494:494,07/12/23 21:28:49,STABLE BEAMS,6800,20774.360304060,20007.691398538,60.3,PLTZERO
370580:9063,495:495,07/12/23 21:29:12,STABLE BEAMS,6800,20764.793578085,19979.656434308,60.2,PLTZERO
370580:9063,496:496,07/12/23 21:29:35,STABLE BEAMS,6800,20749.281340909,20018.144028513,60.2,PLTZERO
370580:9063,497:497,07/12/23 21:29:59,STABLE BEAMS,6800,20733.763244163,19955.478406226,60.2,PLTZERO
370580:9063,498:498,07/12/23 21:30:22,STABLE BEAMS,6800,20741.517409560,20000.257008340,60.2,PLTZERO
370580:9063,499:499,07/12/23 21:30:45,STABLE BEAMS,6800,20726.077440425,19960.107127897,60.1,PLTZERO
370580:9063,500:500,07/12/23 21:31:09,STABLE BEAMS,6800,20695.201408534,19919.250900202,60.0,PLTZERO
370580:9063,501:501,07/12/23 21:31:32,STABLE BEAMS,6800,20664.757031694,19951.377666806,60.0,PLTZERO
370580:9063,502:502,07/12/23 21:31:55,STABLE BEAMS,6800,20898.774618292,20128.518182934,60.6,PLTZERO
370580:9063,503:503,07/12/23 21:32:18,STABLE BEAMS,6800,20960.555979928,20115.965345412,60.8,PLTZERO
370580:9063,504:504,07/12/23 21:32:42,STABLE BEAMS,6800,20934.906685217,20143.704178973,60.7,PLTZERO
370580:9063,505:505,07/12/23 21:33:05,STABLE BEAMS,6800,20922.222667561,20110.425595259,60.7,PLTZERO
370580:9063,506:506,07/12/23 21:33:28,STABLE BEAMS,6800,20891.512656844,20021.256066730,60.6,PLTZERO
370580:9063,507:507,07/12/23 21:33:52,STABLE BEAMS,6800,20864.625039498,20087.316225075,60.5,PLTZERO
370580:9063,508:508,07/12/23 21:34:15,STABLE BEAMS,6800,20920.718711048,20076.318679026,60.7,PLTZERO
370580:9063,509:509,07/12/23 21:34:38,STABLE BEAMS,6800,20938.787674296,20143.013768332,60.7,PLTZERO
370580:9063,510:510,07/12/23 21:35:02,STABLE BEAMS,6800,20940.004511838,20114.906003382,60.8,PLTZERO
370580:9063,511:511,07/12/23 21:35:25,STABLE BEAMS,6800,20878.803247715,20080.584158807,60.6,PLTZERO
370580:9063,512:512,07/12/23 21:35:48,STABLE BEAMS,6800,20854.870807257,20063.730330645,60.5,PLTZERO
370580:9063,513:513,07/12/23 21:36:12,STABLE BEAMS,6800,20826.360088791,20017.284741632,60.4,PLTZERO
370580:9063,514:514,07/12/23 21:36:35,STABLE BEAMS,6800,20844.886098563,20054.922361937,60.5,PLTZERO
370580:9063,515:515,07/12/23 21:36:58,STABLE BEAMS,6800,20810.574404976,19699.265648506,60.4,PLTZERO
370580:9063,516:516,07/12/23 21:37:22,STABLE BEAMS,6800,20819.281727229,20057.532155647,60.4,PLTZERO
370580:9063,517:517,07/12/23 21:37:45,STABLE BEAMS,6800,20801.218623552,19985.185572364,60.3,PLTZERO
370580:9063,518:518,07/12/23 21:38:08,STABLE BEAMS,6800,20796.536826459,20046.905669372,60.3,PLTZERO
370580:9063,519:519,07/12/23 21:38:31,STABLE BEAMS,6800,20798.208757336,19996.752595137,60.3,PLTZERO
370580:9063,520:520,07/12/23 21:38:55,STABLE BEAMS,6800,20803.796834717,20044.668054404,60.4,PLTZERO
370580:9063,521:521,07/12/23 21:39:18,STABLE BEAMS,6800,20787.097057853,20006.175155720,60.3,PLTZERO
370580:9063,522:522,07/12/23 21:39:41,STABLE BEAMS,6800,20780.487461957,19970.971588398,60.3,PLTZERO
370580:9063,523:523,07/12/23 21:40:05,STABLE BEAMS,6800,20774.741176163,20029.892261504,60.3,PLTZERO
370580:9063,524:524,07/12/23 21:40:28,STABLE BEAMS,6800,20749.761825717,19958.791539912,60.2,PLTZERO
370580:9063,525:525,07/12/23 21:40:51,STABLE BEAMS,6800,20731.966309108,20002.332239925,60.1,PLTZERO
370580:9063,526:526,07/12/23 21:41:15,STABLE BEAMS,6800,20675.710522765,19910.093193419,60.0,PLTZERO
370580:9063,527:527,07/12/23 21:41:38,STABLE BEAMS,6800,20737.212578191,20011.247750873,60.2,PLTZERO
370580:9063,528:528,07/12/23 21:42:01,STABLE BEAMS,6800,20820.809122025,20027.427307872,60.4,PLTZERO
370580:9063,529:529,07/12/23 21:42:25,STABLE BEAMS,6800,20805.738305851,20070.822297113,60.4,PLTZERO
370580:9063,530:530,07/12/23 21:42:48,STABLE BEAMS,6800,20858.187324346,20082.492753318,60.5,PLTZERO
370580:9063,531:531,07/12/23 21:43:11,STABLE BEAMS,6800,20883.498717139,20081.918525385,60.6,PLTZERO
370580:9063,532:532,07/12/23 21:43:34,STABLE BEAMS,6800,20873.621433911,20114.886587549,60.6,PLTZERO
370580:9063,533:533,07/12/23 21:43:58,STABLE BEAMS,6800,20880.316970179,20077.471993899,60.6,PLTZERO
370580:9063,534:534,07/12/23 21:44:21,STABLE BEAMS,6800,20877.744618585,20101.268911107,60.6,PLTZERO
370580:9063,535:535,07/12/23 21:44:44,STABLE BEAMS,6800,20874.439820637,20111.003593612,60.6,PLTZERO
370580:9063,536:536,07/12/23 21:45:08,STABLE BEAMS,6800,20856.935329379,20032.900647400,60.5,PLTZERO
370580:9063,537:537,07/12/23 21:45:31,STABLE BEAMS,6800,20837.655388160,20073.883083978,60.5,PLTZERO
370580:9063,538:538,07/12/23 21:45:54,STABLE BEAMS,6800,20839.454276404,19667.819581027,60.5,PLTZERO
370580:9063,539:539,07/12/23 21:46:18,STABLE BEAMS,6800,20834.911155821,19529.199383932,60.4,PLTZERO
370580:9063,540:540,07/12/23 21:46:41,STABLE BEAMS,6800,20807.888768346,19469.705084601,60.4,PLTZERO
370580:9063,541:541,07/12/23 21:47:04,STABLE BEAMS,6800,20712.664882796,19640.173196400,60.1,PLTZERO
370580:9063,542:542,07/12/23 21:47:28,STABLE BEAMS,6800,20710.723411661,19748.169843915,60.1,PLTZERO
370580:9063,543:543,07/12/23 21:47:51,STABLE BEAMS,6800,21013.126096219,19720.405487234,61.0,PLTZERO
370580:9063,544:544,07/12/23 21:48:14,STABLE BEAMS,6800,21264.384493388,19978.158731359,61.7,PLTZERO
370580:9063,545:545,07/12/23 21:48:38,STABLE BEAMS,6800,20904.083389463,20108.598297672,60.6,PLTZERO
370580:9063,546:546,07/12/23 21:49:01,STABLE BEAMS,6800,20891.479452609,20084.580340535,60.6,PLTZERO
370580:9063,547:547,07/12/23 21:49:24,STABLE BEAMS,6800,20874.543339722,19694.330772863,60.6,PLTZERO
370580:9063,548:548,07/12/23 21:49:47,STABLE BEAMS,6800,20874.162467618,19794.102546037,60.6,PLTZERO
370580:9063,549:549,07/12/23 21:50:11,STABLE BEAMS,6800,20859.626825580,20051.053859397,60.5,PLTZERO
370580:9063,550:550,07/12/23 21:50:34,STABLE BEAMS,6800,20828.055457951,8734.331300240,60.4,PLTZERO
370580:9063,551:551,07/12/23 21:50:57,STABLE BEAMS,6800,20802.359286673,0,60.4,PLTZERO
370580:9063,552:552,07/12/23 21:51:21,STABLE BEAMS,6800,20784.257119191,0,60.3,PLTZERO
370580:9063,553:553,07/12/23 21:51:44,STABLE BEAMS,6800,20736.193012867,11386.613379690,60.2,PLTZERO
370580:9063,554:554,07/12/23 21:52:07,STABLE BEAMS,6800,20702.225080768,19675.346871756,60.1,PLTZERO
370580:9063,555:555,07/12/23 21:52:31,STABLE BEAMS,6800,20661.295978524,19881.699465639,59.9,PLTZERO
370580:9063,556:556,07/12/23 21:52:54,STABLE BEAMS,6800,20746.650393607,20000.887349284,60.2,PLTZERO
370580:9063,557:557,07/12/23 21:53:17,STABLE BEAMS,6800,20950.235322507,20114.436573028,60.8,PLTZERO
370580:9063,558:558,07/12/23 21:53:41,STABLE BEAMS,6800,20923.763734689,20105.511230876,60.7,PLTZERO
370580:9063,559:559,07/12/23 21:54:04,STABLE BEAMS,6800,20939.527933411,20086.092931885,60.7,PLTZERO
370580:9063,560:560,07/12/23 21:54:27,STABLE BEAMS,6800,20928.900625116,20100.872905085,60.7,PLTZERO
370580:9063,561:561,07/12/23 21:54:51,STABLE BEAMS,6800,20899.452375318,20085.431863924,60.6,PLTZERO
370580:9063,562:562,07/12/23 21:55:14,STABLE BEAMS,6800,20893.641634245,20047.258917120,60.6,PLTZERO
370580:9063,563:563,07/12/23 21:55:37,STABLE BEAMS,6800,20881.676390611,20103.787950453,60.6,PLTZERO
370580:9063,564:564,07/12/23 21:56:00,STABLE BEAMS,6800,20888.473492774,20087.693256298,60.6,PLTZERO
370580:9063,565:565,07/12/23 21:56:24,STABLE BEAMS,6800,20879.232949575,20074.069849775,60.6,PLTZERO
370580:9063,566:566,07/12/23 21:56:47,STABLE BEAMS,6800,20864.595741643,20074.428528781,60.5,PLTZERO
370580:9063,567:567,07/12/23 21:57:10,STABLE BEAMS,6800,20850.761294915,20052.037008635,60.5,PLTZERO
370580:9063,568:568,07/12/23 21:57:34,STABLE BEAMS,6800,20852.694953289,20060.372583356,60.5,PLTZERO
370580:9063,569:569,07/12/23 21:57:57,STABLE BEAMS,6800,20817.631281445,20039.527577987,60.4,PLTZERO
370580:9063,570:570,07/12/23 21:58:20,STABLE BEAMS,6800,20803.972621842,19997.228352667,60.4,PLTZERO
370580:9063,571:571,07/12/23 21:58:44,STABLE BEAMS,6800,20789.612766929,20002.613393455,60.3,PLTZERO
370580:9063,572:572,07/12/23 21:59:07,STABLE BEAMS,6800,20771.827016271,20040.569488868,60.3,PLTZERO
370580:9063,573:573,07/12/23 21:59:30,STABLE BEAMS,6800,20758.553135152,20005.205885632,60.2,PLTZERO
370580:9063,574:574,07/12/23 21:59:54,STABLE BEAMS,6800,20749.826280997,19985.057400992,60.2,PLTZERO
370580:9063,575:575,07/12/23 22:00:17,STABLE BEAMS,6800,20728.788468528,19951.602500674,60.1,PLTZERO
370580:9063,576:576,07/12/23 22:00:40,STABLE BEAMS,6800,20712.522299906,19969.426533532,60.1,PLTZERO
370580:9063,577:577,07/12/23 22:01:03,STABLE BEAMS,6800,20696.215114287,19987.317578695,60.0,PLTZERO
370580:9063,578:578,07/12/23 22:01:27,STABLE BEAMS,6800,20691.367296021,19939.657330945,60.0,PLTZERO
370580:9063,579:579,07/12/23 22:01:50,STABLE BEAMS,6800,20677.044551724,19943.932010382,60.0,PLTZERO
370580:9063,580:580,07/12/23 22:02:13,STABLE BEAMS,6800,20660.547906648,19952.136416646,59.9,PLTZERO
370580:9063,581:581,07/12/23 22:02:37,STABLE BEAMS,6800,20915.212667659,20091.824291972,60.7,PLTZERO
370580:9063,582:582,07/12/23 22:03:00,STABLE BEAMS,6800,20939.734971580,20153.553027357,60.7,PLTZERO
370580:9063,583:583,07/12/23 22:03:23,STABLE BEAMS,6800,20923.183637177,20113.066717227,60.7,PLTZERO
370580:9063,584:584,07/12/23 22:03:47,STABLE BEAMS,6800,20924.714938354,20128.910877326,60.7,PLTZERO
370580:9063,585:585,07/12/23 22:04:10,STABLE BEAMS,6800,20910.054292138,20073.004044242,60.7,PLTZERO
370580:9063,586:586,07/12/23 22:04:33,STABLE BEAMS,6800,20896.290160260,20080.520571142,60.6,PLTZERO
370580:9063,587:587,07/12/23 22:04:57,STABLE BEAMS,6800,20874.463258920,20104.317056534,60.6,PLTZERO
370580:9063,588:588,07/12/23 22:05:20,STABLE BEAMS,6800,20878.793481763,20056.743029171,60.6,PLTZERO
370580:9063,589:589,07/12/23 22:05:43,STABLE BEAMS,6800,20875.146875517,20113.957344828,60.6,PLTZERO
370580:9063,590:590,07/12/23 22:06:06,STABLE BEAMS,6800,20852.642217151,20045.259360611,60.5,PLTZERO
370580:9063,591:591,07/12/23 22:06:30,STABLE BEAMS,6800,20836.059631704,20067.709552780,60.4,PLTZERO
370580:9063,592:592,07/12/23 22:06:53,STABLE BEAMS,6800,20820.762245458,20024.208789272,60.4,PLTZERO
370580:9063,593:593,07/12/23 22:07:16,STABLE BEAMS,6800,20804.357400326,20057.903346986,60.4,PLTZERO
370580:9063,594:594,07/12/23 22:07:40,STABLE BEAMS,6800,20792.417548166,20016.968931395,60.3,PLTZERO
370580:9063,595:595,07/12/23 22:08:03,STABLE BEAMS,6800,20767.572967849,20013.651430350,60.3,PLTZERO
370580:9063,596:596,07/12/23 22:08:26,STABLE BEAMS,6800,20757.974990830,19984.411055739,60.2,PLTZERO
370580:9063,597:597,07/12/23 22:08:50,STABLE BEAMS,6800,20734.038643992,19987.553964380,60.2,PLTZERO
370580:9063,598:598,07/12/23 22:09:13,STABLE BEAMS,6800,20730.132263439,20002.457088969,60.1,PLTZERO
370580:9063,599:599,07/12/23 22:09:36,STABLE BEAMS,6800,20719.962001669,19964.157256078,60.1,PLTZERO
370580:9063,600:600,07/12/23 22:10:00,STABLE BEAMS,6800,20702.314927521,19959.065564225,60.1,PLTZERO
370580:9063,601:601,07/12/23 22:10:23,STABLE BEAMS,6800,20681.261489530,19913.711905554,60.0,PLTZERO
370580:9063,602:602,07/12/23 22:10:46,STABLE BEAMS,6800,20658.858397059,19953.201062391,59.9,PLTZERO
370580:9063,603:603,07/12/23 22:11:10,STABLE BEAMS,6800,20759.100028429,19988.411039351,60.2,PLTZERO
370580:9063,604:604,07/12/23 22:11:33,STABLE BEAMS,6800,20759.000415725,20044.143582800,60.2,PLTZERO
370580:9063,605:605,07/12/23 22:11:56,STABLE BEAMS,6800,20747.646520648,19974.890653213,60.2,PLTZERO
370580:9063,606:606,07/12/23 22:12:20,STABLE BEAMS,6800,20729.657638201,20006.563525466,60.1,PLTZERO
370580:9063,607:607,07/12/23 22:12:43,STABLE BEAMS,6800,20707.733077348,19967.254697940,60.1,PLTZERO
370580:9063,608:608,07/12/23 22:13:06,STABLE BEAMS,6800,20707.297515916,19977.489847125,60.1,PLTZERO
370580:9063,609:609,07/12/23 22:13:29,STABLE BEAMS,6800,20706.209588932,19966.639204192,60.1,PLTZERO
370580:9063,610:610,07/12/23 22:13:53,STABLE BEAMS,6800,20701.316847290,19966.938927845,60.1,PLTZERO
370580:9063,611:611,07/12/23 22:14:16,STABLE BEAMS,6800,20700.834409291,19964.120776301,60.1,PLTZERO
370580:9063,612:612,07/12/23 22:14:39,STABLE BEAMS,6800,20679.870818054,19924.531066030,60.0,PLTZERO
