#Data tag : 23v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
370406:9050,92:92,07/10/23 12:50:51,STABLE BEAMS,6800,13376.923625284,13151.043664158,40.6,PLTZERO
370406:9050,93:93,07/10/23 12:51:14,STABLE BEAMS,6800,13358.511877143,13161.158829963,40.5,PLTZERO
370406:9050,94:94,07/10/23 12:51:37,STABLE BEAMS,6800,13354.975626148,13139.857277027,40.5,PLTZERO
370406:9050,95:95,07/10/23 12:52:01,STABLE BEAMS,6800,13350.196169541,13139.912622747,40.5,PLTZERO
370406:9050,96:96,07/10/23 12:52:24,STABLE BEAMS,6800,13482.816812720,13244.866131133,40.9,PLTZERO
370406:9050,97:97,07/10/23 12:52:47,STABLE BEAMS,6800,14017.776097549,13780.850391550,42.5,PLTZERO
370406:9050,98:98,07/10/23 12:53:11,STABLE BEAMS,6800,14052.748946045,13674.650911632,42.6,PLTZERO
370406:9050,99:99,07/10/23 12:53:34,STABLE BEAMS,6800,14050.292809272,11135.924874928,42.6,PLTZERO
370406:9050,100:100,07/10/23 12:53:57,STABLE BEAMS,6800,14041.188012798,13799.512526770,42.6,PLTZERO
370406:9050,101:101,07/10/23 12:54:21,STABLE BEAMS,6800,14034.488570150,13778.457004290,42.6,PLTZERO
370406:9050,102:102,07/10/23 12:54:44,STABLE BEAMS,6800,14069.604001536,13830.793667769,42.7,PLTZERO
370406:9050,103:103,07/10/23 12:55:07,STABLE BEAMS,6800,14603.834746392,14354.619167052,44.3,PLTZERO
370406:9050,104:104,07/10/23 12:55:30,STABLE BEAMS,6800,14726.856435957,14435.184197822,44.7,PLTZERO
370406:9050,105:105,07/10/23 12:55:54,STABLE BEAMS,6800,14719.038791875,14449.135802589,44.7,PLTZERO
370406:9050,106:106,07/10/23 12:56:17,STABLE BEAMS,6800,14711.282673287,14462.239031702,44.6,PLTZERO
370406:9050,107:107,07/10/23 12:56:40,STABLE BEAMS,6800,14700.801854263,14437.915862695,44.6,PLTZERO
370406:9050,108:108,07/10/23 12:57:04,STABLE BEAMS,6800,14702.924972094,14421.229929206,44.6,PLTZERO
370406:9050,109:109,07/10/23 12:57:27,STABLE BEAMS,6800,15152.492731225,14884.997993209,46.0,PLTZERO
370406:9050,110:110,07/10/23 12:57:50,STABLE BEAMS,6800,15359.774072723,15062.676601764,46.6,PLTZERO
370406:9050,111:111,07/10/23 12:58:14,STABLE BEAMS,6800,15352.797277055,15055.736496588,46.6,PLTZERO
370406:9050,112:112,07/10/23 12:58:37,STABLE BEAMS,6800,15344.452271599,15051.613642251,46.5,PLTZERO
370406:9050,113:113,07/10/23 12:59:00,STABLE BEAMS,6800,15336.243989462,15022.730725495,46.5,PLTZERO
370406:9050,114:114,07/10/23 12:59:24,STABLE BEAMS,6800,15322.773812720,15050.276494399,46.5,PLTZERO
370406:9050,115:115,07/10/23 12:59:47,STABLE BEAMS,6800,15776.833909487,15455.771697225,47.9,PLTZERO
370406:9050,116:116,07/10/23 13:00:10,STABLE BEAMS,6800,16025.448663616,15694.148216261,48.6,PLTZERO
370406:9050,117:117,07/10/23 13:00:34,STABLE BEAMS,6800,16018.753127348,15690.677226198,48.6,PLTZERO
370406:9050,118:118,07/10/23 13:00:57,STABLE BEAMS,6800,16006.869917706,15681.733932428,48.6,PLTZERO
370406:9050,119:119,07/10/23 13:01:20,STABLE BEAMS,6800,15995.779703316,15664.909378190,48.5,PLTZERO
370406:9050,120:120,07/10/23 13:01:43,STABLE BEAMS,6800,15980.465714953,15650.757688604,48.5,PLTZERO
370406:9050,121:121,07/10/23 13:02:07,STABLE BEAMS,6800,16400.522722197,16041.997279794,49.8,PLTZERO
370406:9050,122:122,07/10/23 13:02:30,STABLE BEAMS,6800,16785.248470529,11379.777217726,50.9,PLTZERO
370406:9050,123:123,07/10/23 13:02:53,STABLE BEAMS,6800,16769.208871978,3861.003409832,50.9,PLTZERO
370406:9050,124:124,07/10/23 13:03:17,STABLE BEAMS,6800,16741.889599581,16058.362445748,50.8,PLTZERO
370406:9050,125:125,07/10/23 13:03:40,STABLE BEAMS,6800,16723.496406747,16112.688644750,50.7,PLTZERO
370406:9050,126:126,07/10/23 13:04:03,STABLE BEAMS,6800,16712.232358423,14135.843109127,50.7,PLTZERO
370406:9050,127:127,07/10/23 13:04:27,STABLE BEAMS,6800,17069.293119678,16640.035925544,51.8,PLTZERO
370406:9050,128:128,07/10/23 13:04:50,STABLE BEAMS,6800,17511.038351752,16906.359450193,53.1,PLTZERO
370406:9050,129:129,07/10/23 13:05:13,STABLE BEAMS,6800,17499.953996933,16523.635611256,53.1,PLTZERO
370406:9050,130:130,07/10/23 13:05:37,STABLE BEAMS,6800,17491.539653222,17073.917285470,53.1,PLTZERO
370406:9050,131:131,07/10/23 13:06:00,STABLE BEAMS,6800,17484.340193863,17026.536742342,53.0,PLTZERO
370406:9050,132:132,07/10/23 13:06:23,STABLE BEAMS,6800,17475.349659020,16619.871437706,53.0,PLTZERO
370406:9050,133:133,07/10/23 13:06:47,STABLE BEAMS,6800,17699.853255781,17040.329233674,53.7,PLTZERO
370406:9050,134:134,07/10/23 13:07:10,STABLE BEAMS,6800,18195.445990587,13843.901190609,55.2,PLTZERO
370406:9050,135:135,07/10/23 13:07:33,STABLE BEAMS,6800,18210.762908735,17419.032790323,55.2,PLTZERO
370406:9050,136:136,07/10/23 13:07:56,STABLE BEAMS,6800,18217.649857650,17469.723540065,55.3,PLTZERO
370406:9050,137:137,07/10/23 13:08:20,STABLE BEAMS,6800,17587.982329504,17151.654605209,53.4,PLTZERO
370406:9050,138:138,07/10/23 13:08:43,STABLE BEAMS,6800,17774.935843199,16980.397792477,53.9,PLTZERO
370406:9050,139:139,07/10/23 13:09:06,STABLE BEAMS,6800,17648.791002382,17181.969258115,53.5,PLTZERO
370406:9050,140:140,07/10/23 13:09:30,STABLE BEAMS,6800,16998.634508236,16599.079412654,51.6,PLTZERO
370406:9050,141:141,07/10/23 13:09:53,STABLE BEAMS,6800,17132.250301861,16750.680662051,52.0,PLTZERO
370406:9050,142:142,07/10/23 13:10:16,STABLE BEAMS,6800,18129.180104076,17637.067424100,55.0,PLTZERO
370406:9050,143:143,07/10/23 13:10:40,STABLE BEAMS,6800,18118.578187256,17316.363951125,55.0,PLTZERO
370406:9050,144:144,07/10/23 13:11:03,STABLE BEAMS,6800,18110.378694475,14325.803017221,54.9,PLTZERO
370406:9050,145:145,07/10/23 13:11:26,STABLE BEAMS,6800,18101.610823324,17083.829919471,54.9,PLTZERO
370406:9050,146:146,07/10/23 13:11:50,STABLE BEAMS,6800,17812.190994533,17013.451929639,54.0,PLTZERO
370406:9050,147:147,07/10/23 13:12:13,STABLE BEAMS,6800,17784.135369402,17053.972621549,53.9,PLTZERO
370406:9050,148:148,07/10/23 13:12:36,STABLE BEAMS,6800,17781.652864560,17351.312457459,53.9,PLTZERO
370406:9050,149:149,07/10/23 13:12:59,STABLE BEAMS,6800,17769.675901785,17006.061661487,53.9,PLTZERO
370406:9050,150:150,07/10/23 13:13:23,STABLE BEAMS,6800,17757.843475090,17331.471189998,53.9,PLTZERO
370406:9050,151:151,07/10/23 13:13:46,STABLE BEAMS,6800,17755.290655398,17284.393644586,53.9,PLTZERO
370406:9050,152:152,07/10/23 13:14:09,STABLE BEAMS,6800,17747.682979272,17322.636164989,53.8,PLTZERO
370406:9050,153:153,07/10/23 13:14:33,STABLE BEAMS,6800,17749.380301622,17022.255676500,53.8,PLTZERO
370406:9050,154:154,07/10/23 13:14:56,STABLE BEAMS,6800,17989.907871411,17548.896954672,54.6,PLTZERO
370406:9050,155:155,07/10/23 13:15:19,STABLE BEAMS,6800,18450.956482987,17332.974007287,56.0,PLTZERO
370406:9050,156:156,07/10/23 13:15:43,STABLE BEAMS,6800,18479.037499592,17534.852911363,56.1,PLTZERO
370406:9050,157:157,07/10/23 13:16:06,STABLE BEAMS,6800,18461.161902182,17581.950345222,56.0,PLTZERO
370406:9050,158:158,07/10/23 13:16:29,STABLE BEAMS,6800,18445.606694820,17617.318418203,56.0,PLTZERO
370406:9050,159:159,07/10/23 13:16:53,STABLE BEAMS,6800,18429.451858043,17643.062335057,55.9,PLTZERO
370406:9050,160:160,07/10/23 13:17:16,STABLE BEAMS,6800,18420.121468092,14038.799317009,55.9,PLTZERO
370406:9050,161:161,07/10/23 13:17:39,STABLE BEAMS,6800,18418.584307345,17673.406710923,55.9,PLTZERO
370406:9050,162:162,07/10/23 13:18:03,STABLE BEAMS,6800,18545.578785932,17821.390968375,56.3,PLTZERO
370406:9050,163:163,07/10/23 13:18:26,STABLE BEAMS,6800,19106.119003812,18308.386882242,58.0,PLTZERO
370406:9050,164:164,07/10/23 13:18:49,STABLE BEAMS,6800,19246.440099656,18638.572110732,58.4,PLTZERO
370406:9050,165:165,07/10/23 13:19:12,STABLE BEAMS,6800,19256.110344715,18653.742848258,58.4,PLTZERO
370406:9050,166:166,07/10/23 13:19:36,STABLE BEAMS,6800,19204.981682847,18644.330457051,58.3,PLTZERO
370406:9050,167:167,07/10/23 13:19:59,STABLE BEAMS,6800,19181.465271919,18248.311848623,58.2,PLTZERO
370406:9050,168:168,07/10/23 13:20:22,STABLE BEAMS,6800,19147.399680306,18208.942660040,58.1,PLTZERO
370406:9050,169:169,07/10/23 13:20:46,STABLE BEAMS,6800,19141.508858432,18481.072126371,58.1,PLTZERO
370406:9050,170:170,07/10/23 13:21:09,STABLE BEAMS,6800,19345.320357404,18548.365138210,58.7,PLTZERO
370406:9050,171:171,07/10/23 13:21:32,STABLE BEAMS,6800,20010.901195164,19054.464563977,60.7,PLTZERO
370406:9050,172:172,07/10/23 13:21:56,STABLE BEAMS,6800,20114.668334983,19113.343809854,61.0,PLTZERO
370406:9050,173:173,07/10/23 13:22:19,STABLE BEAMS,6800,20091.358962224,19386.216443638,60.9,PLTZERO
370406:9050,174:174,07/10/23 13:22:42,STABLE BEAMS,6800,20077.940545024,19055.167720213,60.9,PLTZERO
370406:9050,175:175,07/10/23 13:23:06,STABLE BEAMS,6800,20057.080472871,19047.478013560,60.8,PLTZERO
370406:9050,176:176,07/10/23 13:23:29,STABLE BEAMS,6800,20039.269330740,19346.346638184,60.8,PLTZERO
370406:9050,177:177,07/10/23 13:23:52,STABLE BEAMS,6800,20022.239464719,18942.737933481,60.7,PLTZERO
370406:9050,178:178,07/10/23 13:24:16,STABLE BEAMS,6800,19996.572591296,19273.144329938,60.7,PLTZERO
370406:9050,179:179,07/10/23 13:24:39,STABLE BEAMS,6800,19988.855536513,19314.143022844,60.6,PLTZERO
370406:9050,180:180,07/10/23 13:25:02,STABLE BEAMS,6800,20013.014547043,19283.136706666,60.7,PLTZERO
370406:9050,181:181,07/10/23 13:25:25,STABLE BEAMS,6800,19998.820713304,19296.044863436,60.7,PLTZERO
370406:9050,182:182,07/10/23 13:25:49,STABLE BEAMS,6800,19962.348791271,19271.547171695,60.6,PLTZERO
370406:9050,183:183,07/10/23 13:26:12,STABLE BEAMS,6800,19938.531589039,19273.711801796,60.5,PLTZERO
370406:9050,184:184,07/10/23 13:26:35,STABLE BEAMS,6800,19906.075426215,18969.379947562,60.4,PLTZERO
370406:9050,185:185,07/10/23 13:26:59,STABLE BEAMS,6800,19872.224685533,19223.944565434,60.3,PLTZERO
370406:9050,186:186,07/10/23 13:27:22,STABLE BEAMS,6800,19848.024658007,19173.317110674,60.2,PLTZERO
370406:9050,187:187,07/10/23 13:27:45,STABLE BEAMS,6800,19830.834630384,19160.072554372,60.2,PLTZERO
370406:9050,188:188,07/10/23 13:28:09,STABLE BEAMS,6800,19819.892858455,19150.773865830,60.1,PLTZERO
370406:9050,189:189,07/10/23 13:28:32,STABLE BEAMS,6800,19761.082299229,19085.575544629,59.9,PLTZERO
370406:9050,190:190,07/10/23 13:28:55,STABLE BEAMS,6800,19743.409833608,19090.392707229,59.9,PLTZERO
370406:9050,191:191,07/10/23 13:29:19,STABLE BEAMS,6800,19735.911536136,19074.629378575,59.9,PLTZERO
370406:9050,192:192,07/10/23 13:29:42,STABLE BEAMS,6800,19733.587239707,19075.633500686,59.9,PLTZERO
370406:9050,193:193,07/10/23 13:30:05,STABLE BEAMS,6800,19721.639574786,19046.394954916,59.8,PLTZERO
370406:9050,194:194,07/10/23 13:30:29,STABLE BEAMS,6800,19715.365927618,19087.148557555,59.8,PLTZERO
370406:9050,195:195,07/10/23 13:30:52,STABLE BEAMS,6800,19702.771756715,19038.659671118,59.8,PLTZERO
370406:9050,196:196,07/10/23 13:31:15,STABLE BEAMS,6800,19693.398396578,19077.079231540,59.7,PLTZERO
370406:9050,197:197,07/10/23 13:31:38,STABLE BEAMS,6800,20084.417323981,19367.848490409,60.9,PLTZERO
370406:9050,198:198,07/10/23 13:32:02,STABLE BEAMS,6800,20522.816741111,19715.701796862,62.3,PLTZERO
370406:9050,199:199,07/10/23 13:32:25,STABLE BEAMS,6800,20520.627214811,19684.164648221,62.3,PLTZERO
370406:9050,200:200,07/10/23 13:32:48,STABLE BEAMS,6800,20505.333734946,19731.237942874,62.2,PLTZERO
370406:9050,201:201,07/10/23 13:33:12,STABLE BEAMS,6800,20488.608566608,18598.715839232,62.2,PLTZERO
370406:9050,202:202,07/10/23 13:33:35,STABLE BEAMS,6800,20495.907638672,13917.634881475,62.2,PLTZERO
370406:9050,203:203,07/10/23 13:33:58,STABLE BEAMS,6800,20471.998636497,19669.238126322,62.1,PLTZERO
370406:9050,204:204,07/10/23 13:34:22,STABLE BEAMS,6800,20465.131219485,19652.586496677,62.1,PLTZERO
370406:9050,205:205,07/10/23 13:34:45,STABLE BEAMS,6800,20426.444379678,19675.770570879,62.0,PLTZERO
370406:9050,206:206,07/10/23 13:35:08,STABLE BEAMS,6800,20365.018498673,19560.499784891,61.8,PLTZERO
370406:9050,207:207,07/10/23 13:35:31,STABLE BEAMS,6800,20288.269839948,19291.680141102,61.5,PLTZERO
370406:9050,208:208,07/10/23 13:35:55,STABLE BEAMS,6800,20202.057974334,19146.456387025,61.3,PLTZERO
370406:9050,209:209,07/10/23 13:36:18,STABLE BEAMS,6800,20262.739689844,19505.347869806,61.5,PLTZERO
370406:9050,210:210,07/10/23 13:36:41,STABLE BEAMS,6800,20289.642932713,19590.238092137,61.5,PLTZERO
370406:9050,211:211,07/10/23 13:37:05,STABLE BEAMS,6800,20273.392389612,19553.555297411,61.5,PLTZERO
370406:9050,212:212,07/10/23 13:37:28,STABLE BEAMS,6800,20258.522752037,19535.348867283,61.5,PLTZERO
370406:9050,213:213,07/10/23 13:37:51,STABLE BEAMS,6800,20344.636958138,15560.899454511,61.7,PLTZERO
370406:9050,214:214,07/10/23 13:38:15,STABLE BEAMS,6800,20353.686088689,19597.502687365,61.7,PLTZERO
370406:9050,215:215,07/10/23 13:38:38,STABLE BEAMS,6800,20394.789024867,19614.813872448,61.9,PLTZERO
370406:9050,216:216,07/10/23 13:39:01,STABLE BEAMS,6800,20383.667559433,19655.694586782,61.8,PLTZERO
370406:9050,217:217,07/10/23 13:39:25,STABLE BEAMS,6800,20397.849674031,19597.548257591,61.9,PLTZERO
370406:9050,218:218,07/10/23 13:39:48,STABLE BEAMS,6800,20391.320158936,16694.626937920,61.9,PLTZERO
370406:9050,219:219,07/10/23 13:40:11,STABLE BEAMS,6800,20379.837353301,17433.060988777,61.8,PLTZERO
370406:9050,220:220,07/10/23 13:40:35,STABLE BEAMS,6800,20366.010719333,19645.592774457,61.8,PLTZERO
370406:9050,221:221,07/10/23 13:40:58,STABLE BEAMS,6800,20336.240193139,19564.346054781,61.7,PLTZERO
370406:9050,222:222,07/10/23 13:41:21,STABLE BEAMS,6800,20353.551318560,19645.387009370,61.7,PLTZERO
370406:9050,223:223,07/10/23 13:41:44,STABLE BEAMS,6800,20358.530000574,19595.262791697,61.8,PLTZERO
370406:9050,224:224,07/10/23 13:42:08,STABLE BEAMS,6800,20351.625472947,19644.444781975,61.7,PLTZERO
370406:9050,225:225,07/10/23 13:42:31,STABLE BEAMS,6800,20345.799106352,19591.138936002,61.7,PLTZERO
370406:9050,226:226,07/10/23 13:42:54,STABLE BEAMS,6800,20327.269190199,19628.965695391,61.7,PLTZERO
370406:9050,227:227,07/10/23 13:43:18,STABLE BEAMS,6800,20316.807903078,19597.339138904,61.6,PLTZERO
370406:9050,228:228,07/10/23 13:43:41,STABLE BEAMS,6800,20305.332910204,19555.617434691,61.6,PLTZERO
370406:9050,229:229,07/10/23 13:44:04,STABLE BEAMS,6800,20278.775382014,19569.269198870,61.5,PLTZERO
370406:9050,230:230,07/10/23 13:44:28,STABLE BEAMS,6800,20228.978795915,19551.803699679,61.4,PLTZERO
370406:9050,231:231,07/10/23 13:44:51,STABLE BEAMS,6800,20230.594084274,19507.035362348,61.4,PLTZERO
370406:9050,232:232,07/10/23 13:45:14,STABLE BEAMS,6800,20248.233345661,19064.338158910,61.4,PLTZERO
370406:9050,233:233,07/10/23 13:45:38,STABLE BEAMS,6800,20234.703596615,18978.758064487,61.4,PLTZERO
370406:9050,234:234,07/10/23 13:46:01,STABLE BEAMS,6800,20222.310604311,18996.079639598,61.3,PLTZERO
370406:9050,235:235,07/10/23 13:46:24,STABLE BEAMS,6800,20230.072582470,19271.983745311,61.4,PLTZERO
370406:9050,236:236,07/10/23 13:46:48,STABLE BEAMS,6800,20203.749437114,18971.478613218,61.3,PLTZERO
370406:9050,237:237,07/10/23 13:47:11,STABLE BEAMS,6800,20165.160256821,19399.828764109,61.2,PLTZERO
370406:9050,238:238,07/10/23 13:47:34,STABLE BEAMS,6800,20147.702642130,19209.337604425,61.1,PLTZERO
370406:9050,239:239,07/10/23 13:47:57,STABLE BEAMS,6800,20154.163795564,19082.929332929,61.1,PLTZERO
370406:9050,240:240,07/10/23 13:48:21,STABLE BEAMS,6800,20151.095333640,19463.113627710,61.1,PLTZERO
370406:9050,241:241,07/10/23 13:48:44,STABLE BEAMS,6800,20128.506688092,19404.828357967,61.1,PLTZERO
370406:9050,242:242,07/10/23 13:49:07,STABLE BEAMS,6800,20118.074698825,19446.811677713,61.0,PLTZERO
370406:9050,243:243,07/10/23 13:49:31,STABLE BEAMS,6800,20097.913868791,19194.095068329,61.0,PLTZERO
370406:9050,244:244,07/10/23 13:49:54,STABLE BEAMS,6800,20082.593044263,19390.723209418,60.9,PLTZERO
370406:9050,245:245,07/10/23 13:50:17,STABLE BEAMS,6800,20019.579219562,19316.117153510,60.7,PLTZERO
370406:9050,246:246,07/10/23 13:50:41,STABLE BEAMS,6800,20015.217745675,19349.871834750,60.7,PLTZERO
370406:9050,247:247,07/10/23 13:51:04,STABLE BEAMS,6800,20040.595546937,19348.942378478,60.8,PLTZERO
370406:9050,248:248,07/10/23 13:51:27,STABLE BEAMS,6800,20031.433131350,19355.928997786,60.8,PLTZERO
370406:9050,249:249,07/10/23 13:51:51,STABLE BEAMS,6800,20014.174742067,19313.306724761,60.7,PLTZERO
370406:9050,250:250,07/10/23 13:52:14,STABLE BEAMS,6800,20014.780231053,19363.223611294,60.7,PLTZERO
370406:9050,251:251,07/10/23 13:52:37,STABLE BEAMS,6800,20017.241250801,19328.361704886,60.7,PLTZERO
370406:9050,252:252,07/10/23 13:53:01,STABLE BEAMS,6800,20004.582624619,19020.721534269,60.7,PLTZERO
370406:9050,253:253,07/10/23 13:53:24,STABLE BEAMS,6800,19996.416336073,19345.910444521,60.7,PLTZERO
370406:9050,254:254,07/10/23 13:53:47,STABLE BEAMS,6800,19966.093057031,19072.470161798,60.6,PLTZERO
370406:9050,255:255,07/10/23 13:54:10,STABLE BEAMS,6800,19952.420725095,19250.915660702,60.5,PLTZERO
370406:9050,256:256,07/10/23 13:54:34,STABLE BEAMS,6800,19967.175124444,19320.790187460,60.6,PLTZERO
370406:9050,257:257,07/10/23 13:54:57,STABLE BEAMS,6800,19953.305520291,19272.197971316,60.5,PLTZERO
370406:9050,258:258,07/10/23 13:55:20,STABLE BEAMS,6800,19930.091853854,19285.648656369,60.5,PLTZERO
370406:9050,259:259,07/10/23 13:55:44,STABLE BEAMS,6800,19918.202784641,19256.917868911,60.4,PLTZERO
370406:9050,260:260,07/10/23 13:56:07,STABLE BEAMS,6800,19919.427434945,19260.438967729,60.4,PLTZERO
370406:9050,261:261,07/10/23 13:56:30,STABLE BEAMS,6800,19907.411408364,18953.164592105,60.4,PLTZERO
370406:9050,262:262,07/10/23 13:56:54,STABLE BEAMS,6800,19882.824649163,19236.018392907,60.3,PLTZERO
370406:9050,263:263,07/10/23 13:57:17,STABLE BEAMS,6800,19874.304833177,19223.862183116,60.3,PLTZERO
370406:9050,264:264,07/10/23 13:57:40,STABLE BEAMS,6800,19875.519717529,19221.582577506,60.3,PLTZERO
370406:9050,265:265,07/10/23 13:58:04,STABLE BEAMS,6800,19867.281160943,19210.259702553,60.3,PLTZERO
370406:9050,266:266,07/10/23 13:58:27,STABLE BEAMS,6800,19850.438801189,19167.680260171,60.2,PLTZERO
370406:9050,267:267,07/10/23 13:58:50,STABLE BEAMS,6800,19830.090464888,19185.308857159,60.2,PLTZERO
370406:9050,268:268,07/10/23 13:59:13,STABLE BEAMS,6800,19817.929902227,19180.198365985,60.1,PLTZERO
370406:9050,269:269,07/10/23 13:59:37,STABLE BEAMS,6800,19814.111415236,19201.497790564,60.1,PLTZERO
370406:9050,270:270,07/10/23 14:00:00,STABLE BEAMS,6800,19808.214733791,19149.580444905,60.1,PLTZERO
370406:9050,271:271,07/10/23 14:00:23,STABLE BEAMS,6800,19794.587325232,19174.964811828,60.0,PLTZERO
370406:9050,272:272,07/10/23 14:00:47,STABLE BEAMS,6800,19799.021067160,19161.950228244,60.1,PLTZERO
370406:9050,273:273,07/10/23 14:01:10,STABLE BEAMS,6800,20321.435010843,19605.560298327,61.6,PLTZERO
370406:9050,274:274,07/10/23 14:01:33,STABLE BEAMS,6800,20656.643479286,19858.644842182,62.7,PLTZERO
370406:9050,275:275,07/10/23 14:01:57,STABLE BEAMS,6800,20646.795493911,19800.522984261,62.6,PLTZERO
370406:9050,276:276,07/10/23 14:02:20,STABLE BEAMS,6800,20635.804892226,19614.390903237,62.6,PLTZERO
370406:9050,277:277,07/10/23 14:02:43,STABLE BEAMS,6800,20617.763273642,19870.231968481,62.5,PLTZERO
370406:9050,278:278,07/10/23 14:03:07,STABLE BEAMS,6800,20578.664310687,19810.366452352,62.4,PLTZERO
370406:9050,279:279,07/10/23 14:03:30,STABLE BEAMS,6800,20568.681555184,19764.340926454,62.4,PLTZERO
370406:9050,280:280,07/10/23 14:03:53,STABLE BEAMS,6800,20554.694759614,19729.991820390,62.4,PLTZERO
370406:9050,281:281,07/10/23 14:04:17,STABLE BEAMS,6800,20515.925885815,19756.911746765,62.2,PLTZERO
370406:9050,282:282,07/10/23 14:04:40,STABLE BEAMS,6800,20476.004629754,19676.380840276,62.1,PLTZERO
