#Data tag : 23v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
370497:9057,1026:1026,07/11/23 16:16:48,STABLE BEAMS,6800,16453.311595800,15971.263636620,47.7,PLTZERO
370497:9057,1027:1027,07/11/23 16:17:11,STABLE BEAMS,6800,16441.276037316,15957.494019041,47.7,PLTZERO
370497:9057,1028:1028,07/11/23 16:17:34,STABLE BEAMS,6800,16442.664755602,15981.661695238,47.7,PLTZERO
370497:9057,1029:1029,07/11/23 16:17:57,STABLE BEAMS,6800,16429.271729877,15924.916375769,47.7,PLTZERO
370497:9057,1030:1030,07/11/23 16:18:21,STABLE BEAMS,6800,16411.472306887,15956.994606054,47.6,PLTZERO
370497:9057,1031:1031,07/11/23 16:18:44,STABLE BEAMS,6800,16402.397784862,15927.150031032,47.6,PLTZERO
370497:9057,1032:1032,07/11/23 16:19:07,STABLE BEAMS,6800,16392.147442291,15917.479815038,47.6,PLTZERO
370497:9057,1033:1033,07/11/23 16:19:31,STABLE BEAMS,6800,16371.590114631,15900.230248659,47.5,PLTZERO
370497:9057,1034:1034,07/11/23 16:19:54,STABLE BEAMS,6800,16334.260742067,15862.174482460,47.4,PLTZERO
370497:9057,1035:1035,07/11/23 16:20:17,STABLE BEAMS,6800,16315.019864653,15850.969030261,47.3,PLTZERO
370497:9057,1036:1036,07/11/23 16:20:41,STABLE BEAMS,6800,16332.022386010,15864.405562326,47.4,PLTZERO
370497:9057,1037:1037,07/11/23 16:21:04,STABLE BEAMS,6800,16316.219123483,15830.433738014,47.3,PLTZERO
370497:9057,1038:1038,07/11/23 16:21:27,STABLE BEAMS,6800,16308.384877284,15865.866580181,47.3,PLTZERO
370497:9057,1039:1039,07/11/23 16:21:51,STABLE BEAMS,6800,16297.336656485,15806.997812099,47.3,PLTZERO
370497:9057,1040:1040,07/11/23 16:22:14,STABLE BEAMS,6800,16280.453279735,15831.784982193,47.2,PLTZERO
370497:9057,1041:1041,07/11/23 16:22:37,STABLE BEAMS,6800,16265.393206108,15615.719657807,47.2,PLTZERO
370497:9057,1042:1042,07/11/23 16:23:01,STABLE BEAMS,6800,16260.243619944,15798.942167373,47.2,PLTZERO
370497:9057,1043:1043,07/11/23 16:23:24,STABLE BEAMS,6800,16253.381085907,15793.077196670,47.2,PLTZERO
370497:9057,1044:1044,07/11/23 16:23:47,STABLE BEAMS,6800,16250.956200179,15791.113492959,47.1,PLTZERO
370497:9057,1045:1045,07/11/23 16:24:10,STABLE BEAMS,6800,16221.549943971,15767.114480387,47.1,PLTZERO
370497:9057,1046:1046,07/11/23 16:24:34,STABLE BEAMS,6800,16221.060669807,15737.219946655,47.1,PLTZERO
370497:9057,1047:1047,07/11/23 16:24:57,STABLE BEAMS,6800,16222.207192499,15772.368813261,47.1,PLTZERO
370497:9057,1048:1048,07/11/23 16:25:20,STABLE BEAMS,6800,16214.916909792,15762.020676394,47.0,PLTZERO
370497:9057,1049:1049,07/11/23 16:25:44,STABLE BEAMS,6800,16199.516981057,15751.708199863,47.0,PLTZERO
370497:9057,1050:1050,07/11/23 16:26:07,STABLE BEAMS,6800,16179.092470336,15709.092033801,46.9,PLTZERO
370497:9057,1051:1051,07/11/23 16:26:30,STABLE BEAMS,6800,16181.884555836,15750.595731810,46.9,PLTZERO
370497:9057,1052:1052,07/11/23 16:26:54,STABLE BEAMS,6800,16201.550252135,15728.953822813,47.0,PLTZERO
370497:9057,1053:1053,07/11/23 16:27:17,STABLE BEAMS,6800,16202.297347416,15772.994416710,47.0,PLTZERO
370497:9057,1054:1054,07/11/23 16:27:40,STABLE BEAMS,6800,16179.405957375,15681.169038694,46.9,PLTZERO
370497:9057,1055:1055,07/11/23 16:28:04,STABLE BEAMS,6800,16156.721605504,15726.476607358,46.9,PLTZERO
370497:9057,1056:1056,07/11/23 16:28:27,STABLE BEAMS,6800,16166.210203867,15695.281534736,46.9,PLTZERO
370497:9057,1057:1057,07/11/23 16:28:50,STABLE BEAMS,6800,16155.699110394,15736.603347247,46.9,PLTZERO
370497:9057,1058:1058,07/11/23 16:29:13,STABLE BEAMS,6800,16127.946229756,15681.339412803,46.8,PLTZERO
370497:9057,1059:1059,07/11/23 16:29:37,STABLE BEAMS,6800,16107.734616775,15662.635674056,46.7,PLTZERO
370497:9057,1060:1060,07/11/23 16:30:00,STABLE BEAMS,6800,16129.058571618,15660.613758262,46.8,PLTZERO
370497:9057,1061:1061,07/11/23 16:30:23,STABLE BEAMS,6800,16175.103079196,15442.951916713,46.9,PLTZERO
370497:9057,1062:1062,07/11/23 16:30:47,STABLE BEAMS,6800,16123.359162391,15673.595088089,46.8,PLTZERO
370497:9057,1063:1063,07/11/23 16:31:10,STABLE BEAMS,6800,16104.052853103,15637.833231017,46.7,PLTZERO
370497:9057,1064:1064,07/11/23 16:31:33,STABLE BEAMS,6800,16092.890370673,15670.099081930,46.7,PLTZERO
370497:9057,1065:1065,07/11/23 16:31:57,STABLE BEAMS,6800,16062.419625765,15624.550289762,46.6,PLTZERO
370497:9057,1066:1066,07/11/23 16:32:20,STABLE BEAMS,6800,16067.969615935,15616.488869202,46.6,PLTZERO
370497:9057,1067:1067,07/11/23 16:32:43,STABLE BEAMS,6800,16061.509439096,12401.692673074,46.6,PLTZERO
370497:9057,1068:1068,07/11/23 16:33:07,STABLE BEAMS,6800,16056.227035993,14162.440398296,46.6,PLTZERO
370497:9057,1069:1069,07/11/23 16:33:30,STABLE BEAMS,6800,16020.211183890,15570.311917576,46.5,PLTZERO
370497:9057,1070:1070,07/11/23 16:33:53,STABLE BEAMS,6800,16005.783943912,15589.029151893,46.4,PLTZERO
370497:9057,1071:1071,07/11/23 16:34:17,STABLE BEAMS,6800,16019.942620227,15560.960540712,46.5,PLTZERO
370497:9057,1072:1072,07/11/23 16:34:40,STABLE BEAMS,6800,16014.351613060,15591.766442645,46.5,PLTZERO
370497:9057,1073:1073,07/11/23 16:35:03,STABLE BEAMS,6800,15984.022474447,15550.610905086,46.4,PLTZERO
370497:9057,1074:1074,07/11/23 16:35:26,STABLE BEAMS,6800,15978.987149914,15549.053835777,46.4,PLTZERO
370497:9057,1075:1075,07/11/23 16:35:50,STABLE BEAMS,6800,15996.639107038,15561.223171176,46.4,PLTZERO
370497:9057,1076:1076,07/11/23 16:36:13,STABLE BEAMS,6800,15991.439714522,15560.000893880,46.4,PLTZERO
370497:9057,1077:1077,07/11/23 16:36:36,STABLE BEAMS,6800,15986.933704554,15551.946912149,46.4,PLTZERO
370497:9057,1078:1078,07/11/23 16:37:00,STABLE BEAMS,6800,15973.903972219,15530.189531769,46.3,PLTZERO
370497:9057,1079:1079,07/11/23 16:37:23,STABLE BEAMS,6800,15966.450598124,15539.173230800,46.3,PLTZERO
370497:9057,1080:1080,07/11/23 16:37:46,STABLE BEAMS,6800,15989.274603100,15577.953766501,46.4,PLTZERO
370497:9057,1081:1081,07/11/23 16:38:10,STABLE BEAMS,6800,15939.645991365,15489.993608235,46.2,PLTZERO
370497:9057,1082:1082,07/11/23 16:38:33,STABLE BEAMS,6800,15885.229133667,15483.117315801,46.1,PLTZERO
370497:9057,1083:1083,07/11/23 16:38:56,STABLE BEAMS,6800,15852.616715620,15154.410160956,46.0,PLTZERO
370497:9057,1084:1084,07/11/23 16:39:20,STABLE BEAMS,6800,15899.808722485,15471.243103263,46.1,PLTZERO
370497:9057,1085:1085,07/11/23 16:39:43,STABLE BEAMS,6800,15890.483215510,15199.985161126,46.1,PLTZERO
370497:9057,1086:1086,07/11/23 16:40:06,STABLE BEAMS,6800,15902.859605697,15346.084040048,46.1,PLTZERO
370497:9057,1087:1087,07/11/23 16:40:30,STABLE BEAMS,6800,15896.706079731,15394.653736486,46.1,PLTZERO
370497:9057,1088:1088,07/11/23 16:40:53,STABLE BEAMS,6800,15885.653952552,15344.316453576,46.1,PLTZERO
370497:9057,1089:1089,07/11/23 16:41:16,STABLE BEAMS,6800,15889.841592504,15369.213402065,46.1,PLTZERO
370497:9057,1090:1090,07/11/23 16:41:39,STABLE BEAMS,6800,15907.803130287,15352.832447288,46.2,PLTZERO
370497:9057,1091:1091,07/11/23 16:42:03,STABLE BEAMS,6800,15906.761103275,15366.020556384,46.1,PLTZERO
370497:9057,1092:1092,07/11/23 16:42:26,STABLE BEAMS,6800,15901.544132046,15381.732609687,46.1,PLTZERO
370497:9057,1093:1093,07/11/23 16:42:49,STABLE BEAMS,6800,15883.544507053,15334.481302853,46.1,PLTZERO
370497:9057,1094:1094,07/11/23 16:43:13,STABLE BEAMS,6800,15877.729859600,11946.966744970,46.1,PLTZERO
370497:9057,1095:1095,07/11/23 16:43:36,STABLE BEAMS,6800,15878.241595452,15362.715624485,46.1,PLTZERO
370497:9057,1096:1096,07/11/23 16:43:59,STABLE BEAMS,6800,15870.171989825,15316.875835227,46.0,PLTZERO
370497:9057,1097:1097,07/11/23 16:44:23,STABLE BEAMS,6800,15903.427984068,15375.795873273,46.1,PLTZERO
370497:9057,1098:1098,07/11/23 16:44:46,STABLE BEAMS,6800,15874.505142453,15321.984891907,46.1,PLTZERO
370497:9057,1099:1099,07/11/23 16:45:09,STABLE BEAMS,6800,15824.559137298,15084.267787455,45.9,PLTZERO
370497:9057,1100:1100,07/11/23 16:45:33,STABLE BEAMS,6800,15822.667472515,15317.230906368,45.9,PLTZERO
370497:9057,1101:1101,07/11/23 16:45:56,STABLE BEAMS,6800,15792.031683028,15252.561007181,45.8,PLTZERO
370497:9057,1102:1102,07/11/23 16:46:19,STABLE BEAMS,6800,15784.341972910,15271.584612599,45.8,PLTZERO
370497:9057,1103:1103,07/11/23 16:46:42,STABLE BEAMS,6800,15770.562215509,15254.281703490,45.8,PLTZERO
370497:9057,1104:1104,07/11/23 16:47:06,STABLE BEAMS,6800,15788.500315009,7929.964627381,45.8,PLTZERO
370497:9057,1105:1105,07/11/23 16:47:29,STABLE BEAMS,6800,15802.205851179,15293.145690628,45.8,PLTZERO
370497:9057,1106:1106,07/11/23 16:47:52,STABLE BEAMS,6800,15801.842557787,15279.362483611,45.8,PLTZERO
370497:9057,1107:1107,07/11/23 16:48:16,STABLE BEAMS,6800,15801.807400362,15274.693354627,45.8,PLTZERO
370497:9057,1108:1108,07/11/23 16:48:39,STABLE BEAMS,6800,15795.316949074,15044.164950350,45.8,PLTZERO
370497:9057,1109:1109,07/11/23 16:49:02,STABLE BEAMS,6800,15786.108633515,15244.211701904,45.8,PLTZERO
370497:9057,1110:1110,07/11/23 16:49:26,STABLE BEAMS,6800,15801.948030062,15293.555189405,45.8,PLTZERO
370497:9057,1111:1111,07/11/23 16:49:49,STABLE BEAMS,6800,15757.340093933,15246.024066915,45.7,PLTZERO
370497:9057,1112:1112,07/11/23 16:50:12,STABLE BEAMS,6800,15695.450330236,14968.149007536,45.5,PLTZERO
370497:9057,1113:1113,07/11/23 16:50:36,STABLE BEAMS,6800,15679.294516864,15171.503230356,45.5,PLTZERO
370497:9057,1114:1114,07/11/23 16:50:59,STABLE BEAMS,6800,15665.423936116,15143.918957926,45.4,PLTZERO
370497:9057,1115:1115,07/11/23 16:51:22,STABLE BEAMS,6800,15645.786561076,15169.885218739,45.4,PLTZERO
370497:9057,1116:1116,07/11/23 16:51:45,STABLE BEAMS,6800,15628.709818489,9017.331342941,45.3,PLTZERO
370497:9057,1117:1117,07/11/23 16:52:09,STABLE BEAMS,6800,15621.461529372,15112.376691909,45.3,PLTZERO
370497:9057,1118:1118,07/11/23 16:52:32,STABLE BEAMS,6800,15622.103152378,15077.140742684,45.3,PLTZERO
370497:9057,1119:1119,07/11/23 16:52:55,STABLE BEAMS,6800,15610.274632064,15099.829608235,45.3,PLTZERO
370497:9057,1120:1120,07/11/23 16:53:19,STABLE BEAMS,6800,15607.716929397,15090.319273906,45.3,PLTZERO
370497:9057,1121:1121,07/11/23 16:53:42,STABLE BEAMS,6800,15593.160778861,15052.940043941,45.2,PLTZERO
370497:9057,1122:1122,07/11/23 16:54:05,STABLE BEAMS,6800,15587.049246486,15085.269575140,45.2,PLTZERO
370497:9057,1123:1123,07/11/23 16:54:29,STABLE BEAMS,6800,15591.902924323,15106.864093146,45.2,PLTZERO
370497:9057,1124:1124,07/11/23 16:54:52,STABLE BEAMS,6800,15588.603985946,15060.103211954,45.2,PLTZERO
370497:9057,1125:1125,07/11/23 16:55:15,STABLE BEAMS,6800,15560.980992461,15082.098188209,45.1,PLTZERO
370497:9057,1126:1126,07/11/23 16:55:39,STABLE BEAMS,6800,15552.438714787,15048.697334884,45.1,PLTZERO
370497:9057,1127:1127,07/11/23 16:56:02,STABLE BEAMS,6800,15552.103742654,15060.604682137,45.1,PLTZERO
370497:9057,1128:1128,07/11/23 16:56:25,STABLE BEAMS,6800,15535.798510226,15057.121482370,45.1,PLTZERO
370497:9057,1129:1129,07/11/23 16:56:49,STABLE BEAMS,6800,15526.543318101,15053.262505704,45.0,PLTZERO
370497:9057,1130:1130,07/11/23 16:57:12,STABLE BEAMS,6800,15520.296039001,15047.217191069,45.0,PLTZERO
370497:9057,1131:1131,07/11/23 16:57:35,STABLE BEAMS,6800,15520.817540805,14958.523101078,45.0,PLTZERO
370497:9057,1132:1132,07/11/23 16:57:58,STABLE BEAMS,6800,15513.053609456,14912.698732230,45.0,PLTZERO
370497:9057,1133:1133,07/11/23 16:58:22,STABLE BEAMS,6800,15502.199731090,15030.229453952,45.0,PLTZERO
370497:9057,1134:1134,07/11/23 16:58:45,STABLE BEAMS,6800,15516.193362826,15058.445136023,45.0,PLTZERO
370497:9057,1135:1135,07/11/23 16:59:08,STABLE BEAMS,6800,15513.953053579,15016.597895349,45.0,PLTZERO
370497:9057,1136:1136,07/11/23 16:59:32,STABLE BEAMS,6800,15500.837380872,7079.264263541,45.0,PLTZERO
370497:9057,1137:1137,07/11/23 16:59:55,STABLE BEAMS,6800,15494.826437796,15026.278655556,45.0,PLTZERO
370497:9057,1138:1138,07/11/23 17:00:18,STABLE BEAMS,6800,15491.963060851,15020.974508842,44.9,PLTZERO
370497:9057,1139:1139,07/11/23 17:00:42,STABLE BEAMS,6800,15487.826203845,15020.439557607,44.9,PLTZERO
370497:9057,1140:1140,07/11/23 17:01:05,STABLE BEAMS,6800,15467.032540161,15003.542567010,44.9,PLTZERO
370497:9057,1141:1141,07/11/23 17:01:28,STABLE BEAMS,6800,15458.060560626,14965.737932226,44.8,PLTZERO
370497:9057,1142:1142,07/11/23 17:01:52,STABLE BEAMS,6800,15468.401726545,15023.569430459,44.9,PLTZERO
370497:9057,1143:1143,07/11/23 17:02:15,STABLE BEAMS,6800,15466.986640190,14973.837069855,44.9,PLTZERO
370497:9057,1144:1144,07/11/23 17:02:38,STABLE BEAMS,6800,15450.535895086,15004.748962495,44.8,PLTZERO
370497:9057,1145:1145,07/11/23 17:03:02,STABLE BEAMS,6800,15439.142936203,14967.635670796,44.8,PLTZERO
370497:9057,1146:1146,07/11/23 17:03:25,STABLE BEAMS,6800,15413.995611393,14948.707515342,44.7,PLTZERO
370497:9057,1147:1147,07/11/23 17:03:48,STABLE BEAMS,6800,15414.295426101,14944.362083831,44.7,PLTZERO
370497:9057,1148:1148,07/11/23 17:04:11,STABLE BEAMS,6800,15406.077378013,14922.781800838,44.7,PLTZERO
370497:9057,1149:1149,07/11/23 17:04:35,STABLE BEAMS,6800,15390.479200464,14948.012260867,44.7,PLTZERO
370497:9057,1150:1150,07/11/23 17:04:58,STABLE BEAMS,6800,15358.708607427,14877.538223114,44.6,PLTZERO
370497:9057,1151:1151,07/11/23 17:05:21,STABLE BEAMS,6800,15348.365488318,14912.035872919,44.5,PLTZERO
370497:9057,1152:1152,07/11/23 17:05:45,STABLE BEAMS,6800,15330.354144183,14861.631796779,44.5,PLTZERO
370497:9057,1153:1153,07/11/23 17:06:08,STABLE BEAMS,6800,15274.193087568,14845.327294638,44.3,PLTZERO
370497:9057,1154:1154,07/11/23 17:06:31,STABLE BEAMS,6800,15281.999989103,14811.644357610,44.3,PLTZERO
370497:9057,1155:1155,07/11/23 17:06:55,STABLE BEAMS,6800,15260.073475059,14834.487726542,44.3,PLTZERO
370497:9057,1156:1156,07/11/23 17:07:18,STABLE BEAMS,6800,15258.219897487,14782.943880629,44.3,PLTZERO
370497:9057,1157:1157,07/11/23 17:07:41,STABLE BEAMS,6800,15236.167402670,14803.705359994,44.2,PLTZERO
370497:9057,1158:1158,07/11/23 17:08:05,STABLE BEAMS,6800,15236.631285361,14768.853962038,44.2,PLTZERO
370497:9057,1159:1159,07/11/23 17:08:28,STABLE BEAMS,6800,15234.209329418,14796.868744986,44.2,PLTZERO
370497:9057,1160:1160,07/11/23 17:08:51,STABLE BEAMS,6800,15219.075034560,14753.629583750,44.2,PLTZERO
370497:9057,1161:1161,07/11/23 17:09:15,STABLE BEAMS,6800,15194.393545631,14779.349118841,44.1,PLTZERO
370497:9057,1162:1162,07/11/23 17:09:38,STABLE BEAMS,6800,15176.015001725,14725.593495974,44.0,PLTZERO
370497:9057,1163:1163,07/11/23 17:10:01,STABLE BEAMS,6800,15184.907877054,14767.695470797,44.1,PLTZERO
370497:9057,1164:1164,07/11/23 17:10:24,STABLE BEAMS,6800,15161.026219543,14724.271675208,44.0,PLTZERO
370497:9057,1165:1165,07/11/23 17:10:48,STABLE BEAMS,6800,15139.156348017,14692.102081344,43.9,PLTZERO
370497:9057,1166:1166,07/11/23 17:11:11,STABLE BEAMS,6800,15159.730277795,14726.874305757,44.0,PLTZERO
370497:9057,1167:1167,07/11/23 17:11:34,STABLE BEAMS,6800,15164.864238436,14730.125545696,44.0,PLTZERO
370497:9057,1168:1168,07/11/23 17:11:58,STABLE BEAMS,6800,15162.537988817,14749.864519233,44.0,PLTZERO
370497:9057,1169:1169,07/11/23 17:12:21,STABLE BEAMS,6800,15158.619889122,14729.044836060,44.0,PLTZERO
370497:9057,1170:1170,07/11/23 17:12:44,STABLE BEAMS,6800,15155.121725337,14724.152991774,44.0,PLTZERO
370497:9057,1171:1171,07/11/23 17:13:08,STABLE BEAMS,6800,15144.730753066,14715.497281705,43.9,PLTZERO
370497:9057,1172:1172,07/11/23 17:13:31,STABLE BEAMS,6800,15131.654144165,14700.797716858,43.9,PLTZERO
370497:9057,1173:1173,07/11/23 17:13:54,STABLE BEAMS,6800,15126.255526241,14706.879444746,43.9,PLTZERO
370497:9057,1174:1174,07/11/23 17:14:18,STABLE BEAMS,6800,15134.017504400,14689.064445603,43.9,PLTZERO
370497:9057,1175:1175,07/11/23 17:14:41,STABLE BEAMS,6800,15115.474892510,11831.000031063,43.9,PLTZERO
370497:9057,1176:1176,07/11/23 17:15:04,STABLE BEAMS,6800,15106.334938611,14686.612493072,43.8,PLTZERO
370497:9057,1177:1177,07/11/23 17:15:27,STABLE BEAMS,6800,15109.512779191,14706.565101161,43.8,PLTZERO
370497:9057,1178:1178,07/11/23 17:15:51,STABLE BEAMS,6800,15107.712914351,14662.908968403,43.8,PLTZERO
370497:9057,1179:1179,07/11/23 17:16:14,STABLE BEAMS,6800,15107.261727397,14704.952460109,43.8,PLTZERO
370497:9057,1180:1180,07/11/23 17:16:37,STABLE BEAMS,6800,15093.115746820,14651.403351455,43.8,PLTZERO
370497:9057,1181:1181,07/11/23 17:17:01,STABLE BEAMS,6800,15084.884026399,14664.206755212,43.8,PLTZERO
370497:9057,1182:1182,07/11/23 17:17:24,STABLE BEAMS,6800,15078.176770990,14658.010089880,43.7,PLTZERO
370497:9057,1183:1183,07/11/23 17:17:47,STABLE BEAMS,6800,15070.528077867,14650.371777165,43.7,PLTZERO
370497:9057,1184:1184,07/11/23 17:18:11,STABLE BEAMS,6800,15071.460726224,14650.493733470,43.7,PLTZERO
370497:9057,1185:1185,07/11/23 17:18:34,STABLE BEAMS,6800,15056.157480408,14619.720748906,43.7,PLTZERO
370497:9057,1186:1186,07/11/23 17:18:57,STABLE BEAMS,6800,15040.468479512,14641.365856568,43.6,PLTZERO
370497:9057,1187:1187,07/11/23 17:19:21,STABLE BEAMS,6800,15043.030088559,14611.232365492,43.6,PLTZERO
370497:9057,1188:1188,07/11/23 17:19:44,STABLE BEAMS,6800,15024.402512892,14612.759322209,43.6,PLTZERO
370497:9057,1189:1189,07/11/23 17:20:07,STABLE BEAMS,6800,15014.978369808,14619.851608204,43.6,PLTZERO
370497:9057,1190:1190,07/11/23 17:20:31,STABLE BEAMS,6800,15016.706943203,14582.038586277,43.6,PLTZERO
370497:9057,1191:1191,07/11/23 17:20:54,STABLE BEAMS,6800,15015.344592985,14615.193960696,43.6,PLTZERO
370497:9057,1192:1192,07/11/23 17:21:17,STABLE BEAMS,6800,15000.085293950,14569.855487807,43.5,PLTZERO
370497:9057,1193:1193,07/11/23 17:21:41,STABLE BEAMS,6800,14994.875158888,14578.000155084,43.5,PLTZERO
370497:9057,1194:1194,07/11/23 17:22:04,STABLE BEAMS,6800,14999.285462532,14587.182505729,43.5,PLTZERO
370497:9057,1195:1195,07/11/23 17:22:27,STABLE BEAMS,6800,14992.122137193,14597.599445953,43.5,PLTZERO
370497:9057,1196:1196,07/11/23 17:22:50,STABLE BEAMS,6800,14982.976323723,14551.266959408,43.5,PLTZERO
370497:9057,1197:1197,07/11/23 17:23:14,STABLE BEAMS,6800,14969.920223320,14580.654552676,43.4,PLTZERO
370497:9057,1198:1198,07/11/23 17:23:37,STABLE BEAMS,6800,14959.373972422,14531.326564721,43.4,PLTZERO
370497:9057,1199:1199,07/11/23 17:24:00,STABLE BEAMS,6800,14953.275135784,14562.638553187,43.4,PLTZERO
370497:9057,1200:1200,07/11/23 17:24:24,STABLE BEAMS,6800,14915.650831488,14488.846877187,43.3,PLTZERO
370497:9057,1201:1201,07/11/23 17:24:47,STABLE BEAMS,6800,14913.822645389,14524.739960571,43.3,PLTZERO
370497:9057,1202:1202,07/11/23 17:25:10,STABLE BEAMS,6800,14923.577854225,14500.569540316,43.3,PLTZERO
370497:9057,1203:1203,07/11/23 17:25:34,STABLE BEAMS,6800,14914.092185647,14301.387972651,43.3,PLTZERO
370497:9057,1204:1204,07/11/23 17:25:57,STABLE BEAMS,6800,14900.862251309,14517.425972825,43.2,PLTZERO
370497:9057,1205:1205,07/11/23 17:26:20,STABLE BEAMS,6800,14906.856592268,14479.795548738,43.2,PLTZERO
370497:9057,1206:1206,07/11/23 17:26:44,STABLE BEAMS,6800,14899.187390647,14513.380156049,43.2,PLTZERO
370497:9057,1207:1207,07/11/23 17:27:07,STABLE BEAMS,6800,14879.498256065,14411.531444743,43.2,PLTZERO
370497:9057,1208:1208,07/11/23 17:27:30,STABLE BEAMS,6800,14852.218047473,14472.763789248,43.1,PLTZERO
370497:9057,1209:1209,07/11/23 17:27:53,STABLE BEAMS,6800,14832.589461789,14435.888998296,43.0,PLTZERO
370497:9057,1210:1210,07/11/23 17:28:17,STABLE BEAMS,6800,14808.363066195,14414.897415827,43.0,PLTZERO
370497:9057,1211:1211,07/11/23 17:28:40,STABLE BEAMS,6800,14794.018836804,14382.821645917,42.9,PLTZERO
370497:9057,1212:1212,07/11/23 17:29:03,STABLE BEAMS,6800,14787.594793985,14396.784477970,42.9,PLTZERO
370497:9057,1213:1213,07/11/23 17:29:27,STABLE BEAMS,6800,14768.249420891,14376.243992555,42.8,PLTZERO
370497:9057,1214:1214,07/11/23 17:29:50,STABLE BEAMS,6800,14759.893672888,14371.795290035,42.8,PLTZERO
370497:9057,1215:1215,07/11/23 17:30:13,STABLE BEAMS,6800,14721.056437431,14322.818522602,42.7,PLTZERO
370497:9057,1216:1216,07/11/23 17:30:37,STABLE BEAMS,6800,14720.605250477,14323.299731775,42.7,PLTZERO
370497:9057,1217:1217,07/11/23 17:31:00,STABLE BEAMS,6800,14728.942443172,14337.894747320,42.7,PLTZERO
370497:9057,1218:1218,07/11/23 17:31:23,STABLE BEAMS,6800,14725.064383878,14333.440240663,42.7,PLTZERO
370497:9057,1219:1219,07/11/23 17:31:47,STABLE BEAMS,6800,14706.899714307,14307.079352564,42.7,PLTZERO
370497:9057,1220:1220,07/11/23 17:32:10,STABLE BEAMS,6800,14713.874556784,14328.660592574,42.7,PLTZERO
370497:9057,1221:1221,07/11/23 17:32:33,STABLE BEAMS,6800,14718.720421860,14349.196424758,42.7,PLTZERO
370497:9057,1222:1222,07/11/23 17:32:56,STABLE BEAMS,6800,14711.670381557,14286.942299122,42.7,PLTZERO
370497:9057,1223:1223,07/11/23 17:33:20,STABLE BEAMS,6800,14707.568681976,14336.239817001,42.7,PLTZERO
370497:9057,1224:1224,07/11/23 17:33:43,STABLE BEAMS,6800,14689.987039702,14304.200457714,42.6,PLTZERO
370497:9057,1225:1225,07/11/23 17:34:06,STABLE BEAMS,6800,14671.999133851,14281.492653620,42.6,PLTZERO
370497:9057,1226:1226,07/11/23 17:34:30,STABLE BEAMS,6800,14696.345650648,14290.160583710,42.6,PLTZERO
370497:9057,1227:1227,07/11/23 17:34:53,STABLE BEAMS,6800,14693.786971385,14329.707614648,42.6,PLTZERO
370497:9057,1228:1228,07/11/23 17:35:16,STABLE BEAMS,6800,14684.559123924,14299.551244846,42.6,PLTZERO
370497:9057,1229:1229,07/11/23 17:35:40,STABLE BEAMS,6800,14673.961113484,14293.761714616,42.6,PLTZERO
370497:9057,1230:1230,07/11/23 17:36:03,STABLE BEAMS,6800,14675.229710568,14286.310187157,42.6,PLTZERO
370497:9057,1231:1231,07/11/23 17:36:26,STABLE BEAMS,6800,14668.178693670,14282.355321867,42.6,PLTZERO
370497:9057,1232:1232,07/11/23 17:36:50,STABLE BEAMS,6800,14647.914344552,14266.494674885,42.5,PLTZERO
370497:9057,1233:1233,07/11/23 17:37:13,STABLE BEAMS,6800,14641.737380302,14260.381218660,42.5,PLTZERO
370497:9057,1234:1234,07/11/23 17:37:36,STABLE BEAMS,6800,14637.760684899,14253.998578688,42.5,PLTZERO
370497:9057,1235:1235,07/11/23 17:38:00,STABLE BEAMS,6800,14620.632182770,14244.174432982,42.4,PLTZERO
370497:9057,1236:1236,07/11/23 17:38:23,STABLE BEAMS,6800,14605.220534893,14207.195911725,42.4,PLTZERO
370497:9057,1237:1237,07/11/23 17:38:46,STABLE BEAMS,6800,14625.447773396,14263.052720107,42.4,PLTZERO
370497:9057,1238:1238,07/11/23 17:39:09,STABLE BEAMS,6800,14631.408910120,14235.452022159,42.4,PLTZERO
370497:9057,1239:1239,07/11/23 17:39:33,STABLE BEAMS,6800,14602.264381409,14247.440485661,42.4,PLTZERO
370497:9057,1240:1240,07/11/23 17:39:56,STABLE BEAMS,6800,14586.162280770,14190.968046333,42.3,PLTZERO
370497:9057,1241:1241,07/11/23 17:40:19,STABLE BEAMS,6800,14597.259331326,14240.322402680,42.3,PLTZERO
370497:9057,1242:1242,07/11/23 17:40:43,STABLE BEAMS,6800,14594.650845712,14200.482636628,42.3,PLTZERO
370497:9057,1243:1243,07/11/23 17:41:06,STABLE BEAMS,6800,14588.587166498,14225.779508384,42.3,PLTZERO
370497:9057,1244:1244,07/11/23 17:41:29,STABLE BEAMS,6800,14584.863409236,14207.102016421,42.3,PLTZERO
370497:9057,1245:1245,07/11/23 17:41:53,STABLE BEAMS,6800,14575.418757654,14198.669216034,42.3,PLTZERO
370497:9057,1246:1246,07/11/23 17:42:16,STABLE BEAMS,6800,14567.056173485,14172.931811703,42.3,PLTZERO
370497:9057,1247:1247,07/11/23 17:42:39,STABLE BEAMS,6800,14556.744305421,14199.512694739,42.2,PLTZERO
370497:9057,1248:1248,07/11/23 17:43:03,STABLE BEAMS,6800,14548.881737962,14175.995348147,42.2,PLTZERO
370497:9057,1249:1249,07/11/23 17:43:26,STABLE BEAMS,6800,14545.119893490,14176.102210549,42.2,PLTZERO
