#Data tag : 23v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
370522:9059,156:156,07/12/23 00:37:51,STABLE BEAMS,6800,18670.497023256,17941.049278074,54.2,PLTZERO
370522:9059,157:157,07/12/23 00:38:14,STABLE BEAMS,6800,18666.340634347,17900.540212352,54.2,PLTZERO
370522:9059,158:158,07/12/23 00:38:38,STABLE BEAMS,6800,18654.478909798,17873.953794084,54.1,PLTZERO
370522:9059,159:159,07/12/23 00:39:01,STABLE BEAMS,6800,18643.646516525,17830.246509620,54.1,PLTZERO
370522:9059,160:160,07/12/23 00:39:24,STABLE BEAMS,6800,18626.536569702,17873.471211669,54.0,PLTZERO
370522:9059,161:161,07/12/23 00:39:48,STABLE BEAMS,6800,18610.768464600,17884.491522080,54.0,PLTZERO
370522:9059,162:162,07/12/23 00:40:11,STABLE BEAMS,6800,18621.643828060,17870.214898524,54.0,PLTZERO
370522:9059,163:163,07/12/23 00:40:34,STABLE BEAMS,6800,18998.566581237,18231.379883408,55.1,PLTZERO
370522:9059,164:164,07/12/23 00:40:58,STABLE BEAMS,6800,19340.271360539,18741.870468652,56.1,PLTZERO
370522:9059,165:165,07/12/23 00:41:21,STABLE BEAMS,6800,19306.477262375,18453.613360954,56.0,PLTZERO
370522:9059,166:166,07/12/23 00:41:44,STABLE BEAMS,6800,19317.940536108,18555.926204971,56.0,PLTZERO
370522:9059,167:167,07/12/23 00:42:07,STABLE BEAMS,6800,19319.243314022,18501.446851331,56.0,PLTZERO
370522:9059,168:168,07/12/23 00:42:31,STABLE BEAMS,6800,19312.371990630,18758.219981070,56.0,PLTZERO
370522:9059,169:169,07/12/23 00:42:54,STABLE BEAMS,6800,19304.567042285,18512.813973419,56.0,PLTZERO
370522:9059,170:170,07/12/23 00:43:17,STABLE BEAMS,6800,19415.607862694,18638.992678971,56.3,PLTZERO
370522:9059,171:171,07/12/23 00:43:41,STABLE BEAMS,6800,19994.781515812,19354.110207357,58.0,PLTZERO
370522:9059,172:172,07/12/23 00:44:04,STABLE BEAMS,6800,20169.633062554,19272.997148887,58.5,PLTZERO
370522:9059,173:173,07/12/23 00:44:27,STABLE BEAMS,6800,20162.339850062,19181.242592868,58.5,PLTZERO
370522:9059,174:174,07/12/23 00:44:51,STABLE BEAMS,6800,20128.071126661,19448.461739553,58.4,PLTZERO
370522:9059,175:175,07/12/23 00:45:14,STABLE BEAMS,6800,20108.556802608,19487.351250770,58.3,PLTZERO
370522:9059,176:176,07/12/23 00:45:37,STABLE BEAMS,6800,20113.674161132,19406.575282688,58.4,PLTZERO
370522:9059,177:177,07/12/23 00:46:01,STABLE BEAMS,6800,20118.867694078,19486.958168752,58.4,PLTZERO
370522:9059,178:178,07/12/23 00:46:24,STABLE BEAMS,6800,20700.068758703,19947.062171077,60.1,PLTZERO
370522:9059,179:179,07/12/23 00:46:47,STABLE BEAMS,6800,21068.469742704,20215.227168245,61.1,PLTZERO
370522:9059,180:180,07/12/23 00:47:11,STABLE BEAMS,6800,21063.932481692,20205.659377199,61.1,PLTZERO
370522:9059,181:181,07/12/23 00:47:34,STABLE BEAMS,6800,21051.570740432,20212.093464521,61.1,PLTZERO
370522:9059,182:182,07/12/23 00:47:57,STABLE BEAMS,6800,21040.138717743,20226.933780140,61.0,PLTZERO
370522:9059,183:183,07/12/23 00:48:20,STABLE BEAMS,6800,21037.255808895,19933.626558958,61.0,PLTZERO
370522:9059,184:184,07/12/23 00:48:44,STABLE BEAMS,6800,21027.528921318,19854.236709195,61.0,PLTZERO
370522:9059,185:185,07/12/23 00:49:07,STABLE BEAMS,6800,21028.142223065,20244.557586736,61.0,PLTZERO
370522:9059,186:186,07/12/23 00:49:30,STABLE BEAMS,6800,21005.172705414,20198.049444760,60.9,PLTZERO
370522:9059,187:187,07/12/23 00:49:54,STABLE BEAMS,6800,20969.198846901,20148.928864171,60.8,PLTZERO
370522:9059,188:188,07/12/23 00:50:17,STABLE BEAMS,6800,20953.905367036,20153.055934635,60.8,PLTZERO
370522:9059,189:189,07/12/23 00:50:40,STABLE BEAMS,6800,20935.363731741,18431.900132912,60.7,PLTZERO
370522:9059,190:190,07/12/23 00:51:04,STABLE BEAMS,6800,20937.883347198,17753.019197815,60.7,PLTZERO
370522:9059,191:191,07/12/23 00:51:27,STABLE BEAMS,6800,20925.746222820,20099.912916537,60.7,PLTZERO
370522:9059,192:192,07/12/23 00:51:50,STABLE BEAMS,6800,20902.055977956,20125.865967117,60.6,PLTZERO
370522:9059,193:193,07/12/23 00:52:13,STABLE BEAMS,6800,20875.754317693,20021.227509083,60.6,PLTZERO
370522:9059,194:194,07/12/23 00:52:37,STABLE BEAMS,6800,20874.172233569,20102.809445134,60.6,PLTZERO
370522:9059,195:195,07/12/23 00:53:00,STABLE BEAMS,6800,20867.843897073,20076.601139450,60.5,PLTZERO
370522:9059,196:196,07/12/23 00:53:23,STABLE BEAMS,6800,20839.745301756,20060.370584040,60.5,PLTZERO
370522:9059,197:197,07/12/23 00:53:47,STABLE BEAMS,6800,20823.504524606,20041.857267331,60.4,PLTZERO
370522:9059,198:198,07/12/23 00:54:10,STABLE BEAMS,6800,20755.189741496,19894.564988342,60.2,PLTZERO
370522:9059,199:199,07/12/23 00:54:33,STABLE BEAMS,6800,20830.069197126,20049.276949987,60.4,PLTZERO
370522:9059,200:200,07/12/23 00:54:57,STABLE BEAMS,6800,20774.399367865,20033.106349574,60.3,PLTZERO
370522:9059,201:201,07/12/23 00:55:20,STABLE BEAMS,6800,20741.495924467,19980.894928246,60.2,PLTZERO
370522:9059,202:202,07/12/23 00:55:43,STABLE BEAMS,6800,20671.524836002,19920.848544578,60.0,PLTZERO
370522:9059,203:203,07/12/23 00:56:07,STABLE BEAMS,6800,20658.516588761,19598.432615544,59.9,PLTZERO
370522:9059,204:204,07/12/23 00:56:30,STABLE BEAMS,6800,20741.970549704,19993.630484296,60.2,PLTZERO
370522:9059,205:205,07/12/23 00:56:53,STABLE BEAMS,6800,20734.919532806,19947.241726488,60.2,PLTZERO
370522:9059,206:206,07/12/23 00:57:17,STABLE BEAMS,6800,20716.161093391,19988.181141076,60.1,PLTZERO
370522:9059,207:207,07/12/23 00:57:40,STABLE BEAMS,6800,20693.109541748,19671.440498070,60.0,PLTZERO
370522:9059,208:208,07/12/23 00:58:03,STABLE BEAMS,6800,20666.852804861,19940.790817253,60.0,PLTZERO
370522:9059,209:209,07/12/23 00:58:26,STABLE BEAMS,6800,20675.993735355,19918.623901273,60.0,PLTZERO
370522:9059,210:210,07/12/23 00:58:50,STABLE BEAMS,6800,20679.683311787,19966.848015744,60.0,PLTZERO
370522:9059,211:211,07/12/23 00:59:13,STABLE BEAMS,6800,20659.233409592,19927.671137203,59.9,PLTZERO
370522:9059,212:212,07/12/23 00:59:36,STABLE BEAMS,6800,20666.993434561,19945.459248039,60.0,PLTZERO
370522:9059,213:213,07/12/23 01:00:00,STABLE BEAMS,6800,20631.994217996,19898.265995554,59.9,PLTZERO
370522:9059,214:214,07/12/23 01:00:23,STABLE BEAMS,6800,20601.247096664,19850.928902939,59.8,PLTZERO
370522:9059,215:215,07/12/23 01:00:46,STABLE BEAMS,6800,20604.930813525,19914.494978045,59.8,PLTZERO
370522:9059,216:216,07/12/23 01:01:10,STABLE BEAMS,6800,20566.058420642,19830.131500794,59.7,PLTZERO
370522:9059,217:217,07/12/23 01:01:33,STABLE BEAMS,6800,20551.602859406,19845.243474636,59.6,PLTZERO
370522:9059,218:218,07/12/23 01:01:56,STABLE BEAMS,6800,20539.370028704,19852.755361896,59.6,PLTZERO
370522:9059,219:219,07/12/23 01:02:20,STABLE BEAMS,6800,20558.065966031,19825.817979500,59.6,PLTZERO
370522:9059,220:220,07/12/23 01:02:43,STABLE BEAMS,6800,20544.792084912,19844.509416109,59.6,PLTZERO
370522:9059,221:221,07/12/23 01:03:06,STABLE BEAMS,6800,20534.756593271,19757.672724710,59.6,PLTZERO
370522:9059,222:222,07/12/23 01:03:30,STABLE BEAMS,6800,20477.549603263,19805.533613411,59.4,PLTZERO
370522:9059,223:223,07/12/23 01:03:53,STABLE BEAMS,6800,20428.311629583,19723.335966981,59.3,PLTZERO
370522:9059,224:224,07/12/23 01:04:16,STABLE BEAMS,6800,20458.865385078,19759.053414755,59.4,PLTZERO
370522:9059,225:225,07/12/23 01:04:39,STABLE BEAMS,6800,20462.845986861,19744.177206994,59.4,PLTZERO
370522:9059,226:226,07/12/23 01:05:03,STABLE BEAMS,6800,20450.068216073,19780.077093959,59.3,PLTZERO
370522:9059,227:227,07/12/23 01:05:26,STABLE BEAMS,6800,20441.265187496,19752.103192016,59.3,PLTZERO
370522:9059,228:228,07/12/23 01:05:49,STABLE BEAMS,6800,20429.762849958,19711.380363189,59.3,PLTZERO
370522:9059,229:229,07/12/23 01:06:13,STABLE BEAMS,6800,20421.801646391,19756.153758787,59.2,PLTZERO
370522:9059,230:230,07/12/23 01:06:36,STABLE BEAMS,6800,20411.545444249,19737.701809767,59.2,PLTZERO
370522:9059,231:231,07/12/23 01:06:59,STABLE BEAMS,6800,20403.793232042,19413.950720910,59.2,PLTZERO
370522:9059,232:232,07/12/23 01:07:23,STABLE BEAMS,6800,20844.835315616,19535.876152349,60.5,PLTZERO
370522:9059,233:233,07/12/23 01:07:46,STABLE BEAMS,6800,21293.379603042,19550.448904306,61.8,PLTZERO
370522:9059,234:234,07/12/23 01:08:09,STABLE BEAMS,6800,21314.886181177,19746.252021606,61.8,PLTZERO
370522:9059,235:235,07/12/23 01:08:33,STABLE BEAMS,6800,21268.552601438,20079.415096546,61.7,PLTZERO
370522:9059,236:236,07/12/23 01:08:56,STABLE BEAMS,6800,21246.481551313,20158.090819382,61.6,PLTZERO
370522:9059,237:237,07/12/23 01:09:19,STABLE BEAMS,6800,21243.625987129,20124.452797735,61.6,PLTZERO
370522:9059,238:238,07/12/23 01:09:43,STABLE BEAMS,6800,21221.058826674,20382.657550425,61.6,PLTZERO
370522:9059,239:239,07/12/23 01:10:06,STABLE BEAMS,6800,21201.280821935,20059.646133706,61.5,PLTZERO
370522:9059,240:240,07/12/23 01:10:29,STABLE BEAMS,6800,21193.876277596,20103.626478301,61.5,PLTZERO
370522:9059,241:241,07/12/23 01:10:52,STABLE BEAMS,6800,21203.271122826,20089.342241404,61.5,PLTZERO
370522:9059,242:242,07/12/23 01:11:16,STABLE BEAMS,6800,21190.700390207,20091.542637210,61.5,PLTZERO
370522:9059,243:243,07/12/23 01:11:39,STABLE BEAMS,6800,21178.098406543,20294.111635094,61.4,PLTZERO
370522:9059,244:244,07/12/23 01:12:02,STABLE BEAMS,6800,21147.003617341,20371.936429170,61.4,PLTZERO
370522:9059,245:245,07/12/23 01:12:26,STABLE BEAMS,6800,21123.877844467,20268.422326844,61.3,PLTZERO
370522:9059,246:246,07/12/23 01:12:49,STABLE BEAMS,6800,21114.283773829,11044.003163927,61.3,PLTZERO
370522:9059,247:247,07/12/23 01:13:12,STABLE BEAMS,6800,21111.148903436,8282.385857705,61.2,PLTZERO
370522:9059,248:248,07/12/23 01:13:36,STABLE BEAMS,6800,21096.630840110,20234.855898424,61.2,PLTZERO
370522:9059,249:249,07/12/23 01:13:59,STABLE BEAMS,6800,21073.989458425,20004.247826398,61.1,PLTZERO
370522:9059,250:250,07/12/23 01:14:22,STABLE BEAMS,6800,21040.066449703,20274.087058568,61.0,PLTZERO
370522:9059,251:251,07/12/23 01:14:46,STABLE BEAMS,6800,21025.935118053,20243.887585364,61.0,PLTZERO
370522:9059,252:252,07/12/23 01:15:09,STABLE BEAMS,6800,21033.101373177,20243.731089504,61.0,PLTZERO
370522:9059,253:253,07/12/23 01:15:32,STABLE BEAMS,6800,21010.350612836,20231.867471868,61.0,PLTZERO
370522:9059,254:254,07/12/23 01:15:55,STABLE BEAMS,6800,20977.665926750,20196.554268245,60.9,PLTZERO
370522:9059,255:255,07/12/23 01:16:19,STABLE BEAMS,6800,20984.084109998,20215.517059519,60.9,PLTZERO
370522:9059,256:256,07/12/23 01:16:42,STABLE BEAMS,6800,21001.438205605,20193.762060340,60.9,PLTZERO
370522:9059,257:257,07/12/23 01:17:05,STABLE BEAMS,6800,20991.906637056,20239.555431874,60.9,PLTZERO
370522:9059,258:258,07/12/23 01:17:29,STABLE BEAMS,6800,20982.709064044,20218.379218274,60.9,PLTZERO
370522:9059,259:259,07/12/23 01:17:52,STABLE BEAMS,6800,20962.796289175,20209.929283829,60.8,PLTZERO
370522:9059,260:260,07/12/23 01:18:15,STABLE BEAMS,6800,20948.295804562,20190.871299691,60.8,PLTZERO
370522:9059,261:261,07/12/23 01:18:39,STABLE BEAMS,6800,20951.499036615,20201.743305347,60.8,PLTZERO
370522:9059,262:262,07/12/23 01:19:02,STABLE BEAMS,6800,20928.310761653,20145.506962612,60.7,PLTZERO
370522:9059,263:263,07/12/23 01:19:25,STABLE BEAMS,6800,20916.097462854,20201.287004304,60.7,PLTZERO
370522:9059,264:264,07/12/23 01:19:49,STABLE BEAMS,6800,20902.448569202,20163.184489101,60.6,PLTZERO
370522:9059,265:265,07/12/23 01:20:12,STABLE BEAMS,6800,20858.099430784,20129.919540150,60.5,PLTZERO
370522:9059,266:266,07/12/23 01:20:35,STABLE BEAMS,6800,20862.107377231,20117.652032201,60.5,PLTZERO
370522:9059,267:267,07/12/23 01:20:59,STABLE BEAMS,6800,20884.612035597,20155.421289719,60.6,PLTZERO
370522:9059,268:268,07/12/23 01:21:22,STABLE BEAMS,6800,20872.092085925,15946.199636131,60.6,PLTZERO
370522:9059,269:269,07/12/23 01:21:45,STABLE BEAMS,6800,20846.056059539,20137.369558732,60.5,PLTZERO
370522:9059,270:270,07/12/23 01:22:08,STABLE BEAMS,6800,20829.166823218,20093.140654815,60.4,PLTZERO
370522:9059,271:271,07/12/23 01:22:32,STABLE BEAMS,6800,20815.265968020,20053.892777143,60.4,PLTZERO
370522:9059,272:272,07/12/23 01:22:55,STABLE BEAMS,6800,20778.661229048,20076.357528330,60.3,PLTZERO
370522:9059,273:273,07/12/23 01:23:18,STABLE BEAMS,6800,20752.847866354,20009.787935244,60.2,PLTZERO
370522:9059,274:274,07/12/23 01:23:42,STABLE BEAMS,6800,20767.731176261,20065.353597219,60.3,PLTZERO
370522:9059,275:275,07/12/23 01:24:05,STABLE BEAMS,6800,20763.301340714,20041.226827547,60.2,PLTZERO
370522:9059,276:276,07/12/23 01:24:28,STABLE BEAMS,6800,20729.686936056,20019.352311903,60.1,PLTZERO
370522:9059,277:277,07/12/23 01:24:52,STABLE BEAMS,6800,20722.893740274,20005.326540355,60.1,PLTZERO
370522:9059,278:278,07/12/23 01:25:15,STABLE BEAMS,6800,20741.204899116,20021.220165514,60.2,PLTZERO
370522:9059,279:279,07/12/23 01:25:38,STABLE BEAMS,6800,20731.665517806,19992.583496146,60.1,PLTZERO
370522:9059,280:280,07/12/23 01:26:02,STABLE BEAMS,6800,20721.229622158,19983.573626946,60.1,PLTZERO
370522:9059,281:281,07/12/23 01:26:25,STABLE BEAMS,6800,20706.729137546,20022.174559523,60.1,PLTZERO
370522:9059,282:282,07/12/23 01:26:48,STABLE BEAMS,6800,20668.427076224,19872.297572185,60.0,PLTZERO
370522:9059,283:283,07/12/23 01:27:12,STABLE BEAMS,6800,20670.063849675,19994.511237710,60.0,PLTZERO
370522:9059,284:284,07/12/23 01:27:35,STABLE BEAMS,6800,20681.247817199,19973.719135362,60.0,PLTZERO
370522:9059,285:285,07/12/23 01:27:58,STABLE BEAMS,6800,20653.399230236,19950.576023794,59.9,PLTZERO
370522:9059,286:286,07/12/23 01:28:21,STABLE BEAMS,6800,20639.115549744,19940.409459821,59.9,PLTZERO
370522:9059,287:287,07/12/23 01:28:45,STABLE BEAMS,6800,20627.499927170,19931.420367079,59.8,PLTZERO
370522:9059,288:288,07/12/23 01:29:08,STABLE BEAMS,6800,20617.437090865,19895.091603171,59.8,PLTZERO
370522:9059,289:289,07/12/23 01:29:31,STABLE BEAMS,6800,20586.984901265,19899.811248595,59.7,PLTZERO
