#Data tag : 23v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
370749:9070,97:97,07/15/23 17:39:52,STABLE BEAMS,6800,13519.844417386,13121.429555289,39.2,PLTZERO
370749:9070,98:98,07/15/23 17:40:15,STABLE BEAMS,6800,13750.670491072,13152.779024950,39.9,PLTZERO
370749:9070,99:99,07/15/23 17:40:38,STABLE BEAMS,6800,13734.689488230,13313.220022166,39.8,PLTZERO
370749:9070,100:100,07/15/23 17:41:02,STABLE BEAMS,6800,13721.382402876,13094.864845063,39.8,PLTZERO
370749:9070,101:101,07/15/23 17:41:25,STABLE BEAMS,6800,13706.899496976,5586.597069683,39.8,PLTZERO
370749:9070,102:102,07/15/23 17:41:48,STABLE BEAMS,6800,13701.101451640,11798.064030997,39.7,PLTZERO
370749:9070,103:103,07/15/23 17:42:12,STABLE BEAMS,6800,13769.690657985,13336.343555572,39.9,PLTZERO
370749:9070,104:104,07/15/23 17:42:35,STABLE BEAMS,6800,14355.552034610,12400.484845103,41.6,PLTZERO
370749:9070,105:105,07/15/23 17:42:58,STABLE BEAMS,6800,14519.624900811,6291.236035940,42.1,PLTZERO
370749:9070,106:106,07/15/23 17:43:21,STABLE BEAMS,6800,14519.009645874,14141.271317332,42.1,PLTZERO
370749:9070,107:107,07/15/23 17:43:45,STABLE BEAMS,6800,14486.172610945,14123.854263055,42.0,PLTZERO
370749:9070,108:108,07/15/23 17:44:08,STABLE BEAMS,6800,14476.993593241,14096.109438464,42.0,PLTZERO
370749:9070,109:109,07/15/23 17:44:31,STABLE BEAMS,6800,14467.959111617,14073.323863477,42.0,PLTZERO
370749:9070,110:110,07/15/23 17:44:55,STABLE BEAMS,6800,14455.318064148,14096.949536797,41.9,PLTZERO
370749:9070,111:111,07/15/23 17:45:18,STABLE BEAMS,6800,15005.299335393,14575.401523794,43.5,PLTZERO
370749:9070,112:112,07/15/23 17:45:41,STABLE BEAMS,6800,15195.650423574,14729.448196345,44.1,PLTZERO
370749:9070,113:113,07/15/23 17:46:05,STABLE BEAMS,6800,15188.252715402,14763.863916618,44.1,PLTZERO
370749:9070,114:114,07/15/23 17:46:28,STABLE BEAMS,6800,15178.367619413,14567.128242272,44.0,PLTZERO
370749:9070,115:115,07/15/23 17:46:51,STABLE BEAMS,6800,15170.479660481,14727.091292597,44.0,PLTZERO
370749:9070,116:116,07/15/23 17:47:15,STABLE BEAMS,6800,15158.112059650,14719.813567267,44.0,PLTZERO
370749:9070,117:117,07/15/23 17:47:38,STABLE BEAMS,6800,15172.802980315,14734.650666382,44.0,PLTZERO
370749:9070,118:118,07/15/23 17:48:01,STABLE BEAMS,6800,15711.153003464,14887.973153738,45.6,PLTZERO
370749:9070,119:119,07/15/23 17:48:25,STABLE BEAMS,6800,15923.396424860,15152.896117882,46.2,PLTZERO
370749:9070,120:120,07/15/23 17:48:48,STABLE BEAMS,6800,15907.837311117,15374.143980134,46.2,PLTZERO
370749:9070,121:121,07/15/23 17:49:11,STABLE BEAMS,6800,15884.145113063,15115.949017291,46.1,PLTZERO
370749:9070,122:122,07/15/23 17:49:34,STABLE BEAMS,6800,15846.763004361,15422.725752381,46.0,PLTZERO
370749:9070,123:123,07/15/23 17:49:58,STABLE BEAMS,6800,15861.084772064,15105.942665721,46.0,PLTZERO
370749:9070,124:124,07/15/23 17:50:21,STABLE BEAMS,6800,15892.568246130,15483.024026878,46.1,PLTZERO
370749:9070,125:125,07/15/23 17:50:44,STABLE BEAMS,6800,16434.365650118,15715.422714502,47.7,PLTZERO
370749:9070,126:126,07/15/23 17:51:08,STABLE BEAMS,6800,16548.250315569,15866.876349298,48.0,PLTZERO
370749:9070,127:127,07/15/23 17:51:31,STABLE BEAMS,6800,16538.466785474,15816.206703007,48.0,PLTZERO
370749:9070,128:128,07/15/23 17:51:54,STABLE BEAMS,6800,16523.009237626,15793.664530159,47.9,PLTZERO
370749:9070,129:129,07/15/23 17:52:18,STABLE BEAMS,6800,16507.573174871,15711.548705353,47.9,PLTZERO
370749:9070,130:130,07/15/23 17:52:41,STABLE BEAMS,6800,16491.422244475,15770.910229451,47.8,PLTZERO
370749:9070,131:131,07/15/23 17:53:04,STABLE BEAMS,6800,16633.688717834,16094.246966958,48.3,PLTZERO
370749:9070,132:132,07/15/23 17:53:28,STABLE BEAMS,6800,17200.328748948,16298.944628385,49.9,PLTZERO
370749:9070,133:133,07/15/23 17:53:51,STABLE BEAMS,6800,17223.032632722,16427.221958319,50.0,PLTZERO
370749:9070,134:134,07/15/23 17:54:14,STABLE BEAMS,6800,17218.071529419,16608.498375864,50.0,PLTZERO
370749:9070,135:135,07/15/23 17:54:37,STABLE BEAMS,6800,17209.469679442,16581.291541467,49.9,PLTZERO
370749:9070,136:136,07/15/23 17:55:01,STABLE BEAMS,6800,17188.681875329,16734.407047194,49.9,PLTZERO
370749:9070,137:137,07/15/23 17:55:24,STABLE BEAMS,6800,17172.466489654,16698.254880449,49.8,PLTZERO
370749:9070,138:138,07/15/23 17:55:47,STABLE BEAMS,6800,17461.108948714,16917.902893302,50.7,PLTZERO
370749:9070,139:139,07/15/23 17:56:11,STABLE BEAMS,6800,18058.333986367,17473.121715834,52.4,PLTZERO
370749:9070,140:140,07/15/23 17:56:34,STABLE BEAMS,6800,18062.353651956,17143.491014805,52.4,PLTZERO
370749:9070,141:141,07/15/23 17:56:57,STABLE BEAMS,6800,18072.641105143,17463.195935860,52.4,PLTZERO
370749:9070,142:142,07/15/23 17:57:21,STABLE BEAMS,6800,18077.846357230,17151.928163743,52.4,PLTZERO
370749:9070,143:143,07/15/23 17:57:44,STABLE BEAMS,6800,18074.879461200,17489.767582546,52.4,PLTZERO
370749:9070,144:144,07/15/23 17:58:07,STABLE BEAMS,6800,18086.938457967,17267.631150770,52.5,PLTZERO
370749:9070,145:145,07/15/23 17:58:31,STABLE BEAMS,6800,18647.263824917,17702.530447417,54.1,PLTZERO
370749:9070,146:146,07/15/23 17:58:54,STABLE BEAMS,6800,19043.140336537,18017.654623556,55.2,PLTZERO
370749:9070,147:147,07/15/23 17:59:17,STABLE BEAMS,6800,18823.013839186,18101.127819576,54.6,PLTZERO
370749:9070,148:148,07/15/23 17:59:41,STABLE BEAMS,6800,18663.117870391,18053.970269912,54.1,PLTZERO
370749:9070,149:149,07/15/23 18:00:04,STABLE BEAMS,6800,18221.140208674,17320.787912413,52.9,PLTZERO
370749:9070,150:150,07/15/23 18:00:27,STABLE BEAMS,6800,17457.374448905,16953.281952557,50.6,PLTZERO
370749:9070,151:151,07/15/23 18:00:50,STABLE BEAMS,6800,18257.852373111,17759.980999791,53.0,PLTZERO
370749:9070,152:152,07/15/23 18:01:14,STABLE BEAMS,6800,18933.441357848,18074.240307371,54.9,PLTZERO
370749:9070,153:153,07/15/23 18:01:37,STABLE BEAMS,6800,19078.963799398,18462.340640399,55.4,PLTZERO
370749:9070,154:154,07/15/23 18:02:00,STABLE BEAMS,6800,19069.740834913,18090.179565955,55.3,PLTZERO
370749:9070,155:155,07/15/23 18:02:24,STABLE BEAMS,6800,19061.115546652,18347.145818059,55.3,PLTZERO
370749:9070,156:156,07/15/23 18:02:47,STABLE BEAMS,6800,19142.366308964,18356.572205411,55.5,PLTZERO
370749:9070,157:157,07/15/23 18:03:10,STABLE BEAMS,6800,19307.852308330,18496.169370980,56.0,PLTZERO
370749:9070,158:158,07/15/23 18:03:34,STABLE BEAMS,6800,19301.637256870,18415.409554213,56.0,PLTZERO
370749:9070,159:159,07/15/23 18:03:57,STABLE BEAMS,6800,17771.287283763,17353.635962832,51.6,PLTZERO
370749:9070,160:160,07/15/23 18:04:20,STABLE BEAMS,6800,17321.375763143,16908.926782726,50.3,PLTZERO
370749:9070,161:161,07/15/23 18:04:44,STABLE BEAMS,6800,17319.643283368,16960.699794534,50.2,PLTZERO
370749:9070,162:162,07/15/23 18:05:07,STABLE BEAMS,6800,17312.277802835,16924.547416126,50.2,PLTZERO
370749:9070,163:163,07/15/23 18:05:30,STABLE BEAMS,6800,17297.769505462,16917.564810294,50.2,PLTZERO
370749:9070,164:164,07/15/23 18:05:54,STABLE BEAMS,6800,17286.282793445,16877.885034500,50.2,PLTZERO
370749:9070,165:165,07/15/23 18:06:17,STABLE BEAMS,6800,17263.625786238,16883.357025610,50.1,PLTZERO
370749:9070,166:166,07/15/23 18:06:40,STABLE BEAMS,6800,17214.993301544,16860.178677708,49.9,PLTZERO
370749:9070,167:167,07/15/23 18:07:03,STABLE BEAMS,6800,17328.366231143,16943.226928041,50.3,PLTZERO
370749:9070,168:168,07/15/23 18:07:27,STABLE BEAMS,6800,17930.794567693,17501.754704050,52.0,PLTZERO
370749:9070,169:169,07/15/23 18:07:50,STABLE BEAMS,6800,18109.159903742,17675.353989829,52.5,PLTZERO
370749:9070,170:170,07/15/23 18:08:13,STABLE BEAMS,6800,18051.593526723,17596.354845714,52.4,PLTZERO
370749:9070,171:171,07/15/23 18:08:37,STABLE BEAMS,6800,18058.556650059,17616.229896546,52.4,PLTZERO
370749:9070,172:172,07/15/23 18:09:00,STABLE BEAMS,6800,18074.473197622,17662.235856828,52.4,PLTZERO
370749:9070,173:173,07/15/23 18:09:23,STABLE BEAMS,6800,18058.490241590,17618.640529992,52.4,PLTZERO
370749:9070,174:174,07/15/23 18:09:47,STABLE BEAMS,6800,17962.324918326,7936.449962142,52.1,PLTZERO
370749:9070,175:175,07/15/23 18:10:10,STABLE BEAMS,6800,18025.575079050,17313.891182088,52.3,PLTZERO
370749:9070,176:176,07/15/23 18:10:33,STABLE BEAMS,6800,18312.070981997,17849.814852438,53.1,PLTZERO
370749:9070,177:177,07/15/23 18:10:57,STABLE BEAMS,6800,18405.259643278,17938.223656366,53.4,PLTZERO
370749:9070,178:178,07/15/23 18:11:20,STABLE BEAMS,6800,18443.061687890,17742.613485117,53.5,PLTZERO
370749:9070,179:179,07/15/23 18:11:43,STABLE BEAMS,6800,18420.211314845,17964.881153194,53.4,PLTZERO
370749:9070,180:180,07/15/23 18:12:06,STABLE BEAMS,6800,18393.229944365,14063.835429100,53.4,PLTZERO
370749:9070,181:181,07/15/23 18:12:30,STABLE BEAMS,6800,18387.661398887,17424.782375578,53.3,PLTZERO
370749:9070,182:182,07/15/23 18:12:53,STABLE BEAMS,6800,18363.283631046,17894.312938923,53.3,PLTZERO
370749:9070,183:183,07/15/23 18:13:16,STABLE BEAMS,6800,18387.364513965,17927.765160876,53.3,PLTZERO
370749:9070,184:184,07/15/23 18:13:40,STABLE BEAMS,6800,18849.635822655,18321.979141142,54.7,PLTZERO
370749:9070,185:185,07/15/23 18:14:03,STABLE BEAMS,6800,19051.642573811,13264.243239733,55.3,PLTZERO
370749:9070,186:186,07/15/23 18:14:26,STABLE BEAMS,6800,19016.823050752,18513.684468545,55.2,PLTZERO
370749:9070,187:187,07/15/23 18:14:50,STABLE BEAMS,6800,19018.213722229,18436.340865719,55.2,PLTZERO
370749:9070,188:188,07/15/23 18:15:13,STABLE BEAMS,6800,18999.726776262,18503.422317656,55.1,PLTZERO
370749:9070,189:189,07/15/23 18:15:36,STABLE BEAMS,6800,19062.375354380,18445.091617054,55.3,PLTZERO
370749:9070,190:190,07/15/23 18:16:00,STABLE BEAMS,6800,20126.602327573,18833.791734240,58.4,PLTZERO
370749:9070,191:191,07/15/23 18:16:23,STABLE BEAMS,6800,20759.990683195,14390.413946448,60.2,PLTZERO
370749:9070,192:192,07/15/23 18:16:46,STABLE BEAMS,6800,20724.141828861,19714.432565401,60.1,PLTZERO
370749:9070,193:193,07/15/23 18:17:09,STABLE BEAMS,6800,20720.672962930,19755.533699197,60.1,PLTZERO
370749:9070,194:194,07/15/23 18:17:33,STABLE BEAMS,6800,20670.315811221,19892.454573943,60.0,PLTZERO
370749:9070,195:195,07/15/23 18:17:56,STABLE BEAMS,6800,20843.139946456,19798.422221534,60.5,PLTZERO
370749:9070,196:196,07/15/23 18:18:19,STABLE BEAMS,6800,20907.470221403,20120.736230709,60.7,PLTZERO
370749:9070,197:197,07/15/23 18:18:43,STABLE BEAMS,6800,20870.459218853,19793.999326156,60.5,PLTZERO
370749:9070,198:198,07/15/23 18:19:06,STABLE BEAMS,6800,20848.540517571,20059.989606511,60.5,PLTZERO
370749:9070,199:199,07/15/23 18:19:29,STABLE BEAMS,6800,20828.457815148,20062.180669818,60.4,PLTZERO
370749:9070,200:200,07/15/23 18:19:53,STABLE BEAMS,6800,20819.201646427,19759.936100713,60.4,PLTZERO
370749:9070,201:201,07/15/23 18:20:16,STABLE BEAMS,6800,20818.486778786,19820.692181565,60.4,PLTZERO
370749:9070,202:202,07/15/23 18:20:39,STABLE BEAMS,6800,20808.058695900,19812.916597402,60.4,PLTZERO
370749:9070,203:203,07/15/23 18:21:03,STABLE BEAMS,6800,20793.462504964,20026.166489858,60.3,PLTZERO
370749:9070,204:204,07/15/23 18:21:26,STABLE BEAMS,6800,20782.069546081,20013.749220133,60.3,PLTZERO
370749:9070,205:205,07/15/23 18:21:49,STABLE BEAMS,6800,20752.416211303,19979.609403575,60.2,PLTZERO
370749:9070,206:206,07/15/23 18:22:13,STABLE BEAMS,6800,21303.817451880,20439.873270594,61.8,PLTZERO
370749:9070,207:207,07/15/23 18:22:36,STABLE BEAMS,6800,21896.825551726,20817.718442322,63.5,PLTZERO
370749:9070,208:208,07/15/23 18:22:59,STABLE BEAMS,6800,21587.672641573,20393.094968131,62.6,PLTZERO
370749:9070,209:209,07/15/23 18:23:23,STABLE BEAMS,6800,20974.552541449,20196.143044370,60.9,PLTZERO
370749:9070,210:210,07/15/23 18:23:46,STABLE BEAMS,6800,20954.604609155,20182.527001554,60.8,PLTZERO
370749:9070,211:211,07/15/23 18:24:09,STABLE BEAMS,6800,20942.479203919,13853.690429980,60.8,PLTZERO
370749:9070,212:212,07/15/23 18:24:32,STABLE BEAMS,6800,20921.888672024,12450.918678579,60.7,PLTZERO
370749:9070,213:213,07/15/23 18:24:56,STABLE BEAMS,6800,20917.538917278,20161.945878226,60.7,PLTZERO
370749:9070,214:214,07/15/23 18:25:19,STABLE BEAMS,6800,20912.780945764,20135.029917531,60.7,PLTZERO
370749:9070,215:215,07/15/23 18:25:42,STABLE BEAMS,6800,20909.835534828,20113.797380153,60.7,PLTZERO
370749:9070,216:216,07/15/23 18:26:06,STABLE BEAMS,6800,20874.891007591,20115.526542508,60.6,PLTZERO
370749:9070,217:217,07/15/23 18:26:29,STABLE BEAMS,6800,20846.423259311,20082.648760659,60.5,PLTZERO
370749:9070,218:218,07/15/23 18:26:52,STABLE BEAMS,6800,20838.422991938,20113.230180541,60.5,PLTZERO
370749:9070,219:219,07/15/23 18:27:16,STABLE BEAMS,6800,20847.647909614,20059.580742072,60.5,PLTZERO
370749:9070,220:220,07/15/23 18:27:39,STABLE BEAMS,6800,20834.721696364,20108.678807584,60.4,PLTZERO
370749:9070,221:221,07/15/23 18:28:02,STABLE BEAMS,6800,20808.293078733,20060.569477975,60.4,PLTZERO
370749:9070,222:222,07/15/23 18:28:26,STABLE BEAMS,6800,20795.173499646,20018.565590898,60.3,PLTZERO
370749:9070,223:223,07/15/23 18:28:49,STABLE BEAMS,6800,20761.193848406,20002.637410726,60.2,PLTZERO
370749:9070,224:224,07/15/23 18:29:12,STABLE BEAMS,6800,20729.731859432,20026.395303652,60.1,PLTZERO
370749:9070,225:225,07/15/23 18:29:35,STABLE BEAMS,6800,20717.959981636,19952.200907250,60.1,PLTZERO
370749:9070,226:226,07/15/23 18:29:59,STABLE BEAMS,6800,20705.520112765,20009.163495936,60.1,PLTZERO
370749:9070,227:227,07/15/23 18:30:22,STABLE BEAMS,6800,20696.828416034,19954.283819867,60.0,PLTZERO
370749:9070,228:228,07/15/23 18:30:45,STABLE BEAMS,6800,20890.995061420,20145.872703756,60.6,PLTZERO
370749:9070,229:229,07/15/23 18:31:09,STABLE BEAMS,6800,20972.634508597,20201.341333740,60.8,PLTZERO
370749:9070,230:230,07/15/23 18:31:32,STABLE BEAMS,6800,20983.812616550,20197.475797357,60.9,PLTZERO
370749:9070,231:231,07/15/23 18:31:55,STABLE BEAMS,6800,20978.851513247,20183.300053089,60.9,PLTZERO
370749:9070,232:232,07/15/23 18:32:19,STABLE BEAMS,6800,20957.915266674,19721.211348527,60.8,PLTZERO
370749:9070,233:233,07/15/23 18:32:42,STABLE BEAMS,6800,20944.752717400,19497.177086359,60.8,PLTZERO
370749:9070,234:234,07/15/23 18:33:05,STABLE BEAMS,6800,20928.609599765,19468.892646603,60.7,PLTZERO
370749:9070,235:235,07/15/23 18:33:29,STABLE BEAMS,6800,20906.513158167,19878.842665678,60.7,PLTZERO
370749:9070,236:236,07/15/23 18:33:52,STABLE BEAMS,6800,20865.136775350,19826.106029999,60.5,PLTZERO
370749:9070,237:237,07/15/23 18:34:15,STABLE BEAMS,6800,20860.972573680,19884.110689528,60.5,PLTZERO
370749:9070,238:238,07/15/23 18:34:39,STABLE BEAMS,6800,20819.439935641,19877.713587110,60.4,PLTZERO
370749:9070,239:239,07/15/23 18:35:02,STABLE BEAMS,6800,20812.642833479,20070.583419053,60.4,PLTZERO
370749:9070,240:240,07/15/23 18:35:25,STABLE BEAMS,6800,20813.002220490,20048.178043364,60.4,PLTZERO
370749:9070,241:241,07/15/23 18:35:48,STABLE BEAMS,6800,20801.765516829,20065.416427885,60.3,PLTZERO
370749:9070,242:242,07/15/23 18:36:12,STABLE BEAMS,6800,20791.679242241,20091.791696741,60.3,PLTZERO
370749:9070,243:243,07/15/23 18:36:35,STABLE BEAMS,6800,20769.502719842,20004.785606324,60.3,PLTZERO
370749:9070,244:244,07/15/23 18:36:58,STABLE BEAMS,6800,20728.393924093,19749.433236693,60.1,PLTZERO
370749:9070,245:245,07/15/23 18:37:22,STABLE BEAMS,6800,20699.428112292,19681.586675595,60.1,PLTZERO
370749:9070,246:246,07/15/23 18:37:45,STABLE BEAMS,6800,20862.441372768,20139.757792066,60.5,PLTZERO
370749:9070,247:247,07/15/23 18:38:08,STABLE BEAMS,6800,20963.974062911,20165.700306072,60.8,PLTZERO
370749:9070,248:248,07/15/23 18:38:32,STABLE BEAMS,6800,20951.915066144,20209.503498689,60.8,PLTZERO
370749:9070,249:249,07/15/23 18:38:55,STABLE BEAMS,6800,20946.311363241,20174.526993432,60.8,PLTZERO
370749:9070,250:250,07/15/23 18:39:18,STABLE BEAMS,6800,20935.236774373,20153.383068728,60.7,PLTZERO
370749:9070,251:251,07/15/23 18:39:42,STABLE BEAMS,6800,20933.291396858,20128.861549096,60.7,PLTZERO
370749:9070,252:252,07/15/23 18:40:05,STABLE BEAMS,6800,20917.785019253,20172.376514229,60.7,PLTZERO
370749:9070,253:253,07/15/23 18:40:28,STABLE BEAMS,6800,20896.715955740,20029.225455023,60.6,PLTZERO
370749:9070,254:254,07/15/23 18:40:51,STABLE BEAMS,6800,20870.480703946,19580.422919971,60.5,PLTZERO
370749:9070,255:255,07/15/23 18:41:15,STABLE BEAMS,6800,20856.638444457,20095.272787979,60.5,PLTZERO
370749:9070,256:256,07/15/23 18:41:38,STABLE BEAMS,6800,20846.165438194,20080.097670087,60.5,PLTZERO
370749:9070,257:257,07/15/23 18:42:01,STABLE BEAMS,6800,20824.527996311,20068.342869920,60.4,PLTZERO
370749:9070,258:258,07/15/23 18:42:25,STABLE BEAMS,6800,20800.978381148,20027.834290669,60.3,PLTZERO
370749:9070,259:259,07/15/23 18:42:48,STABLE BEAMS,6800,20784.762995472,20047.233578832,60.3,PLTZERO
370749:9070,260:260,07/15/23 18:43:11,STABLE BEAMS,6800,20760.728989120,20050.684957475,60.2,PLTZERO
370749:9070,261:261,07/15/23 18:43:35,STABLE BEAMS,6800,20725.387964257,19988.790621223,60.1,PLTZERO
370749:9070,262:262,07/15/23 18:43:58,STABLE BEAMS,6800,20829.686371832,20078.298585528,60.4,PLTZERO
370749:9070,263:263,07/15/23 18:44:21,STABLE BEAMS,6800,20959.011006419,20122.229798627,60.8,PLTZERO
370749:9070,264:264,07/15/23 18:44:45,STABLE BEAMS,6800,20943.203837511,20197.903938689,60.8,PLTZERO
370749:9070,265:265,07/15/23 18:45:08,STABLE BEAMS,6800,20939.383397330,20140.800268364,60.7,PLTZERO
370749:9070,266:266,07/15/23 18:45:31,STABLE BEAMS,6800,20924.789159584,20174.194351599,60.7,PLTZERO
370749:9070,267:267,07/15/23 18:45:55,STABLE BEAMS,6800,20915.089616671,20114.372819427,60.7,PLTZERO
370749:9070,268:268,07/15/23 18:46:18,STABLE BEAMS,6800,20895.751079744,20162.225018403,60.6,PLTZERO
370749:9070,269:269,07/15/23 18:46:41,STABLE BEAMS,6800,20882.053356335,20096.428256869,60.6,PLTZERO
370749:9070,270:270,07/15/23 18:47:04,STABLE BEAMS,6800,20877.309057153,20118.686868693,60.6,PLTZERO
370749:9070,271:271,07/15/23 18:47:28,STABLE BEAMS,6800,20874.576543956,20116.919703355,60.6,PLTZERO
370749:9070,272:272,07/15/23 18:47:51,STABLE BEAMS,6800,20855.671615270,20082.214007257,60.5,PLTZERO
370749:9070,273:273,07/15/23 18:48:14,STABLE BEAMS,6800,20854.542671290,20124.745391794,60.5,PLTZERO
370749:9070,274:274,07/15/23 18:48:38,STABLE BEAMS,6800,20826.338603698,20066.954261169,60.4,PLTZERO
370749:9070,275:275,07/15/23 18:49:01,STABLE BEAMS,6800,20809.916179853,20038.974187247,60.4,PLTZERO
370749:9070,276:276,07/15/23 18:49:24,STABLE BEAMS,6800,20787.444725722,20026.671617554,60.3,PLTZERO
370749:9070,277:277,07/15/23 18:49:48,STABLE BEAMS,6800,20772.180543711,20006.365286283,60.3,PLTZERO
370749:9070,278:278,07/15/23 18:50:11,STABLE BEAMS,6800,20746.289053406,20011.154223028,60.2,PLTZERO
370749:9070,279:279,07/15/23 18:50:34,STABLE BEAMS,6800,20731.380352025,20031.621014922,60.1,PLTZERO
370749:9070,280:280,07/15/23 18:50:58,STABLE BEAMS,6800,20736.519195643,19935.670367836,60.2,PLTZERO
370749:9070,281:281,07/15/23 18:51:21,STABLE BEAMS,6800,20723.563684539,19999.201884191,60.1,PLTZERO
370749:9070,282:282,07/15/23 18:51:44,STABLE BEAMS,6800,20794.874661534,20052.656271315,60.3,PLTZERO
370749:9070,283:283,07/15/23 18:52:08,STABLE BEAMS,6800,20918.800678197,20160.075309179,60.7,PLTZERO
370749:9070,284:284,07/15/23 18:52:31,STABLE BEAMS,6800,20870.802980342,20146.397132289,60.5,PLTZERO
370749:9070,285:285,07/15/23 18:52:54,STABLE BEAMS,6800,20863.275385016,20089.132561601,60.5,PLTZERO
370749:9070,286:286,07/15/23 18:53:17,STABLE BEAMS,6800,20861.216722465,20134.123868036,60.5,PLTZERO
370749:9070,287:287,07/15/23 18:53:41,STABLE BEAMS,6800,20849.554223324,20117.498169239,60.5,PLTZERO
370749:9070,288:288,07/15/23 18:54:04,STABLE BEAMS,6800,20828.457815148,20061.731179062,60.4,PLTZERO
370749:9070,289:289,07/15/23 18:54:27,STABLE BEAMS,6800,20815.308938206,20088.958518565,60.4,PLTZERO
