fill,h,t1,t2,mean_lumi,mean_sbil
8730,0,1683437400,1683437699,5551.169146359538,5551.169146359538
8730,1,1683437700,1683437999,6049.852917462538,6049.852917462538
8730,2,1683438000,1683438299,6430.9659774486145,6430.9659774486145
8730,3,1683438300,1683438599,6818.542494632333,6818.542494632333
8730,4,1683438600,1683438899,7242.185884755077,7242.185884755077
8730,5,1683438900,1683439199,7687.173487810693,7687.173487810693
8730,6,1683439200,1683439499,8162.489966549847,8162.489966549847
8730,7,1683439500,1683439799,8554.77170658923,8554.77170658923
8730,8,1683439800,1683440099,9075.470223350769,9075.470223350769
8730,9,1683440100,1683440399,9604.673606680462,9604.673606680462
8730,10,1683440400,1683440699,9786.744670543385,9786.744670543385
8730,11,1683440700,1683440999,9719.717659587,9719.717659587
8730,12,1683441000,1683441299,9476.936615297152,9476.936615297152
8730,13,1683441300,1683441599,9462.90917834477,9462.90917834477
8730,14,1683441600,1683441899,9568.669924455078,9568.669924455078
8730,15,1683441900,1683442199,9539.36245460146,9539.36245460146
8730,16,1683442200,1683442499,9463.982155910846,9463.982155910846
8730,17,1683442500,1683442799,9548.044911239309,9548.044911239309
8730,18,1683442800,1683443099,9531.4546945775,9531.4546945775
8730,19,1683443100,1683443399,9489.350792203693,9489.350792203693
8730,20,1683443400,1683443699,9475.739084289538,9475.739084289538
8730,21,1683443700,1683443999,9461.491081715643,9461.491081715643
8730,22,1683444000,1683444299,9474.752685638583,9474.752685638583
8730,23,1683444300,1683444599,9576.916744538463,9576.916744538463
8730,24,1683444600,1683444899,9533.842513512001,9533.842513512001
8730,25,1683444900,1683445199,9493.81961643354,9493.81961643354
8730,26,1683445200,1683445499,9504.137193823923,9504.137193823923
8730,27,1683445500,1683445799,9482.603195902846,9482.603195902846
8730,28,1683445800,1683446099,9495.644497133539,9495.644497133539
8730,29,1683446100,1683446399,9455.994058416232,9455.994058416232
8730,30,1683446400,1683446699,9525.955650119751,9525.955650119751
8730,31,1683446700,1683446999,9492.181791264153,9492.181791264153
8730,32,1683447000,1683447299,9416.800816469231,9416.800816469231
8730,33,1683447300,1683447599,9459.103086600231,9459.103086600231
8730,34,1683447600,1683447899,9440.12844404577,9440.12844404577
8730,35,1683447900,1683448199,9433.14315951269,9433.14315951269
8730,36,1683448200,1683448499,9431.898301202229,9431.898301202229
8730,37,1683448500,1683448799,9446.855268919417,9446.855268919417
8730,38,1683448800,1683449099,9575.701108959538,9575.701108959538
8730,39,1683449100,1683449399,9454.169553330077,9454.169553330077
8730,40,1683449400,1683449699,9465.578513348384,9465.578513348384
8730,41,1683449700,1683449999,9443.075207191385,9443.075207191385
8730,42,1683450000,1683450299,9453.92698212223,9453.92698212223
8730,43,1683450300,1683450599,9431.32781939608,9431.32781939608
8730,44,1683450600,1683450899,9421.980827328076,9421.980827328076
8730,45,1683450900,1683451199,9422.057972083583,9422.057972083583
8730,46,1683451200,1683451499,9412.878059167,9412.878059167
8730,47,1683451500,1683451799,9393.701411664153,9393.701411664153
8730,48,1683451800,1683452099,9361.557533915922,9361.557533915922
8730,49,1683452100,1683452399,9304.597171741385,9304.597171741385
8730,50,1683452400,1683452699,9241.843046225154,9241.843046225154
8730,51,1683452700,1683452999,9194.411998919,9194.411998919
8730,52,1683453000,1683453299,9125.549721549307,9125.549721549307
8730,53,1683453300,1683453599,9072.273332905415,9072.273332905415
8730,54,1683453600,1683453899,8998.299675526463,8998.299675526463
8730,55,1683453900,1683454199,8952.664286188538,8952.664286188538
8730,56,1683454200,1683454499,8886.995399798154,8886.995399798154
8730,57,1683454500,1683454799,8824.627104484385,8824.627104484385
8730,58,1683454800,1683455099,8759.273508078231,8759.273508078231
8730,59,1683455100,1683455399,8718.639337566154,8718.639337566154
8730,60,1683455400,1683455699,8653.709865160166,8653.709865160166
8730,61,1683455700,1683455999,8583.577657277845,8583.577657277845
8730,62,1683456000,1683456299,8543.869073588463,8543.869073588463
8730,63,1683456300,1683456599,8494.411666493077,8494.411666493077
8730,64,1683456600,1683456899,8417.017853995769,8417.017853995769
8730,65,1683456900,1683457199,8389.335738943077,8389.335738943077
8730,66,1683457200,1683457499,8315.389532651692,8315.389532651692
8730,67,1683457500,1683457799,8276.154747850076,8276.154747850076
8730,68,1683457800,1683458099,8225.922944631417,8225.922944631417
8730,69,1683458100,1683458399,8163.507390877306,8163.507390877306
8730,70,1683458400,1683458699,8120.295760427078,8120.295760427078
8730,71,1683458700,1683458999,8056.863314464616,8056.863314464616
8730,72,1683459000,1683459299,8024.040778217999,8024.040778217999
8730,73,1683459300,1683459599,7980.301448340846,7980.301448340846
8730,74,1683459600,1683459899,7925.615951856923,7925.615951856923
8730,75,1683459900,1683460199,7885.381171194772,7885.381171194772
8730,76,1683460200,1683460499,7837.926619872833,7837.926619872833
8730,77,1683460500,1683460799,7798.367783901768,7798.367783901768
8730,78,1683460800,1683461099,7736.968759262538,7736.968759262538
8730,79,1683461100,1683461399,7698.335481943154,7698.335481943154
8730,80,1683461400,1683461699,7656.643583773615,7656.643583773615
8730,81,1683461700,1683461999,7613.633056799308,7613.633056799308
8730,82,1683462000,1683462299,7565.626907640692,7565.626907640692
8730,83,1683462300,1683462599,7514.583985817667,7514.583985817667
8730,84,1683462600,1683462899,7483.585816932385,7483.585816932385
8730,85,1683462900,1683463199,7422.373735139462,7422.373735139462
8730,86,1683463200,1683463499,7399.618805488923,7399.618805488923
8730,87,1683463500,1683463799,7346.278606369154,7346.278606369154
8730,88,1683463800,1683464099,7310.236761810539,7310.236761810539
8730,89,1683464100,1683464399,7257.929349610692,7257.929349610692
8730,90,1683464400,1683464699,7188.925127893846,7188.925127893846
8730,91,1683464700,1683464999,7185.039565719832,7185.039565719832
8730,92,1683465000,1683465299,7136.764129842153,7136.764129842153
8730,93,1683465300,1683465599,7074.852768368846,7074.852768368846
8730,94,1683465600,1683465899,7062.064067226924,7062.064067226924
8730,95,1683465900,1683466199,7018.059441524461,7018.059441524461
8730,96,1683466200,1683466499,6980.082811751692,6980.082811751692
8730,97,1683466500,1683466799,6884.5629803132315,6884.5629803132315
8730,98,1683466800,1683467099,6887.3743441775,6887.3743441775
8730,99,1683467100,1683467399,6710.787716536307,6710.787716536307
8730,100,1683467400,1683467699,6653.222165866847,6653.222165866847
8730,101,1683467700,1683467999,6599.867017329385,6599.867017329385
8730,102,1683468000,1683468299,6569.956237048615,6569.956237048615
8730,103,1683468300,1683468599,6520.378258014923,6520.378258014923
8730,104,1683468600,1683468899,6502.977699016616,6502.977699016616
8730,105,1683468900,1683469199,6470.501553553076,6470.501553553076
8730,106,1683469200,1683469499,6440.672077947667,6440.672077947667
8730,107,1683469500,1683469799,6406.886221370384,6406.886221370384
8730,108,1683469800,1683470099,6379.323175801999,6379.323175801999
8730,109,1683470100,1683470399,6319.342355110308,6319.342355110308
8730,110,1683470400,1683470699,6267.207612443307,6267.207612443307
8730,111,1683470700,1683470999,6201.223210700539,6201.223210700539
8730,112,1683471000,1683471299,6160.339445007847,6160.339445007847
8730,113,1683471300,1683471599,6143.065279957076,6143.065279957076
8730,114,1683471600,1683471899,6111.104016109417,6111.104016109417
8730,115,1683471900,1683472199,6086.028931168615,6086.028931168615
8730,116,1683472200,1683472499,6061.600267696384,6061.600267696384
8730,117,1683472500,1683472799,6025.247828322615,6025.247828322615
8730,118,1683472800,1683473099,5995.761754242847,5995.761754242847
8730,119,1683473100,1683473399,5976.30610102123,5976.30610102123
8730,120,1683473400,1683473699,5956.870054825307,5956.870054825307
8730,121,1683473700,1683473999,5906.533539949417,5906.533539949417
8730,122,1683474000,1683474299,5857.632325695923,5857.632325695923
8730,123,1683474300,1683474599,5840.019620184307,5840.019620184307
8730,124,1683474600,1683474899,5814.732379340307,5814.732379340307
8730,125,1683474900,1683475199,5777.370140593461,5777.370140593461
8730,126,1683475200,1683475499,5761.932575384,5761.932575384
8730,127,1683475500,1683475799,5694.577860417077,5694.577860417077
8730,128,1683475800,1683476099,5662.904401034693,5662.904401034693
8730,129,1683476100,1683476399,5637.873234704167,5637.873234704167
8730,130,1683476400,1683476699,5615.67753723477,5615.67753723477
8730,131,1683476700,1683476999,4700.2816254079235,4700.2816254079235
8730,132,1683477000,1683477299,2846.104155975,2846.104155975
