fill,channel,h,t1,t2,ntracks_time,BSZ_x,BSZ_x_std,BSZ_y,BSZ_y_std
8730,0,0,1683437400,1683437699,12887,0.04212019219994545,1.9917598962783813,-0.12663450837135315,1.981971263885498
8730,1,0,1683437400,1683437699,9442,-0.0055127814412117004,2.3995184898376465,-0.293319433927536,2.3500776290893555
8730,2,0,1683437400,1683437699,12283,-0.16477985680103302,2.2182724475860596,0.1669626533985138,2.1059041023254395
8730,3,0,1683437400,1683437699,12844,0.012065240181982517,2.1272926330566406,0.13254638016223907,2.0803496837615967
8730,4,0,1683437400,1683437699,12114,0.1221177726984024,2.0851006507873535,0.010916528292000294,1.9504419565200806
8730,5,0,1683437400,1683437699,9284,-0.023053431883454323,2.193359136581421,-0.08659565448760986,2.1844112873077393
8730,7,0,1683437400,1683437699,6174,1.2722058296203613,3.064326047897339,0.33580923080444336,2.354421615600586
8730,8,0,1683437400,1683437699,19594,-0.08903162181377411,1.173872947692871,-0.17489969730377197,0.933986485004425
8730,9,0,1683437400,1683437699,13476,0.11247280985116959,0.8964682817459106,-0.054659947752952576,1.1725198030471802
8730,10,0,1683437400,1683437699,19271,0.1206788495182991,0.8797913789749146,0.10712048411369324,1.1549997329711914
8730,11,0,1683437400,1683437699,20668,-0.10468804091215134,1.1563372611999512,0.14300481975078583,0.916832447052002
8730,12,0,1683437400,1683437699,19658,0.12170657515525818,1.1899415254592896,0.1185414269566536,0.9125626683235168
8730,13,0,1683437400,1683437699,18711,-0.11763545125722885,0.9397730827331543,0.12753063440322876,1.2024476528167725
8730,14,0,1683437400,1683437699,17411,-0.17235974967479706,0.9291181564331055,-0.12577728927135468,1.2377616167068481
8730,15,0,1683437400,1683437699,17382,0.0982140526175499,1.2677510976791382,-0.1956632137298584,0.8949941396713257
8730,0,1,1683437700,1683437999,11399,0.04789194092154503,1.9609535932540894,-0.11416492611169815,1.9192681312561035
8730,1,1,1683437700,1683437999,8502,-0.011529019102454185,2.4984889030456543,-0.31231430172920227,2.3658251762390137
8730,2,1,1683437700,1683437999,11239,-0.19620411098003387,2.2535016536712646,0.13984040915966034,2.0561330318450928
