fill,channel,h,t1,t2,ntracks_time,BSZ_x,BSZ_x_std,BSZ_y,BSZ_y_std
9050,0,0,1688985300,1688985599,34078,-0.0805506706237793,1.1811926364898682,-0.008677317760884762,0.9361802339553833
9050,1,0,1688985300,1688985599,32737,-0.03691127896308899,0.9046266078948975,0.10146204382181168,1.1667203903198242
9050,2,0,1688985300,1688985599,31910,0.03521251678466797,0.9211839437484741,-0.0007376198191195726,1.1790571212768555
9050,3,0,1688985300,1688985599,30003,-0.12289714813232422,1.1978355646133423,-0.08340069651603699,0.9394981265068054
9050,4,0,1688985300,1688985599,25330,0.004449563566595316,1.3051515817642212,0.08773878961801529,0.9940000772476196
9050,5,0,1688985300,1688985599,18006,-0.02389579266309738,1.042489767074585,-0.0032721462193876505,1.370573878288269
9050,7,0,1688985300,1688985599,16728,0.004467325285077095,1.4432042837142944,-0.012859240174293518,1.0781173706054688
9050,8,0,1688985300,1688985599,34448,-0.06578896939754486,1.1892201900482178,-0.16752317547798157,0.9289451241493225
9050,9,0,1688985300,1688985599,22853,0.13551011681556702,0.9404308199882507,-0.027536537498235703,1.2344223260879517
9050,10,0,1688985300,1688985599,34117,0.10097457468509674,0.9445290565490723,-0.03884568437933922,1.2074960470199585
9050,11,0,1688985300,1688985599,36390,-0.06471435725688934,1.1757866144180298,0.131757915019989,0.9399207234382629
9050,12,0,1688985300,1688985599,34712,0.11145730316638947,1.2071607112884521,0.09369611740112305,0.918267011642456
9050,13,0,1688985300,1688985599,33687,-0.1134992316365242,0.9681193232536316,0.0942545160651207,1.2277662754058838
9050,14,0,1688985300,1688985599,31498,-0.13677850365638733,0.9432469606399536,-0.11199172586202621,1.2561496496200562
9050,15,0,1688985300,1688985599,32196,0.044502902776002884,1.250990629196167,-0.17853324115276337,0.9005417823791504
9050,0,1,1688985600,1688985899,38779,-0.07505463808774948,1.152829885482788,-0.012034747749567032,0.9238611459732056
9050,1,1,1688985600,1688985899,37035,-0.03447732329368591,0.93190997838974,0.09694184362888336,1.1726347208023071
9050,2,1,1688985600,1688985899,36449,0.039987560361623764,0.9273984432220459,0.006117674056440592,1.2005513906478882
