fill,channel,h,t1,t2,ntracks_time,BSZ_x,BSZ_x_std,BSZ_y,BSZ_y_std
9072,0,0,1689487500,1689487799,36230,-0.05110673978924751,1.1784816980361938,0.007415017578750849,0.9266314506530762
9072,1,0,1689487500,1689487799,35533,-0.01991443708539009,0.9195740818977356,0.10731054842472076,1.1835966110229492
9072,2,0,1689487500,1689487799,33455,0.061691682785749435,0.9297557473182678,-0.0003351407067384571,1.2074644565582275
9072,3,0,1689487500,1689487799,32975,-0.12721388041973114,1.2345646619796753,-0.10229852050542831,0.9697367548942566
9072,4,0,1689487500,1689487799,26297,-0.027198906987905502,1.3230899572372437,0.054047707468271255,1.0296595096588135
9072,5,0,1689487500,1689487799,18023,-0.02190396748483181,1.068062663078308,-0.0007954182219691575,1.3656560182571411
9072,7,0,1689487500,1689487799,18501,-0.09711858630180359,1.3749051094055176,-0.020695842802524567,1.0650686025619507
9072,8,0,1689487500,1689487799,37119,-0.07542094588279724,1.1984570026397705,-0.16135092079639435,0.9385645985603333
9072,9,0,1689487500,1689487799,27953,0.1127910241484642,0.9137330651283264,-0.046690698713064194,1.2097591161727905
9072,10,0,1689487500,1689487799,36567,0.11288068443536758,0.9675360918045044,0.0012615812011063099,1.2306373119354248
9072,11,0,1689487500,1689487799,38829,-0.06038448587059975,1.1854716539382935,0.11045720428228378,0.9396076798439026
9072,12,0,1689487500,1689487799,36049,0.18879090249538422,1.240968108177185,0.05361815541982651,0.9758334755897522
9072,13,0,1689487500,1689487799,37009,-0.09986740350723267,0.9471161365509033,0.08571062237024307,1.2009382247924805
9072,14,0,1689487500,1689487799,34200,-0.13699911534786224,0.9794129729270935,-0.08614695817232132,1.267160415649414
9072,15,0,1689487500,1689487799,34055,0.057095110416412354,1.2632193565368652,-0.17071540653705597,0.9226799607276917
9072,0,1,1689487800,1689488099,41288,-0.056095242500305176,1.1876990795135498,0.008352641016244888,0.9395105242729187
9072,1,1,1689487800,1689488099,39925,-0.010135622695088387,0.9377544522285461,0.1072993278503418,1.1990412473678589
9072,2,1,1689487800,1689488099,37934,0.059816841036081314,0.9304196834564209,-0.0023635667748749256,1.1965266466140747
