fill,channel,h,t1,t2,ntracks_time,BSZ_x,BSZ_x_std,BSZ_y,BSZ_y_std
9070,0,0,1689434700,1689434999,30522,-0.05556219071149826,1.1600278615951538,-0.012854574248194695,0.9344382286071777
9070,1,0,1689434700,1689434999,29055,-0.034030430018901825,0.9183551669120789,0.09485830366611481,1.1545273065567017
9070,2,0,1689434700,1689434999,27329,0.03810941055417061,0.9025959372520447,-0.007893248461186886,1.1799185276031494
9070,3,0,1689434700,1689434999,26872,-0.13728998601436615,1.2232511043548584,-0.09201718121767044,0.9309549927711487
9070,4,0,1689434700,1689434999,21476,0.004564452450722456,1.294907808303833,0.07657390087842941,0.9868635535240173
9070,5,0,1689434700,1689434999,16616,-0.013037135824561119,1.0138341188430786,0.0037804339081048965,1.3200048208236694
9070,7,0,1689434700,1689434999,14966,-0.07163401693105698,1.358129620552063,-0.05117247998714447,1.0384445190429688
9070,8,0,1689434700,1689434999,30626,-0.07691735774278641,1.1832456588745117,-0.16857434809207916,0.9406190514564514
9070,9,0,1689434700,1689434999,22319,0.10299231857061386,0.9212313294410706,-0.05731203034520149,1.1835228204727173
9070,10,0,1689434700,1689434999,30086,0.09980643540620804,0.9349821209907532,-0.038877956569194794,1.194562315940857
9070,11,0,1689434700,1689434999,32112,-0.053414128720760345,1.1802421808242798,0.12122423201799393,0.941047191619873
9070,12,0,1689434700,1689434999,29103,0.2675756514072418,1.2299504280090332,0.050021227449178696,0.9939770698547363
9070,13,0,1689434700,1689434999,29829,-0.11211051791906357,0.9756439328193665,0.08161105215549469,1.2035902738571167
9070,14,0,1689434700,1689434999,27877,-0.15181675553321838,0.9268945455551147,-0.1084471121430397,1.2404407262802124
9070,15,0,1689434700,1689434999,27850,0.04589195176959038,1.2344540357589722,-0.1654188632965088,0.9167841672897339
9070,0,1,1689435000,1689435299,40992,-0.06953898072242737,1.173147439956665,-0.010201361030340195,0.9540594816207886
9070,1,1,1689435000,1689435299,39100,-0.023379994556307793,0.9504409432411194,0.1066461056470871,1.2040835618972778
9070,2,1,1689435000,1689435299,37547,0.041739508509635925,0.9145762920379639,-0.006311600562185049,1.1931986808776855
9070,3,1,1689435000,1689435299,36445,-0.14122383296489716,1.218970537185669,-0.0937078446149826,0.9508036375045776
9070,4,1,1689435000,1689435299,29700,-0.0007737326086498797,1.3192588090896606,0.07120934128761292,1.0206990242004395
9070,5,1,1689435000,1689435299,22185,-0.02553165890276432,1.059710144996643,0.002867699833586812,1.3472065925598145
9070,7,1,1689435000,1689435299,20743,-0.06032503768801689,1.3886123895645142,-0.03440387174487114,1.0608880519866943
9070,8,1,1689435000,1689435299,41890,-0.07666143774986267,1.2082632780075073,-0.169928640127182,0.9523928165435791
9070,9,1,1689435000,1689435299,29986,0.11701949685811996,0.9267463088035583,-0.04121074825525284,1.2010995149612427
9070,10,1,1689435000,1689435299,41224,0.10651339590549469,0.9597926735877991,-0.041387178003787994,1.2280312776565552
9070,11,1,1689435000,1689435299,43574,-0.062393512576818466,1.2002824544906616,0.11500503867864609,0.9479688405990601
9070,12,1,1689435000,1689435299,39419,0.242658331990242,1.2482914924621582,0.047209613025188446,1.0046937465667725
9070,13,1,1689435000,1689435299,41203,-0.10516249388456345,0.9482628107070923,0.09489341080188751,1.2172167301177979
9070,14,1,1689435000,1689435299,38176,-0.1448337733745575,0.9588095545768738,-0.09717796742916107,1.2608815431594849
9070,15,1,1689435000,1689435299,38239,0.04455571621656418,1.2633439302444458,-0.16912290453910828,0.9093223810195923
9070,0,2,1689435300,1689435599,41054,-0.05823618546128273,1.1751606464385986,-0.004623534623533487,0.9354799389839172
9070,1,2,1689435300,1689435599,38901,-0.02317829802632332,0.9431350231170654,0.09609721601009369,1.1765367984771729
