fill,h,t1,t2,mean_lumi,mean_sbil
8741,0,1683739800,1683740099,6913.062805987385,6913.062805987385
8741,1,1683740100,1683740399,6847.106425013001,6847.106425013001
8741,2,1683740400,1683740699,6995.478120440307,6995.478120440307
8741,3,1683740700,1683740999,7482.938146548923,7482.938146548923
8741,4,1683741000,1683741299,8044.8552884515375,8044.8552884515375
8741,5,1683741300,1683741599,8307.961656454083,8307.961656454083
8741,6,1683741600,1683741899,8636.264364004692,8636.264364004692
8741,7,1683741900,1683742199,9176.940862141231,9176.940862141231
8741,8,1683742200,1683742499,9698.383920011462,9698.383920011462
8741,9,1683742500,1683742799,10333.47372973323,10333.47372973323
8741,10,1683742800,1683743099,10732.780118601999,10732.780118601999
8741,11,1683743100,1683743399,11235.196098271153,11235.196098271153
8741,12,1683743400,1683743699,11808.466340202498,11808.466340202498
8741,13,1683743700,1683743999,12493.545469578003,12493.545469578003
8741,14,1683744000,1683744299,13387.766160122692,13387.766160122692
8741,15,1683744300,1683744599,14056.83441912146,14056.83441912146
8741,16,1683744600,1683744899,14047.660397076788,14047.660397076788
8741,17,1683744900,1683745199,14550.04396756,14550.04396756
8741,18,1683745200,1683745499,15295.52177514185,15295.52177514185
8741,19,1683745500,1683745799,15312.22951501254,15312.22951501254
8741,20,1683745800,1683746099,15201.237899973767,15201.237899973767
8741,21,1683746100,1683746399,15341.550957688694,15341.550957688694
8741,22,1683746400,1683746699,15582.885195061923,15582.885195061923
8741,23,1683746700,1683746999,15528.618432524232,15528.618432524232
8741,24,1683747000,1683747299,15416.921490427747,15416.921490427747
8741,25,1683747300,1683747599,15308.076206134845,15308.076206134845
8741,26,1683747600,1683747899,15162.85042413854,15162.85042413854
8741,27,1683747900,1683748199,15075.112666182076,15075.112666182076
8741,28,1683748200,1683748499,14977.825760964075,14977.825760964075
8741,29,1683748500,1683748799,14839.596531906232,14839.596531906232
8741,30,1683748800,1683749099,14751.543108351925,14751.543108351925
8741,31,1683749100,1683749399,14648.208299688229,14648.208299688229
8741,32,1683749400,1683749699,14522.23566514725,14522.23566514725
8741,33,1683749700,1683749999,14444.078355578771,14444.078355578771
8741,34,1683750000,1683750299,14309.22273686477,14309.22273686477
8741,35,1683750300,1683750599,14221.562730905922,14221.562730905922
8741,36,1683750600,1683750899,14179.37832829577,14179.37832829577
8741,37,1683750900,1683751199,14019.621336501308,14019.621336501308
8741,38,1683751200,1683751499,13802.56908552246,13802.56908552246
8741,39,1683751500,1683751799,13775.893990302848,13775.893990302848
8741,40,1683751800,1683752099,13688.426955787334,13688.426955787334
8741,41,1683752100,1683752399,13565.500916203844,13565.500916203844
8741,42,1683752400,1683752699,13467.680564671922,13467.680564671922
8741,43,1683752700,1683752999,13251.90998212831,13251.90998212831
8741,44,1683753000,1683753299,13190.724944508383,13190.724944508383
8741,45,1683753300,1683753599,13147.116215450464,13147.116215450464
8741,46,1683753600,1683753899,13039.916343720308,13039.916343720308
8741,47,1683753900,1683754199,12989.2184479515,12989.2184479515
8741,48,1683754200,1683754499,12876.04360439954,12876.04360439954
8741,49,1683754500,1683754799,12800.468362295154,12800.468362295154
8741,50,1683754800,1683755099,12621.240918106538,12621.240918106538
8741,51,1683755100,1683755399,12563.754246275385,12563.754246275385
8741,52,1683755400,1683755699,12496.050811721156,12496.050811721156
8741,53,1683755700,1683755999,12389.582034135925,12389.582034135925
8741,54,1683756000,1683756299,12353.192972444152,12353.192972444152
8741,55,1683756300,1683756599,12243.208652688665,12243.208652688665
8741,56,1683756600,1683756899,12177.097468864155,12177.097468864155
8741,57,1683756900,1683757199,12138.310190003771,12138.310190003771
8741,58,1683757200,1683757499,12059.588358363615,12059.588358363615
8741,59,1683757500,1683757799,12001.082496821617,12001.082496821617
8741,60,1683757800,1683758099,11908.39843473523,11908.39843473523
8741,61,1683758100,1683758399,11774.049293284692,11774.049293284692
8741,62,1683758400,1683758699,11631.376105611542,11631.376105611542
8741,63,1683758700,1683758999,11518.517929293417,11518.517929293417
8741,64,1683759000,1683759299,11495.170982661693,11495.170982661693
8741,65,1683759300,1683759599,11359.86537895723,11359.86537895723
8741,66,1683759600,1683759899,11367.40875005031,11367.40875005031
8741,67,1683759900,1683760199,11307.473228348537,11307.473228348537
8741,68,1683760200,1683760499,11253.966256828231,11253.966256828231
8741,69,1683760500,1683760799,11185.109688783998,11185.109688783998
8741,70,1683760800,1683761099,11094.809107296167,11094.809107296167
8741,71,1683761100,1683761399,10994.832671587847,10994.832671587847
8741,72,1683761400,1683761699,10944.526152581075,10944.526152581075
8741,73,1683761700,1683761999,10885.68967602323,10885.68967602323
8741,74,1683762000,1683762299,10831.179591050539,10831.179591050539
8741,75,1683762300,1683762599,10769.825226858462,10769.825226858462
8741,76,1683762600,1683762899,10703.585783539233,10703.585783539233
8741,77,1683762900,1683763199,10660.728206388001,10660.728206388001
8741,78,1683763200,1683763499,10601.327527029998,10601.327527029998
8741,79,1683763500,1683763799,10493.79496814954,10493.79496814954
8741,80,1683763800,1683764099,10333.435642523,10333.435642523
8741,81,1683764100,1683764399,10307.174398273848,10307.174398273848
8741,82,1683764400,1683764699,10242.188452375693,10242.188452375693
8741,83,1683764700,1683764999,10207.324982535538,10207.324982535538
8741,84,1683765000,1683765299,10142.661237910615,10142.661237910615
8741,85,1683765300,1683765599,10090.703446770232,10090.703446770232
8741,86,1683765600,1683765899,10058.545389611836,10058.545389611836
8741,87,1683765900,1683766199,9988.624990190538,9988.624990190538
8741,88,1683766200,1683766499,9909.443407608309,9909.443407608309
