fill,h,t1,t2,mean_lumi,mean_sbil
9063,136,1689217500,1689217799,12026.071688341772,12026.071688341772
9063,137,1689217800,1689218099,11893.444440625333,11893.444440625333
9063,138,1689218100,1689218399,11765.769344089156,11765.769344089156
9063,139,1689218400,1689218699,11705.678618882925,11705.678618882925
9063,140,1689218700,1689218999,11653.793546519153,11653.793546519153
9063,141,1689219000,1689219299,11600.334353038,11600.334353038
9063,142,1689219300,1689219599,11542.770530190845,11542.770530190845
9063,143,1689219600,1689219899,11487.618070985309,11487.618070985309
9063,144,1689219900,1689220199,11397.160420446307,11397.160420446307
9063,145,1689220200,1689220499,11298.899831094503,11298.899831094503
9063,146,1689220500,1689220799,11291.244846445461,11291.244846445461
9063,147,1689220800,1689221099,11235.905406832308,11235.905406832308
9063,148,1689221100,1689221399,11115.781876024079,11115.781876024079
9063,149,1689221400,1689221699,11065.485648827693,11065.485648827693
9063,150,1689221700,1689221999,11015.115651136768,11015.115651136768
9063,151,1689222000,1689222299,10963.97782429923,10963.97782429923
9063,152,1689222300,1689222599,10869.777986394916,10869.777986394916
9063,153,1689222600,1689222899,10818.621103431924,10818.621103431924
9063,154,1689222900,1689223199,10779.859967272077,10779.859967272077
9063,155,1689223200,1689223499,10730.546044539155,10730.546044539155
9063,156,1689223500,1689223799,10638.967938885693,10638.967938885693
9063,157,1689223800,1689224099,10536.767032300002,10536.767032300002
9063,158,1689224100,1689224399,10486.741697570307,10486.741697570307
9063,159,1689224400,1689224699,10443.98568631354,10443.98568631354
9063,160,1689224700,1689224999,10398.772824618418,10398.772824618418
9063,161,1689225000,1689225299,10326.639441832926,10326.639441832926
9063,162,1689225300,1689225599,10243.040719440693,10243.040719440693
9063,163,1689225600,1689225899,10188.699284936078,10188.699284936078
9063,164,1689225900,1689226199,10153.929943842846,10153.929943842846
9063,165,1689226200,1689226499,10068.776481990308,10068.776481990308
9063,166,1689226500,1689226799,9973.273064862615,9973.273064862615
9063,167,1689226800,1689227099,9938.650438407845,9938.650438407845
9063,168,1689227100,1689227399,9891.3186907945,9891.3186907945
9063,169,1689227400,1689227699,9780.328064871615,9780.328064871615
9063,170,1689227700,1689227999,9733.180305278076,9733.180305278076
9063,171,1689228000,1689228299,9695.965945572001,9695.965945572001
9063,172,1689228300,1689228599,9660.658425434618,9660.658425434618
9063,173,1689228600,1689228899,9621.276550380384,9621.276550380384
9063,174,1689228900,1689229199,9581.544828898692,9581.544828898692
9063,175,1689229200,1689229499,9549.27430053325,9549.27430053325
9063,176,1689229500,1689229799,9420.880505097923,9420.880505097923
9063,177,1689229800,1689230099,9330.089009267154,9330.089009267154
9063,178,1689230100,1689230399,9296.918730028385,9296.918730028385
9063,179,1689230400,1689230699,9259.79782296454,9259.79782296454
9063,180,1689230700,1689230999,9221.800985184693,9221.800985184693
9063,181,1689231000,1689231299,9185.487196441383,9185.487196441383
9063,182,1689231300,1689231599,9145.05127474223,9145.05127474223
9063,183,1689231600,1689231899,9079.828923958334,9079.828923958334
9063,184,1689231900,1689232199,8999.598847551153,8999.598847551153
9063,185,1689232200,1689232499,8964.74123728169,8964.74123728169
9063,186,1689232500,1689232799,8912.188399211462,8912.188399211462
9063,187,1689232800,1689233099,8830.216534074078,8830.216534074078
9063,188,1689233100,1689233399,8792.827739451846,8792.827739451846
9063,189,1689233400,1689233699,8735.543598427459,8735.543598427459
9063,190,1689233700,1689233999,8724.635481469308,8724.635481469308
9063,191,1689234000,1689234299,8649.607514516,8649.607514516
9063,192,1689234300,1689234599,8619.365286609538,8619.365286609538
9063,193,1689234600,1689234899,8584.539903979616,8584.539903979616
9063,194,1689234900,1689235199,8555.79299973577,8555.79299973577
9063,195,1689235200,1689235499,8513.401183342768,8513.401183342768
9063,196,1689235500,1689235799,8412.83231747854,8412.83231747854
9063,197,1689235800,1689236099,8336.718821207307,8336.718821207307
9063,198,1689236100,1689236399,8306.034264565751,8306.034264565751
9063,199,1689236400,1689236699,8279.91786940846,8279.91786940846
9063,200,1689236700,1689236999,8247.87826197177,8247.87826197177
9063,201,1689237000,1689237299,8213.885614504077,8213.885614504077
9063,202,1689237300,1689237599,8173.804384646769,8173.804384646769
9063,203,1689237600,1689237899,8155.848631312154,8155.848631312154
9063,204,1689237900,1689238199,8097.492226387692,8097.492226387692
9063,205,1689238200,1689238499,8033.848798313924,8033.848798313924
9063,206,1689238500,1689238799,7980.732662046167,7980.732662046167
9063,207,1689238800,1689239099,7928.4365839843085,7928.4365839843085
9063,208,1689239100,1689239399,7913.382520173692,7913.382520173692
9063,209,1689239400,1689239699,7877.756968073385,7877.756968073385
9063,210,1689239700,1689239999,7843.2180283097705,7843.2180283097705
9063,211,1689240000,1689240299,7825.081642436,7825.081642436
9063,212,1689240300,1689240599,7749.758174070229,7749.758174070229
9063,213,1689240600,1689240899,7709.671460255845,7709.671460255845
9063,214,1689240900,1689241199,7678.798051399249,7678.798051399249
9063,215,1689241200,1689241499,7603.555308638153,7603.555308638153
9063,216,1689241500,1689241799,7578.303300341617,7578.303300341617
9063,217,1689241800,1689242099,7550.032523789,7550.032523789
9063,218,1689242100,1689242399,7520.582170554616,7520.582170554616
9063,219,1689242400,1689242699,7456.0170620384615,7456.0170620384615
9063,220,1689242700,1689242999,7416.2720062769995,7416.2720062769995
9063,221,1689243000,1689243299,7396.376421986665,7396.376421986665
9063,222,1689243300,1689243599,7369.226901857154,7369.226901857154
9063,223,1689243600,1689243899,7338.921314211077,7338.921314211077
9063,224,1689243900,1689244199,7278.236443547231,7278.236443547231
9063,225,1689244200,1689244499,7245.08449424823,7245.08449424823
9063,226,1689244500,1689244799,7191.301258988001,7191.301258988001
9063,227,1689244800,1689245099,7159.011117337,7159.011117337
9063,228,1689245100,1689245399,7133.568485181999,7133.568485181999
9063,229,1689245400,1689245699,7108.8556638255,7108.8556638255
9063,230,1689245700,1689245999,7082.735994570385,7082.735994570385
9063,231,1689246000,1689246299,5590.582084651385,5590.582084651385
9063,232,1689246300,1689246599,4280.459836737616,4280.459836737616
9063,233,1689246600,1689246899,4527.560605472922,4527.560605472922
9063,234,1689246900,1689247199,6978.937528583846,6978.937528583846
9063,235,1689247200,1689247499,6935.829680147845,6935.829680147845
9063,236,1689247500,1689247799,6860.104155075999,6860.104155075999
