fill,h,t1,t2,mean_lumi,mean_sbil
9072,84,1689512700,1689512999,18554.809262688002,18554.809262688002
9072,85,1689513000,1689513299,18450.74448671946,18450.74448671946
9072,86,1689513300,1689513599,18339.688641769924,18339.688641769924
9072,87,1689513600,1689513899,18155.61563299654,18155.61563299654
9072,88,1689513900,1689514199,17994.699648140922,17994.699648140922
9072,89,1689514200,1689514499,17754.99887882039,17754.99887882039
9072,90,1689514500,1689514799,17671.13517361375,17671.13517361375
9072,91,1689514800,1689515099,17526.941226983075,17526.941226983075
9072,92,1689515100,1689515399,17426.012523371846,17426.012523371846
9072,93,1689515400,1689515699,17368.265401129538,17368.265401129538
9072,94,1689515700,1689515999,17179.212207886918,17179.212207886918
9072,95,1689516000,1689516299,17047.541791777614,17047.541791777614
9072,96,1689516300,1689516599,16987.494262125692,16987.494262125692
9072,97,1689516600,1689516899,16879.73825702554,16879.73825702554
9072,98,1689516900,1689517199,16741.712460247385,16741.712460247385
9072,99,1689517200,1689517499,16505.583199510584,16505.583199510584
9072,100,1689517500,1689517799,16379.596617188,16379.596617188
9072,101,1689517800,1689518099,16326.792719044539,16326.792719044539
9072,102,1689518100,1689518399,16190.873062366,16190.873062366
9072,103,1689518400,1689518699,16122.870639454077,16122.870639454077
9072,104,1689518700,1689518999,16037.03972106654,16037.03972106654
9072,105,1689519000,1689519299,15890.39186630346,15890.39186630346
9072,106,1689519300,1689519599,15759.682131839916,15759.682131839916
9072,107,1689519600,1689519899,15652.190245642925,15652.190245642925
9072,108,1689519900,1689520199,15499.272124233308,15499.272124233308
9072,109,1689520200,1689520499,15314.021041232307,15314.021041232307
9072,110,1689520500,1689520799,15231.393354898077,15231.393354898077
9072,111,1689520800,1689521099,15185.77667111323,15185.77667111323
9072,112,1689521100,1689521399,15101.429576354156,15101.429576354156
9072,113,1689521400,1689521699,14985.050536674153,14985.050536674153
9072,114,1689521700,1689521999,14898.124122690251,14898.124122690251
9072,115,1689522000,1689522299,14730.793842185922,14730.793842185922
9072,116,1689522300,1689522599,14708.179129060383,14708.179129060383
9072,117,1689522600,1689522899,14619.781117667771,14619.781117667771
9072,118,1689522900,1689523199,14531.44358005146,14531.44358005146
9072,119,1689523200,1689523499,14471.243626435,14471.243626435
9072,120,1689523500,1689523799,14209.223526456924,14209.223526456924
9072,121,1689523800,1689524099,14078.934616854693,14078.934616854693
9072,122,1689524100,1689524399,14020.936810152538,14020.936810152538
9072,123,1689524400,1689524699,13925.901407464307,13925.901407464307
9072,124,1689524700,1689524999,13863.959189340749,13863.959189340749
9072,125,1689525000,1689525299,13776.350135355307,13776.350135355307
9072,126,1689525300,1689525599,13721.75380951954,13721.75380951954
9072,127,1689525600,1689525899,13660.665454818385,13660.665454818385
9072,128,1689525900,1689526199,13546.067048566154,13546.067048566154
9072,129,1689526200,1689526499,13428.432182661,13428.432182661
9072,130,1689526500,1689526799,13258.565928731616,13258.565928731616
9072,131,1689526800,1689527099,13219.137778092387,13219.137778092387
9072,132,1689527100,1689527399,13168.877772559083,13168.877772559083
9072,133,1689527400,1689527699,13103.12338401246,13103.12338401246
9072,134,1689527700,1689527999,13034.419390177925,13034.419390177925
9072,135,1689528000,1689528299,12967.970354517536,12967.970354517536
9072,136,1689528300,1689528599,12869.33567288577,12869.33567288577
9072,137,1689528600,1689528899,12740.687593361306,12740.687593361306
9072,138,1689528900,1689529199,12650.381164823077,12650.381164823077
9072,139,1689529200,1689529499,12603.159728638917,12603.159728638917
9072,140,1689529500,1689529799,12548.237952473382,12548.237952473382
9072,141,1689529800,1689530099,12454.390389963924,12454.390389963924
9072,142,1689530100,1689530399,12407.489333327076,12407.489333327076
9072,143,1689530400,1689530699,12334.028344573999,12334.028344573999
9072,144,1689530700,1689530999,12171.186438982999,12171.186438982999
9072,145,1689531000,1689531299,12118.851606996925,12118.851606996925
9072,146,1689531300,1689531599,12100.135912399306,12100.135912399306
9072,147,1689531600,1689531899,11977.87621745125,11977.87621745125
