fill,h,t1,t2,mean_lumi,mean_sbil
9070,0,1689434700,1689434999,8628.31125490877,8628.31125490877
9070,1,1689435000,1689435299,12672.931272424308,12672.931272424308
9070,2,1689435300,1689435599,12912.339814430385,12912.339814430385
9070,3,1689435600,1689435899,14128.081842309617,14128.081842309617
9070,4,1689435900,1689436199,15477.180340242847,15477.180340242847
9070,5,1689436200,1689436499,16701.687246885664,16701.687246885664
9070,6,1689436500,1689436799,18110.137400353153,18110.137400353153
9070,7,1689436800,1689437099,18480.29159799531,18480.29159799531
9070,8,1689437100,1689437399,17688.362186647842,17688.362186647842
9070,9,1689437400,1689437699,18544.156412674613,18544.156412674613
9070,10,1689437700,1689437999,20475.46885463692,20475.46885463692
9070,11,1689438000,1689438299,21034.913332772154,21034.913332772154
9070,12,1689438300,1689438599,20814.04582507908,20814.04582507908
9070,13,1689438600,1689438899,20900.53851187708,20900.53851187708
9070,14,1689438900,1689439199,20846.89112350469,20846.89112350469
9070,15,1689439200,1689439499,20847.39023874308,20847.39023874308
9070,16,1689439500,1689439799,20862.695888485927,20862.695888485927
9070,17,1689439800,1689440099,20811.706954845693,20811.706954845693
9070,18,1689440100,1689440399,20918.690548314076,20918.690548314076
9070,19,1689440400,1689440699,20861.570099659613,20861.570099659613
9070,20,1689440700,1689440999,20963.37954184023,20963.37954184023
9070,21,1689441000,1689441299,20922.063157021836,20922.063157021836
9070,22,1689441300,1689441599,21025.312951826843,21025.312951826843
9070,23,1689441600,1689441899,20871.341309631385,20871.341309631385
9070,24,1689441900,1689442199,20956.88473343477,20956.88473343477
9070,25,1689442200,1689442499,20965.820729195075,20965.820729195075
9070,26,1689442500,1689442799,20845.441555828922,20845.441555828922
9070,27,1689442800,1689443099,20848.226354426846,20848.226354426846
9070,28,1689443100,1689443399,20866.701606293,20866.701606293
9070,29,1689443400,1689443699,20917.08532639777,20917.08532639777
9070,30,1689443700,1689443999,20886.380874760387,20886.380874760387
9070,31,1689444000,1689444299,21116.818864562843,21116.818864562843
9070,32,1689444300,1689444599,20906.56544356839,20906.56544356839
9070,33,1689444600,1689444899,20877.27525193661,20877.27525193661
9070,34,1689444900,1689445199,20856.670446728538,20856.670446728538
9070,35,1689445200,1689445499,20855.737422757924,20855.737422757924
9070,36,1689445500,1689445799,21114.36759824533,21114.36759824533
9070,37,1689445800,1689446099,21067.589755361467,21067.589755361467
9070,38,1689446100,1689446399,20932.981741076543,20932.981741076543
9070,39,1689446400,1689446699,20892.48083823931,20892.48083823931
9070,40,1689446700,1689446999,20973.606446128073,20973.606446128073
9070,41,1689447000,1689447299,20835.38442884977,20835.38442884977
9070,42,1689447300,1689447599,20911.231164402925,20911.231164402925
9070,43,1689447600,1689447899,21156.298098639927,21156.298098639927
9070,44,1689447900,1689448199,21200.318875723588,21200.318875723588
9070,45,1689448200,1689448499,21001.315755599233,21001.315755599233
9070,46,1689448500,1689448799,20797.207972686996,20797.207972686996
9070,47,1689448800,1689449099,21014.274572101847,21014.274572101847
9070,48,1689449100,1689449399,20951.31693918369,20951.31693918369
9070,49,1689449400,1689449699,21118.632777348077,21118.632777348077
9070,50,1689449700,1689449999,21146.79447573608,21146.79447573608
9070,51,1689450000,1689450299,21041.379481866585,21041.379481866585
9070,52,1689450300,1689450599,20887.85748660946,20887.85748660946
9070,53,1689450600,1689450899,20849.24006018031,20849.24006018031
9070,54,1689450900,1689451199,20827.46965111307,20827.46965111307
9070,55,1689451200,1689451499,20569.462380557998,20569.462380557998
9070,56,1689451500,1689451799,20586.374003444158,20586.374003444158
9070,57,1689451800,1689452099,20607.29627719523,20607.29627719523
