fill,h,t1,t2,mean_lumi,mean_sbil
9057,49,1689076200,1689076499,20611.133094125387,20611.133094125387
9057,50,1689076500,1689076799,20439.389148235998,20439.389148235998
9057,51,1689076800,1689077099,20284.256785157002,20284.256785157002
9057,52,1689077100,1689077399,20084.71916700131,20084.71916700131
9057,53,1689077400,1689077699,19873.479685408154,19873.479685408154
9057,54,1689077700,1689077999,19732.288217928,19732.288217928
9057,55,1689078000,1689078299,19556.978422697845,19556.978422697845
9057,56,1689078300,1689078599,19431.133471710848,19431.133471710848
9057,57,1689078600,1689078899,19335.643201056388,19335.643201056388
9057,58,1689078900,1689079199,19198.593285750667,19198.593285750667
9057,59,1689079200,1689079499,19091.641957483076,19091.641957483076
9057,60,1689079500,1689079799,18955.68128380877,18955.68128380877
9057,61,1689079800,1689080099,18836.25211214377,18836.25211214377
9057,62,1689080100,1689080399,18595.400312768696,18595.400312768696
9057,63,1689080400,1689080699,18372.442590988998,18372.442590988998
9057,64,1689080700,1689080999,18180.015186421155,18180.015186421155
9057,65,1689081000,1689081299,18043.63053273175,18043.63053273175
9057,66,1689081300,1689081599,17948.05310722146,17948.05310722146
9057,67,1689081600,1689081899,17829.32693381054,17829.32693381054
9057,68,1689081900,1689082199,17720.43522368731,17720.43522368731
9057,69,1689082200,1689082499,17610.967172187226,17610.967172187226
9057,70,1689082500,1689082799,17496.783217887158,17496.783217887158
9057,71,1689082800,1689083099,17374.92623070846,17374.92623070846
9057,72,1689083100,1689083399,17174.343505509307,17174.343505509307
9057,73,1689083400,1689083699,17077.837838840504,17077.837838840504
9057,74,1689083700,1689083999,16996.645559552693,16996.645559552693
9057,75,1689084000,1689084299,16854.496878591617,16854.496878591617
9057,76,1689084300,1689084599,16638.817044272924,16638.817044272924
9057,77,1689084600,1689084899,16525.37364957846,16525.37364957846
9057,78,1689084900,1689085199,16430.174855011308,16430.174855011308
9057,79,1689085200,1689085499,16272.632931235768,16272.632931235768
9057,80,1689085500,1689085799,16169.387293220077,16169.387293220077
9057,81,1689085800,1689086099,16066.985045270083,16066.985045270083
9057,82,1689086100,1689086399,15948.87962327423,15948.87962327423
9057,83,1689086400,1689086699,15890.676205734078,15890.676205734078
9057,84,1689086700,1689086999,15794.55633170623,15794.55633170623
9057,85,1689087000,1689087299,15625.918333969845,15625.918333969845
9057,86,1689087300,1689087599,15523.84941797338,15523.84941797338
9057,87,1689087600,1689087899,15439.500445146537,15439.500445146537
9057,88,1689087900,1689088199,15254.141473423582,15254.141473423582
9057,89,1689088200,1689088499,15149.084414192537,15149.084414192537
9057,90,1689088500,1689088799,15076.38817455546,15076.38817455546
9057,91,1689088800,1689089099,14979.109006975768,14979.109006975768
9057,92,1689089100,1689089399,14848.230910014305,14848.230910014305
9057,93,1689089400,1689089699,14708.193928232924,14708.193928232924
9057,94,1689089700,1689089999,14638.498239596693,14638.498239596693
9057,95,1689090000,1689090299,14556.552742528076,14556.552742528076
9057,96,1689090300,1689090599,14476.005767258583,14476.005767258583
9057,97,1689090600,1689090899,14400.831642826386,14400.831642826386
9057,98,1689090900,1689091199,14347.349161307307,14347.349161307307
9057,99,1689091200,1689091499,14254.670207564846,14254.670207564846
9057,100,1689091500,1689091799,14164.489684677075,14164.489684677075
9057,101,1689091800,1689092099,14091.073243686846,14091.073243686846
9057,102,1689092100,1689092399,13995.677627637846,13995.677627637846
9057,103,1689092400,1689092699,13911.67166507308,13911.67166507308
9057,104,1689092700,1689092999,13848.925402399667,13848.925402399667
9057,105,1689093000,1689093299,13794.336914366002,13794.336914366002
9057,106,1689093300,1689093599,13622.700619309848,13622.700619309848
9057,107,1689093600,1689093899,13513.042582494,13513.042582494
9057,108,1689093900,1689094199,13403.134387077076,13403.134387077076
