fill,channel,h,t1,t2,BSZ_x,BSZ_x_std,BSZ_y,BSZ_y_std
9057,7,3,1689062400,1689062699,-0.011745679192245007,1.5375823974609375,-0.007442915346473455,1.1117432117462158
9057,8,3,1689062400,1689062699,-0.06196409836411476,1.2340972423553467,-0.16395770013332367,0.9738995432853699
9057,9,3,1689062400,1689062699,0.12129096686840057,0.9923152327537537,-0.03459526225924492,1.277158260345459
9057,10,3,1689062400,1689062699,0.10518193989992142,0.9688746333122253,0.012746942229568958,1.234338402748108
9057,11,3,1689062400,1689062699,-0.07627411186695099,1.2091894149780273,0.12746849656105042,0.9596414566040039
9057,12,3,1689062400,1689062699,0.10722681879997253,1.2188568115234375,0.09103277325630188,0.9767612814903259
9057,13,3,1689062400,1689062699,-0.09460696578025818,0.985349714756012,0.08563359826803207,1.2397971153259277
9057,14,3,1689062400,1689062699,-0.14100243151187897,0.9647839069366455,-0.10609324276447296,1.2998205423355103
9057,15,3,1689062400,1689062699,0.04443015903234482,1.2795062065124512,-0.16483506560325623,0.9444890022277832
9057,0,4,1689062700,1689062999,-0.06333688646554947,1.1889796257019043,0.0029296143911778927,0.9730396270751953
9057,1,4,1689062700,1689062999,-0.03384494036436081,0.9756546020507812,0.10689937323331833,1.2106282711029053
9057,2,4,1689062700,1689062999,0.05074736848473549,0.9599334001541138,-0.0006320247193798423,1.2298423051834106
9057,3,4,1689062700,1689062999,-0.1275937259197235,1.2313343286514282,-0.09417847543954849,0.9856762886047363
9057,4,4,1689062700,1689062999,-0.014606805518269539,1.386612057685852,0.059747982770204544,1.0872406959533691
9057,5,4,1689062700,1689062999,-0.02203444391489029,1.1107759475708008,0.02648700214922428,1.3961619138717651
9057,7,4,1689062700,1689062999,-0.023556070402264595,1.50729501247406,-0.00847830343991518,1.1130356788635254
9057,8,4,1689062700,1689062999,-0.06403336673974991,1.2153964042663574,-0.1585312932729721,0.9759185910224915
9057,9,4,1689062700,1689062999,0.13111761212348938,0.9783408045768738,-0.029073800891637802,1.26619553565979
9057,10,4,1689062700,1689062999,0.11304350942373276,0.9999136924743652,0.013201131485402584,1.2273024320602417
9057,11,4,1689062700,1689062999,-0.0730164498090744,1.2052844762802124,0.11658035963773727,0.9801833629608154
9057,12,4,1689062700,1689062999,0.11227326095104218,1.244433879852295,0.08931652456521988,0.9680299758911133
9057,13,4,1689062700,1689062999,-0.10288028419017792,0.9706668257713318,0.07636892050504684,1.2468078136444092
9057,14,4,1689062700,1689062999,-0.13404543697834015,0.9911755323410034,-0.09768441319465637,1.2741367816925049
9057,15,4,1689062700,1689062999,0.05134423449635506,1.302783489227295,-0.16245590150356293,0.9554714560508728
9057,0,5,1689063000,1689063299,-0.07697123289108276,1.2050405740737915,-0.009311358444392681,0.9846523404121399
9057,1,5,1689063000,1689063299,-0.02340817265212536,0.9775821566581726,0.10207681357860565,1.2287473678588867
9057,2,5,1689063000,1689063299,0.0487007275223732,0.9573642611503601,-0.013445924036204815,1.2308201789855957
9057,3,5,1689063000,1689063299,-0.12132292240858078,1.2449299097061157,-0.09025131911039352,1.0032377243041992
9057,4,5,1689063000,1689063299,-0.011102783493697643,1.3574044704437256,0.05907731503248215,1.0819118022918701
9057,5,5,1689063000,1689063299,-0.027832413092255592,1.1251554489135742,0.030256329104304314,1.4146968126296997
9057,7,5,1689063000,1689063299,0.006220958661288023,1.5455938577651978,0.0018376107327640057,1.1301865577697754
9057,8,5,1689063000,1689063299,-0.07258118689060211,1.225752353668213,-0.1663387566804886,0.9933414459228516
9057,9,5,1689063000,1689063299,0.11525280028581619,0.9584139585494995,-0.04227498173713684,1.2490756511688232
9057,10,5,1689063000,1689063299,0.11033020913600922,0.9992708563804626,0.001919836737215519,1.250261902809143
9057,11,5,1689063000,1689063299,-0.06943222880363464,1.2112579345703125,0.11999387294054031,0.9853895902633667
9057,12,5,1689063000,1689063299,0.11359007656574249,1.262274980545044,0.08808077126741409,0.9801111817359924
9057,13,5,1689063000,1689063299,-0.09783849120140076,1.0131953954696655,0.08119194209575653,1.2462787628173828
9057,14,5,1689063000,1689063299,-0.13460157811641693,0.9863083362579346,-0.09730420261621475,1.288274884223938
9057,15,5,1689063000,1689063299,0.043633751571178436,1.2887815237045288,-0.1651177853345871,0.9716787338256836
9057,0,6,1689063300,1689063599,-0.07176260650157928,1.2012231349945068,-0.005053700413554907,0.9825153946876526
9057,1,6,1689063300,1689063599,-0.026735272258520126,0.9745526313781738,0.10301806777715683,1.2223087549209595
9057,2,6,1689063300,1689063599,0.04157735034823418,0.973635733127594,0.00041152359335683286,1.2402640581130981
9057,3,6,1689063300,1689063599,-0.12998424470424652,1.2532519102096558,-0.10460769385099411,1.0085293054580688
9057,4,6,1689063300,1689063599,-0.013144985772669315,1.351839303970337,0.05643364414572716,1.070203423500061
9057,5,6,1689063300,1689063599,-0.037402376532554626,1.1148920059204102,0.01577020063996315,1.3993899822235107
9057,7,6,1689063300,1689063599,-0.015128490515053272,1.526665449142456,-0.00946144200861454,1.1447595357894897
9057,8,6,1689063300,1689063599,-0.07577066868543625,1.2358087301254272,-0.16148966550827026,0.9891371130943298
9057,9,6,1689063300,1689063599,0.12486684322357178,0.9663786888122559,-0.02440599352121353,1.2537137269973755
9057,10,6,1689063300,1689063599,0.11183971911668777,0.9892329573631287,-0.008339791558682919,1.245945692062378
9057,11,6,1689063300,1689063599,-0.0735844075679779,1.2307382822036743,0.1240232065320015,0.9953888654708862
9057,12,6,1689063300,1689063599,0.11438226699829102,1.2419921159744263,0.09469915181398392,0.9830156564712524
9057,13,6,1689063300,1689063599,-0.10424482077360153,1.0355558395385742,0.07035999745130539,1.231544017791748
9057,14,6,1689063300,1689063599,-0.13802270591259003,0.9984808564186096,-0.09754222631454468,1.2966469526290894
9057,15,6,1689063300,1689063599,0.05437785014510155,1.2966039180755615,-0.16319042444229126,0.9538976550102234
9057,0,7,1689063600,1689063899,-0.06287790834903717,1.2269166707992554,-0.0072438642382621765,1.007466435432434
9057,1,7,1689063600,1689063899,-0.017736200243234634,0.9884158968925476,0.10353437066078186,1.2318198680877686
9057,2,7,1689063600,1689063899,0.04682605713605881,0.98493492603302,0.0005202353931963444,1.2444038391113281
9057,3,7,1689063600,1689063899,-0.12092850357294083,1.284277319908142,-0.08765541017055511,1.0252803564071655
9057,4,7,1689063600,1689063899,-0.011393101885914803,1.3585205078125,0.07731702923774719,1.1004043817520142
9057,5,7,1689063600,1689063899,-0.03531560301780701,1.127868890762329,0.01189099159091711,1.4083391427993774
9057,7,7,1689063600,1689063899,0.005001877434551716,1.5318682193756104,-0.007693165447562933,1.1849191188812256
9057,8,7,1689063600,1689063899,-0.07397036999464035,1.2474433183670044,-0.15594902634620667,1.0096126794815063
9057,9,7,1689063600,1689063899,0.12218915671110153,0.9933629631996155,-0.03906553238630295,1.2702358961105347
9057,10,7,1689063600,1689063899,0.11317970603704453,1.0146918296813965,-0.008304609917104244,1.2551285028457642
9057,11,7,1689063600,1689063899,-0.058034107089042664,1.2364426851272583,0.11828610301017761,0.9952990412712097
9057,12,7,1689063600,1689063899,0.10992468148469925,1.2553790807724,0.0825348049402237,0.9997115731239319
9057,13,7,1689063600,1689063899,-0.0975240021944046,1.0131605863571167,0.08440223336219788,1.2593215703964233
9057,14,7,1689063600,1689063899,-0.13913792371749878,0.9880200624465942,-0.09522932022809982,1.3005197048187256
9057,15,7,1689063600,1689063899,0.042333148419857025,1.3141196966171265,-0.1673710197210312,0.9697515964508057
9057,0,8,1689063900,1689064199,-0.07238572090864182,1.2285171747207642,-0.0023956475779414177,0.9998692274093628
9057,1,8,1689063900,1689064199,-0.022634610533714294,0.9860802888870239,0.09349843859672546,1.2451298236846924
9057,2,8,1689063900,1689064199,0.03627119958400726,0.9903624653816223,0.009446109645068645,1.2481848001480103
9057,3,8,1689063900,1689064199,-0.12594960629940033,1.2884995937347412,-0.09351195394992828,1.0327993631362915
9057,4,8,1689063900,1689064199,-0.019037602469325066,1.391194462776184,0.08326071500778198,1.1081809997558594
9057,5,8,1689063900,1689064199,-0.026247942820191383,1.193198323249817,0.007840950973331928,1.4619808197021484
9057,7,8,1689063900,1689064199,-0.027038896456360817,1.5690655708312988,-0.0037938281893730164,1.185529112815857
9057,8,8,1689063900,1689064199,-0.07028469443321228,1.2626992464065552,-0.17179670929908752,1.020988941192627
9057,9,8,1689063900,1689064199,0.12190953642129898,0.9972996711730957,-0.03878271207213402,1.2697701454162598
9057,10,8,1689063900,1689064199,0.11397941410541534,1.0169761180877686,-0.014776906929910183,1.2573374509811401
9057,11,8,1689063900,1689064199,-0.06266038119792938,1.2635133266448975,0.12297967076301575,1.020593285560608
9057,12,8,1689063900,1689064199,0.11452628672122955,1.2773106098175049,0.09406633675098419,1.0057655572891235
9057,13,8,1689063900,1689064199,-0.10629958659410477,1.0436387062072754,0.08336920291185379,1.272485613822937
9057,14,8,1689063900,1689064199,-0.14659279584884644,1.0030906200408936,-0.08952145278453827,1.3109912872314453
9057,15,8,1689063900,1689064199,0.037709034979343414,1.3242483139038086,-0.1673022359609604,0.9925897717475891
9057,0,9,1689064200,1689064499,-0.07441745698451996,1.2334226369857788,-0.011484034359455109,1.022003173828125
9057,1,9,1689064200,1689064499,-0.029326854273676872,1.0015119314193726,0.10355231165885925,1.2402970790863037
9057,2,9,1689064200,1689064499,0.043814562261104584,0.9726207256317139,-0.01549440436065197,1.253736972808838
9057,3,9,1689064200,1689064499,-0.11714453250169754,1.2675166130065918,-0.09071291238069534,1.0063809156417847
9057,4,9,1689064200,1689064499,-0.023479174822568893,1.3710963726043701,0.08211968094110489,1.1102267503738403
9057,5,9,1689064200,1689064499,-0.01298812497407198,1.1800730228424072,0.01897796243429184,1.4697259664535522
9057,7,9,1689064200,1689064499,-0.01992918737232685,1.5377659797668457,-0.018814485520124435,1.1968451738357544
9057,8,9,1689064200,1689064499,-0.07161014527082443,1.2668880224227905,-0.17564083635807037,1.0159521102905273
9057,9,9,1689064200,1689064499,0.13240644335746765,1.0072897672653198,-0.031220166012644768,1.286211609840393
9057,10,9,1689064200,1689064499,0.11795725673437119,1.026244044303894,-0.008906436152756214,1.2623035907745361
9057,11,9,1689064200,1689064499,-0.05457216501235962,1.252902626991272,0.11502140760421753,1.0299580097198486
9057,12,9,1689064200,1689064499,0.10210476815700531,1.2689235210418701,0.09146074205636978,1.007380485534668
9057,13,9,1689064200,1689064499,-0.10548585653305054,1.0330883264541626,0.09157709777355194,1.2593989372253418
9057,14,9,1689064200,1689064499,-0.14257720112800598,1.016680359840393,-0.0976242944598198,1.3072841167449951
9057,15,9,1689064200,1689064499,0.02871866151690483,1.3396544456481934,-0.17124632000923157,0.9891504645347595
9057,0,10,1689064500,1689064799,-0.0832715630531311,1.229944109916687,-0.0058373562060296535,1.009777307510376
9057,1,10,1689064500,1689064799,-0.03266583010554314,1.0037132501602173,0.1202290803194046,1.2565715312957764
9057,2,10,1689064500,1689064799,0.04813848063349724,0.9626603722572327,0.0008542403811588883,1.2533788681030273
9057,3,10,1689064500,1689064799,-0.12040151655673981,1.2702829837799072,-0.09109903872013092,1.0235365629196167
9057,4,10,1689064500,1689064799,-0.0019330300856381655,1.384453535079956,0.0786994993686676,1.1386052370071411
9057,5,10,1689064500,1689064799,-0.018279649317264557,1.1597429513931274,0.014097628183662891,1.4296047687530518
9057,7,10,1689064500,1689064799,-0.0406186580657959,1.5438196659088135,-0.024137407541275024,1.1881026029586792
9057,8,10,1689064500,1689064799,-0.07153239101171494,1.2496252059936523,-0.17134451866149902,1.0049737691879272
9057,9,10,1689064500,1689064799,0.12492026388645172,1.018325686454773,-0.02404135838150978,1.2848966121673584
9057,10,10,1689064500,1689064799,0.11625420302152634,1.0349819660186768,-0.0036482526920735836,1.2768374681472778
9057,11,10,1689064500,1689064799,-0.04997822269797325,1.2556060552597046,0.10321510583162308,1.042147159576416
9057,12,10,1689064500,1689064799,0.10030137747526169,1.258057951927185,0.0961974710226059,1.0180145502090454
9057,13,10,1689064500,1689064799,-0.10416653752326965,1.0350024700164795,0.0814828872680664,1.298960566520691
9057,14,10,1689064500,1689064799,-0.14450575411319733,1.0284197330474854,-0.0994081050157547,1.3257050514221191
9057,15,10,1689064500,1689064799,0.03394218534231186,1.3344883918762207,-0.17248575389385223,1.0173594951629639
9057,0,11,1689064800,1689065099,-0.07718782126903534,1.2639650106430054,-0.019216222688555717,1.0280897617340088
9057,1,11,1689064800,1689065099,-0.02418481558561325,1.0359714031219482,0.10653193295001984,1.2498235702514648
9057,2,11,1689064800,1689065099,0.03289954364299774,1.0011930465698242,-0.0036201004404574633,1.2856230735778809
9057,3,11,1689064800,1689065099,-0.111921027302742,1.2866194248199463,-0.07368933409452438,1.035396933555603
9057,4,11,1689064800,1689065099,-0.006640613079071045,1.4268381595611572,0.0664481446146965,1.1249300241470337
9057,5,11,1689064800,1689065099,-0.013946190476417542,1.1847749948501587,0.014425426721572876,1.4484750032424927
9057,7,11,1689064800,1689065099,-0.02128332108259201,1.564247727394104,-0.03060031123459339,1.2043172121047974
9057,8,11,1689064800,1689065099,-0.06418725103139877,1.2670398950576782,-0.16742348670959473,1.039729118347168
9057,9,11,1689064800,1689065099,0.1295766681432724,1.022887110710144,-0.024136262014508247,1.317674994468689
9057,10,11,1689064800,1689065099,0.11392751336097717,1.040844202041626,-0.0034527876414358616,1.2833133935928345
9057,11,11,1689064800,1689065099,-0.04338974133133888,1.2474846839904785,0.11073283851146698,1.0296962261199951
9057,12,11,1689064800,1689065099,0.09603980928659439,1.291854739189148,0.09989547729492188,1.0355809926986694
9057,13,11,1689064800,1689065099,-0.1135021224617958,1.0497838258743286,0.0732957273721695,1.283411979675293
9057,14,11,1689064800,1689065099,-0.13959267735481262,1.0172301530838013,-0.10380100458860397,1.3154284954071045
9057,15,11,1689064800,1689065099,0.03585806116461754,1.3300018310546875,-0.16946274042129517,0.99870765209198
9057,0,12,1689065100,1689065399,-0.07473514974117279,1.2413983345031738,-0.02256801165640354,1.0214670896530151
9057,1,12,1689065100,1689065399,-0.029756924137473106,1.0313749313354492,0.08448459208011627,1.2337342500686646
9057,2,12,1689065100,1689065399,0.03593215346336365,1.0095460414886475,0.0032488987781107426,1.2674696445465088
9057,3,12,1689065100,1689065399,-0.11559472978115082,1.2764414548873901,-0.08972636610269547,1.000312328338623
9057,4,12,1689065100,1689065399,-0.00956619344651699,1.4068104028701782,0.08621594309806824,1.1338727474212646
9057,5,12,1689065100,1689065399,-0.019889378920197487,1.1997815370559692,0.011462480761110783,1.458605408668518
9057,7,12,1689065100,1689065399,0.003101119538769126,1.5615123510360718,-0.006296788342297077,1.206490397453308
9057,8,12,1689065100,1689065399,-0.06711118668317795,1.2647663354873657,-0.1693560928106308,1.0218931436538696
9057,9,12,1689065100,1689065399,0.13144727051258087,1.0326727628707886,-0.02609187178313732,1.3065502643585205
9057,10,12,1689065100,1689065399,0.10692010819911957,1.0684987306594849,-0.01955079659819603,1.286128282546997
9057,11,12,1689065100,1689065399,-0.048387330025434494,1.2588279247283936,0.10452573001384735,1.0562593936920166
9057,12,12,1689065100,1689065399,0.09763285517692566,1.2854323387145996,0.10653273016214371,1.0188019275665283
9057,13,12,1689065100,1689065399,-0.10981966555118561,1.0317267179489136,0.10192312300205231,1.2805728912353516
9057,14,12,1689065100,1689065399,-0.14252740144729614,1.047571063041687,-0.09729372709989548,1.3224868774414062
9057,15,12,1689065100,1689065399,0.02473120205104351,1.320991039276123,-0.18037807941436768,0.9918881058692932
9057,0,13,1689065400,1689065699,-0.07997127622365952,1.23660409450531,-0.013800345361232758,1.032104253768921
9057,1,13,1689065400,1689065699,-0.030778424814343452,1.0428547859191895,0.09428025782108307,1.2544331550598145
9057,2,13,1689065400,1689065699,0.03575552999973297,0.9866025447845459,0.00047410678234882653,1.2679007053375244
9057,3,13,1689065400,1689065699,-0.12827546894550323,1.2816624641418457,-0.09925353527069092,1.0356982946395874
9057,4,13,1689065400,1689065699,-0.0017639483558014035,1.4048988819122314,0.08127420395612717,1.1245707273483276
9057,5,13,1689065400,1689065699,-0.004320749547332525,1.1989147663116455,0.03778570145368576,1.4647563695907593
9057,7,13,1689065400,1689065699,-0.012510918080806732,1.5771846771240234,-0.008520206436514854,1.2081594467163086
9057,8,13,1689065400,1689065699,-0.056102726608514786,1.284265160560608,-0.1715707629919052,1.027680516242981
9057,9,13,1689065400,1689065699,0.14245326817035675,1.0149816274642944,-0.017883041873574257,1.310369610786438
9057,10,13,1689065400,1689065699,0.11243695020675659,1.0401747226715088,-0.015989134088158607,1.2932038307189941
9057,11,13,1689065400,1689065699,-0.03006129153072834,1.2826743125915527,0.09600439667701721,1.0713996887207031
9057,12,13,1689065400,1689065699,0.09561646729707718,1.2837090492248535,0.09853313118219376,1.016744613647461
9057,13,13,1689065400,1689065699,-0.11317143589258194,1.0510063171386719,0.08679148554801941,1.2867974042892456
9057,14,13,1689065400,1689065699,-0.1458171308040619,1.0372923612594604,-0.09356860816478729,1.3182026147842407
9057,15,13,1689065400,1689065699,0.032401349395513535,1.325278401374817,-0.17546573281288147,0.9850206971168518
9057,0,14,1689065700,1689065999,-0.0812709629535675,1.2658493518829346,-0.020243044942617416,1.0460519790649414
9057,1,14,1689065700,1689065999,-0.03467150777578354,1.029486894607544,0.10251502692699432,1.2650470733642578
9057,2,14,1689065700,1689065999,0.041146669536828995,1.0105044841766357,0.008869447745382786,1.2746813297271729
9057,3,14,1689065700,1689065999,-0.13187550008296967,1.2986998558044434,-0.08556196838617325,1.0385855436325073
9057,4,14,1689065700,1689065999,0.007264158688485622,1.3985376358032227,0.07314428687095642,1.1328130960464478
9057,5,14,1689065700,1689065999,-0.016052652150392532,1.219912052154541,0.008680791594088078,1.4684584140777588
9057,7,14,1689065700,1689065999,-0.001538064330816269,1.5814744234085083,-0.030940238386392593,1.223574161529541
9057,8,14,1689065700,1689065999,-0.06753391772508621,1.2767912149429321,-0.17333418130874634,1.0438964366912842
9057,9,14,1689065700,1689065999,0.1364668309688568,1.0249544382095337,-0.027180805802345276,1.3098076581954956
9057,10,14,1689065700,1689065999,0.10940861701965332,1.0592877864837646,-0.02002803608775139,1.28830087184906
9057,11,14,1689065700,1689065999,-0.03416088595986366,1.2793039083480835,0.08588199317455292,1.0495282411575317
9057,12,14,1689065700,1689065999,0.08620047569274902,1.2859492301940918,0.10082582384347916,1.0510064363479614
9057,13,14,1689065700,1689065999,-0.10589982569217682,1.0588984489440918,0.0894056037068367,1.2857807874679565
9057,14,14,1689065700,1689065999,-0.1450171023607254,1.0429173707962036,-0.08858709782361984,1.337265133857727
9057,15,14,1689065700,1689065999,0.03101966343820095,1.3422799110412598,-0.1725638061761856,1.0055874586105347
9057,0,15,1689066000,1689066299,-0.09144999831914902,1.2505160570144653,-0.02109011635184288,1.0393790006637573
9057,1,15,1689066000,1689066299,-0.03263763338327408,1.0433851480484009,0.10334591567516327,1.2755722999572754
9057,2,15,1689066000,1689066299,0.03751195967197418,0.9957879781723022,0.003427966730669141,1.2582390308380127
9057,3,15,1689066000,1689066299,-0.11354193836450577,1.266228437423706,-0.0834493562579155,1.0312994718551636
9057,4,15,1689066000,1689066299,-0.008880323730409145,1.4079409837722778,0.07331087440252304,1.1536293029785156
9057,5,15,1689066000,1689066299,-0.013493957929313183,1.229928970336914,0.028806034475564957,1.463480830192566
9057,7,15,1689066000,1689066299,-0.00436257291585207,1.5928163528442383,-0.015551161020994186,1.213750958442688
9057,8,15,1689066000,1689066299,-0.0626160055398941,1.2727868556976318,-0.17983660101890564,1.0394574403762817
9057,9,15,1689066000,1689066299,0.15342848002910614,1.0086439847946167,-0.0007312502712011337,1.3090288639068604
9057,10,15,1689066000,1689066299,0.11114921420812607,1.0618526935577393,-0.029455499723553658,1.3118870258331299
9057,11,15,1689066000,1689066299,-0.03288332745432854,1.2637394666671753,0.09024319052696228,1.0499166250228882
9057,12,15,1689066000,1689066299,0.0881149023771286,1.2807050943374634,0.10434722155332565,1.0151394605636597
9057,13,15,1689066000,1689066299,-0.11254657804965973,1.0564128160476685,0.08296458423137665,1.296443223953247
9057,14,15,1689066000,1689066299,-0.15013261139392853,1.0603306293487549,-0.09908140450716019,1.3417357206344604
9057,15,15,1689066000,1689066299,0.039906926453113556,1.3298767805099487,-0.17494846880435944,1.0207648277282715
9057,0,16,1689066300,1689066599,-0.08419814705848694,1.2398861646652222,-0.021344266831874847,1.0413867235183716
9057,1,16,1689066300,1689066599,-0.019031953066587448,1.0293775796890259,0.09153536707162857,1.2589563131332397
9057,2,16,1689066300,1689066599,0.04177695885300636,0.9850684404373169,0.004236707463860512,1.2699207067489624
9057,3,16,1689066300,1689066599,-0.11968600004911423,1.2933287620544434,-0.09282878786325455,1.0259780883789062
9057,4,16,1689066300,1689066599,0.0002378218632657081,1.4031800031661987,0.07393170148134232,1.1351872682571411
9057,5,16,1689066300,1689066599,-0.004779184237122536,1.176481008529663,0.005165736190974712,1.4731441736221313
9057,7,16,1689066300,1689066599,-0.001973972423002124,1.6030328273773193,-0.014936979860067368,1.2046606540679932
9057,8,16,1689066300,1689066599,-0.06210637837648392,1.2645424604415894,-0.16936911642551422,1.0099029541015625
9057,9,16,1689066300,1689066599,0.1420612782239914,1.058773398399353,-0.0060659837909042835,1.339878797531128
9057,10,16,1689066300,1689066599,0.1139390766620636,1.0402748584747314,-0.023456117138266563,1.276310920715332
9057,11,16,1689066300,1689066599,-0.038102153688669205,1.2638301849365234,0.10130215436220169,1.0523451566696167
9057,12,16,1689066300,1689066599,0.08563905209302902,1.2802666425704956,0.10462140291929245,1.0080726146697998
9057,13,16,1689066300,1689066599,-0.11114197224378586,1.0634716749191284,0.0802336111664772,1.263281226158142
9057,14,16,1689066300,1689066599,-0.14971572160720825,1.05465829372406,-0.09126701205968857,1.3365585803985596
9057,15,16,1689066300,1689066599,0.027691103518009186,1.3403592109680176,-0.17908164858818054,1.0189588069915771
9057,0,17,1689066600,1689066899,-0.09306798130273819,1.2502604722976685,-0.027372844517230988,1.0204187631607056
9057,1,17,1689066600,1689066899,-0.03769954666495323,1.0339715480804443,0.11133557558059692,1.2557823657989502
9057,2,17,1689066600,1689066899,0.04500655457377434,1.009938359260559,0.00827903114259243,1.270219087600708
