fill,h,t1,t2,mean_lumi,mean_sbil
9059,0,1689112800,1689113099,10330.478681470384,10330.478681470384
9059,1,1689113100,1689113399,12076.813693657461,12076.813693657461
9059,2,1689113400,1689113699,12876.75080952508,12876.75080952508
9059,3,1689113700,1689113999,14224.299826587616,14224.299826587616
9059,4,1689114000,1689114299,15511.554535918998,15511.554535918998
9059,5,1689114300,1689114599,16819.428999876614,16819.428999876614
9059,6,1689114600,1689114899,18231.347430813843,18231.347430813843
9059,7,1689114900,1689115199,18600.174510786077,18600.174510786077
9059,8,1689115200,1689115499,19491.655025618387,19491.655025618387
9059,9,1689115500,1689115799,20794.813661898843,20794.813661898843
9059,10,1689115800,1689116099,20868.894863687303,20868.894863687303
9059,11,1689116100,1689116399,20687.572998540847,20687.572998540847
9059,12,1689116400,1689116699,20527.366372328335,20527.366372328335
9059,13,1689116700,1689116999,20845.46589558446,20845.46589558446
9059,14,1689117000,1689117299,21130.781771113157,21130.781771113157
9059,15,1689117300,1689117599,20968.515681040535,20968.515681040535
9059,16,1689117600,1689117899,20806.347851463153,20806.347851463153
9059,17,1689117900,1689118199,20662.756363869303,20662.756363869303
9059,18,1689118200,1689118499,20507.156962946385,20507.156962946385
9059,19,1689118500,1689118799,20912.47559701792,20912.47559701792
9059,20,1689118800,1689119099,20963.789561553,20963.789561553
9059,21,1689119100,1689119399,20919.148496311307,20919.148496311307
9059,22,1689119400,1689119699,20717.013585823697,20717.013585823697
