fill,t1,t2,mean_lumi,mean_sbil,channel,ntracks_time,BSZ_x,BSZ_x_std,BSZ_y,BSZ_y_std
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,0,34078,-0.0805506706237793,1.1811926364898682,-0.0086773177608847,0.9361802339553832
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,1,32737,-0.0369112789630889,0.9046266078948976,0.1014620438218116,1.1667203903198242
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,2,31910,0.0352125167846679,0.921183943748474,-0.0007376198191195,1.1790571212768557
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,3,30003,-0.1228971481323242,1.1978355646133425,-0.0834006965160369,0.9394981265068054
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,4,25330,0.0044495635665953,1.3051515817642212,0.0877387896180152,0.9940000772476196
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,5,18006,-0.0238957926630973,1.042489767074585,-0.0032721462193876,1.370573878288269
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,7,16728,0.004467325285077,1.4432042837142944,-0.0128592401742935,1.0781173706054688
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,8,34448,-0.0657889693975448,1.1892201900482178,-0.1675231754779815,0.9289451241493224
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,9,22853,0.135510116815567,0.9404308199882508,-0.0275365374982357,1.2344223260879517
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,10,34117,0.1009745746850967,0.9445290565490724,-0.0388456843793392,1.2074960470199585
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,11,36390,-0.0647143572568893,1.1757866144180298,0.131757915019989,0.9399207234382628
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,12,34712,0.1114573031663894,1.207160711288452,0.093696117401123,0.918267011642456
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,13,33687,-0.1134992316365242,0.9681193232536316,0.0942545160651207,1.2277662754058838
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,14,31498,-0.1367785036563873,0.9432469606399536,-0.1119917258620262,1.2561496496200562
9050,1688985300,1688985599,10408.915375501076,4.438769882942889,15,32196,0.0445029027760028,1.250990629196167,-0.1785332411527633,0.9005417823791504
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,0,38779,-0.0750546380877494,1.152829885482788,-0.012034747749567,0.9238611459732056
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,1,37035,-0.0344773232936859,0.93190997838974,0.0969418436288833,1.1726347208023071
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,2,36449,0.0399875603616237,0.927398443222046,0.0061176740564405,1.2005513906478882
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,3,34822,-0.1373627632856369,1.202078104019165,-0.0877858474850654,0.9482715725898744
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,4,28888,0.0248586703091859,1.2972172498703003,0.0821583494544029,1.0095444917678833
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,5,20566,-0.0154050886631011,1.0529851913452148,0.0091812163591384,1.3775526285171509
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,7,18812,-0.0250872764736413,1.4950453042984009,-0.0220725964754819,1.097803235054016
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,8,39664,-0.073436327278614,1.1933950185775757,-0.1738486588001251,0.9241112470626832
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,9,26434,0.1267556697130203,0.9466536641120912,-0.0404328852891922,1.2438830137252808
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,10,38350,0.1099650263786315,0.9281641840934752,-0.0281647332012653,1.200273871421814
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,11,41294,-0.0613324493169784,1.1766576766967771,0.1252035647630691,0.946801781654358
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,12,39471,0.0952847823500633,1.196827054023743,0.0990645214915275,0.924832284450531
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,13,38664,-0.1108182966709137,0.9717063903808594,0.096532829105854,1.2151542901992798
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,14,35720,-0.146358236670494,0.9407989978790284,-0.1098361909389495,1.2569175958633425
9050,1688985600,1688985899,11616.252396794998,4.953625755562899,15,35924,0.0449860617518425,1.2701120376586914,-0.1742665469646453,0.9330251216888428
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,0,39414,-0.076938971877098,1.1735994815826416,-0.0028547099791467,0.9506245255470276
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,1,37893,-0.0241603031754493,0.9506306052207948,0.0958574041724205,1.1960008144378662
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,2,37398,0.0516079626977443,0.9079033732414246,-0.0141139924526214,1.1906423568725586
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,3,35361,-0.1313501000404358,1.2060441970825195,-0.0958452299237251,0.9652854800224304
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,4,29545,0.0245021916925907,1.314426302909851,0.0792389959096908,1.0103167295455933
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,5,21485,-0.0383257642388343,1.0377322435379028,0.0052868560887873,1.337759017944336
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,7,19780,-0.0077492399141192,1.473587989807129,-0.0075925304554402,1.073962926864624
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,8,40319,-0.0788812339305877,1.207256555557251,-0.1558681279420852,0.934346079826355
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,9,27040,0.1281737238168716,0.928138792514801,-0.0406694747507572,1.2444573640823364
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,10,39141,0.1017550230026245,0.9503443837165833,-0.0405280515551567,1.2020134925842283
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,11,42312,-0.0637654438614845,1.1992335319519043,0.1145603209733963,0.9490485787391664
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,12,40284,0.117926076054573,1.214287519454956,0.0920915678143501,0.9710105657577516
9050,1688985900,1688986199,12330.405401979231,5.258168614916516,13,39040,-0.1065300703048706,0.9241220951080322,0.0844610631465911,1.204074740409851
