fill,t1,t2,mean_lumi,mean_sbil,channel,ntracks_time,BSZ_x,BSZ_x_std,BSZ_y,BSZ_y_std
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,0,27627.0,-0.0896867141127586,1.1360538005828855,-0.0096259890124201,0.9153468012809752
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,1,24166.0,-0.0157192535698413,0.8536725044250488,0.1187297105789184,1.1340985298156738
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,2,25437.0,0.0575608685612678,0.9029825925827026,-0.0116377994418144,1.1951744556427002
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,3,24186.0,-0.1421666741371154,1.1882314682006836,-0.0932712703943252,0.9352006912231444
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,4,20814.0,0.0101322010159492,1.2785307168960571,0.04186287894845,0.9542267918586732
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,5,18191.0,-0.0390019975602626,0.9442585110664368,0.0065583125688135,1.2689971923828125
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,7,9971.0,0.2547176778316498,1.691778540611267,0.1731852889060974,1.1501201391220093
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,8,27347.0,-0.0528260618448257,1.1929162740707395,-0.1774326413869857,0.9020299315452576
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,9,18395.0,0.1414027363061905,0.8876996636390686,-0.0463355034589767,1.1701229810714722
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,10,27743.0,0.1260515600442886,0.8900245428085327,0.1032877713441848,1.1731622219085691
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,11,29480.0,-0.0821955204010009,1.157801389694214,0.1440647691488266,0.869548499584198
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,12,27706.0,0.0987166985869407,1.1818501949310305,0.125849187374115,0.8821714520454407
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,13,,,,,
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,14,24941.0,-0.1706535965204239,0.9234363436698914,-0.1142890900373458,1.2406857013702393
8741,1683739800,1683740099,6913.062805987385,3.657705188353114,15,24571.0,0.0588750354945659,1.2158063650131226,-0.1961815357208252,0.8647965788841248
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,0,27376.0,-0.103520467877388,1.1327723264694214,0.0023359975311905,0.8866702318191528
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,1,24404.0,-0.0250776056200265,0.8511654138565063,0.1010474190115928,1.139909029006958
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,2,25201.0,0.0541716553270816,0.8749961853027344,-0.014131368137896,1.150750994682312
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,3,24426.0,-0.1288417428731918,1.196357488632202,-0.0889556109905242,0.9320005178451538
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,4,20733.0,-0.0023204130120575,1.2402136325836182,0.0399944297969341,0.9220146536827089
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,5,18053.0,-0.0258476268500089,0.9767358303070068,-0.0146754710003733,1.303337335586548
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,7,9625.0,0.2386040985584259,1.6448978185653689,0.1877430826425552,1.151839017868042
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,8,27190.0,-0.0762676820158958,1.176721692085266,-0.1825557202100753,0.8936806321144104
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,9,18361.0,0.1362924724817276,0.8757119178771973,-0.0580035373568534,1.1638963222503662
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,10,27374.0,0.1242184713482856,0.8609326481819153,0.1103167533874511,1.1499279737472534
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,11,29246.0,-0.0859791338443756,1.1637990474700928,0.1338384300470352,0.9260963797569276
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,12,27324.0,0.091016799211502,1.1587225198745728,0.1136238723993301,0.8934056162834167
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,13,,,,,
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,14,24507.0,-0.1618909686803817,0.8937835693359375,-0.1266295164823532,1.2194441556930542
8741,1683740100,1683740399,6847.106425013001,3.622807632282011,15,24647.0,0.0479692481458187,1.252637267112732,-0.1922143846750259,0.8839375972747803
8741,1683740400,1683740699,6995.478120440307,3.701311174836141,0,27408.0,-0.0937887504696846,1.1512606143951416,0.02380190230906,0.9004496335983276
8741,1683740400,1683740699,6995.478120440307,3.701311174836141,1,24533.0,-0.0070603596977889,0.8860607147216797,0.1000065729022026,1.1456509828567505
8741,1683740400,1683740699,6995.478120440307,3.701311174836141,2,25381.0,0.0707504674792289,0.9196631908416748,-0.0235082544386386,1.186077117919922
8741,1683740400,1683740699,6995.478120440307,3.701311174836141,3,24338.0,-0.1315837502479553,1.182551622390747,-0.105271428823471,0.8963271975517273
8741,1683740400,1683740699,6995.478120440307,3.701311174836141,4,21165.0,-0.0157197657972574,1.265371561050415,0.0397803671658039,0.9437840580940248
8741,1683740400,1683740699,6995.478120440307,3.701311174836141,5,18676.0,-0.0606310628354549,0.9875515699386596,-0.0056134252808988,1.2725794315338137
8741,1683740400,1683740699,6995.478120440307,3.701311174836141,7,9818.0,0.2247305065393448,1.62796950340271,0.2073531150817871,1.102415680885315
8741,1683740400,1683740699,6995.478120440307,3.701311174836141,8,27421.0,-0.0820197984576225,1.1615885496139526,-0.1706961840391159,0.8910331726074219
8741,1683740400,1683740699,6995.478120440307,3.701311174836141,9,18531.0,0.1145598143339157,0.8787505030632019,-0.060649286955595,1.1769520044326782
