fill,t1,t2,mean_lumi,mean_sbil,ntracks_time,ntracks_resi,bkg_frac,bkg_frac_e,bkg_m0,bkg_m0_e,bkg_s0,bkg_s0_e,BS_X,BS_X_std,BS_Y,BS_Y_std,chi2,fSlopeY(%),fSlopeY_e(%),fR(%),fR_e(%)
8214,1664542800,1664543099,4635.540814279922,4.0169331146273155,252784,248860,0.0131886,0.000746424,0.0273482,0.000648264,0.0183694,0.000464427,-0.0182737,1.09088,0.00452955,1.06253,15.594,1.31886,0.0746424,1.5523134375593393,0.02478077688993896
8214,1664543100,1664543399,4796.95670316225,4.156808234975953,269740,265426,0.0135592,0.00072686,0.0271233,0.000621266,0.0180394,0.000442786,-0.0135292,1.08461,0.00744284,1.06312,17.3715,1.35592,0.072686,1.5993178616445467,0.024349761805698863
8214,1664543400,1664543699,5092.473227594,4.412888412126516,279039,274427,0.0151731,0.000711098,0.0264445,0.000559109,0.0183467,0.000397679,-0.0153995,1.10412,0.00563192,1.06771,19.0985,1.51731,0.0711098,1.6528155562484097,0.02433771171248413
8214,1664543700,1664543999,5356.219158988384,4.641437746090454,283938,279036,0.0169352,0.000719735,0.0276118,0.000491654,0.0184054,0.000357,-0.0216522,1.10165,0.00596585,1.08089,17.8955,1.6935200000000001,0.0719735,1.726433235424635,0.024658300141882094
8214,1664544000,1664544299,5589.001202490616,4.843155288120118,288261,283128,0.0171018,0.000709788,0.0281514,0.000485098,0.0184401,0.000344989,-0.0166814,1.1056,0.00260615,1.08601,18.6823,1.71018,0.07097880000000001,1.7806779272950555,0.02485419739485809
8214,1664544300,1664544599,5773.143461875666,5.002723970429519,293152,287698,0.0202597,0.000723681,0.0268008,0.00043264,0.0176946,0.000319479,-0.0195722,1.11508,0.00318364,1.08587,18.6881,2.02597,0.0723681,1.860468289488047,0.025192119361473576
8214,1664544600,1664544899,,,297601,291760,0.0204332,0.000702718,0.0273132,0.000414295,0.0186176,0.000294557,-0.0139886,1.12107,0.00412986,1.09071,18.7698,2.04332,0.0702718,1.962695017825881,0.025680839519068143
8214,1664544900,1664545199,,,303193,296755,0.0236452,0.000715384,0.026928,0.000367573,0.0179314,0.000262825,-0.0169099,1.13288,0.0090398,1.09937,21.7201,2.36452,0.0715384,2.1233999465686875,0.026464050457520472
8214,1664545200,1664545499,,,304890,298308,0.0241408,0.000717095,0.0273661,0.000358724,0.0180796,0.000262987,-0.017142,1.13353,0.00392956,1.10518,21.3564,2.4140800000000002,0.0717095,2.1588113745941158,0.026609441460161788
8214,1664545500,1664545799,,,307605,300848,0.025128,0.000711059,0.0270681,0.000346381,0.0182278,0.000248848,-0.0151016,1.13704,0.00239748,1.10942,20.1949,2.5128,0.0711059,2.1966482989548286,0.026722898922399933
8214,1664545800,1664546099,,,305946,299364,0.0245922,0.000722225,0.0271945,0.000351778,0.0178219,0.000257941,-0.0180441,1.12887,0.00699483,1.10769,20.8574,2.45922,0.0722225,2.151360043929321,0.026517596591518526
8214,1664546100,1664546399,,,306972,300527,0.0247439,0.000713037,0.0272881,0.000351563,0.0180866,0.00025455,-0.0197045,1.1369,0.00671108,1.10429,21.0359,2.47439,0.0713037,2.0995400231942978,0.026152469067441068
8214,1664546400,1664546699,,,305085,298583,0.0248904,0.000724475,0.0268109,0.000352102,0.0176111,0.000258103,-0.0201564,1.13103,0.00365301,1.10834,22.2385,2.48904,0.0724475,2.131209335103332,0.026430332531090624
8214,1664546700,1664546999,,,306342,300018,0.0234404,0.000716414,0.0275506,0.000368062,0.0178036,0.000269466,-0.0141169,1.12811,0.00816548,1.10059,22.3561,2.34404,0.0716414,2.0643594414086217,0.025959085403987756
8214,1664547000,1664547299,,,306293,299959,0.0235801,0.000716681,0.027612,0.000363248,0.0179885,0.00026711,-0.012851,1.1323,0.0058249,1.09702,20.8105,2.35801,0.0716681,2.0679545402604695,0.02598375771052102
8214,1664547300,1664547599,,,304739,298585,0.0229581,0.000711136,0.0274145,0.000374439,0.0181757,0.000272285,-0.0184826,1.13118,0.00468452,1.09589,22.2118,2.29581,0.0711136,2.0194330230131357,0.025742499197615253
8214,1664547600,1664547899,,,303953,297695,0.0226767,0.000703849,0.0272926,0.000381638,0.0183672,0.000274406,-0.0152852,1.13053,0.00453057,1.10359,22.0761,2.2676700000000003,0.0703849,2.0588709438630315,0.02602623490021958
8214,1664547900,1664548199,,,303803,297645,0.0232081,0.000712767,0.0274542,0.000370501,0.0181592,0.000267222,-0.0181236,1.1309,0.00594703,1.10001,23.9962,2.32081,0.0712767,2.0269714255619595,0.025830200908896157
8214,1664548200,1664548499,,,265415,260389,0.020709,0.000769769,0.026217,0.000443168,0.0174762,0.000327483,-0.0202819,1.11756,0.00641833,1.0882,17.8168,2.0709,0.0769769,1.8936382646044874,0.026710731307222426
8214,1664548500,1664548799,,,221010,217614,0.0134729,0.000780032,0.0278729,0.000667573,0.0190975,0.00045994,-0.01421,1.09706,0.00322329,1.06578,11.2478,1.3472899999999999,0.0780032,1.5365820551106284,0.02636767980513726
8214,1664548800,1664549099,,,261812,257013,0.0179248,0.000734775,0.0275824,0.000488943,0.0189127,0.000342781,-0.0205805,1.11009,0.00480872,1.08819,16.6322,1.79248,0.0734775,1.8329946679296594,0.026459755491907162
8214,1664549100,1664549399,,,302955,296977,0.0218723,0.000718686,0.0263384,0.000396052,0.0176506,0.000292071,-0.018397,1.12683,0.00491847,1.09185,20.2313,2.18723,0.07186859999999999,1.9732303477414137,0.02552112594950102
8214,1664549400,1664549699,,,301646,295740,0.0215747,0.000716662,0.0266758,0.000399709,0.0179533,0.000297796,-0.0172493,1.13147,0.004136,1.0935,21.6051,2.15747,0.0716662,1.9579241892814756,0.02547705065784509
8214,1664549700,1664549999,,,299069,293443,0.0208509,0.000710049,0.0270383,0.000411591,0.0180918,0.000295092,-0.0148004,1.11933,0.00383291,1.09331,20.2897,2.0850899999999997,0.07100490000000001,1.8811712347317844,0.025080053890706392
8214,1664550000,1664550299,,,300628,294715,0.023024,0.000719975,0.0269293,0.000381861,0.0177264,0.000280226,-0.0131283,1.12695,0.00607844,1.09362,21.0511,2.3024,0.07199749999999999,1.9668826589672286,0.02557846697841112
8214,1664550300,1664550599,,,298341,292439,0.0211769,0.000719364,0.0267548,0.00040839,0.0179141,0.000303715,-0.0128002,1.11571,0.0043143,1.09352,20.8735,2.1176899999999996,0.0719364,1.9782731840410805,0.02575055901357013
8214,1664550600,1664550899,,,295738,290067,0.0196753,0.000717544,0.0268855,0.000433926,0.0180811,0.000323908,-0.0143197,1.11695,0.00747181,1.08797,21.228,1.96753,0.0717544,1.9175756919976465,0.025463769368243985
8214,1664550900,1664551199,,,296739,290881,0.0219951,0.000722588,0.0277089,0.000391081,0.0178535,0.000282556,-0.0160459,1.12286,0.00252772,1.09492,19.6705,2.19951,0.0722588,1.974125409871975,0.025792892903396522
8214,1664551200,1664551499,,,281770,276379,0.0205957,0.000737604,0.0269312,0.000425969,0.0181502,0.000313534,-0.016814,1.11838,0.0023218,1.09205,19.897,2.0595700000000003,0.0737604,1.9132625900557192,0.02605793005043919
