fill,t1,t2,mean_lumi,mean_sbil,ntracks_time,ntracks_resi,bkg_frac,bkg_frac_e,bkg_m0,bkg_m0_e,bkg_s0,bkg_s0_e,BS_X,BS_X_std,BS_Y,BS_Y_std,chi2,fSlopeY(%),fSlopeY_e(%),fR(%),fR_e(%)
8220,1664614200,1664614499,10900.536175805692,4.452833405149383,561733,552309,0.0153578,0.000494738,0.0280181,0.000367859,0.0195866,0.000263082,-0.0144324,1.1052,0.00240438,1.07828,28.4185,1.53578,0.0494738,1.6776653677102822,0.017281749300128848
8220,1664614500,1664614799,11729.04783313575,4.791277709614277,606851,596003,0.0182151,0.000491532,0.0274531,0.000312432,0.0189615,0.000227669,-0.0151115,1.11262,0.00491636,1.08732,29.4464,1.8215100000000002,0.0491532,1.7875887161757993,0.017162982763533764
8220,1664614800,1664615099,12571.796356993307,5.135537727529946,624455,612436,0.0207054,0.000488909,0.0281457,0.000276718,0.0190338,0.000200301,-0.0113596,1.12506,0.0017931,1.09767,32.3491,2.07054,0.0488909,1.9247183544050412,0.017556301084738463
8220,1664615100,1664615399,13956.562888915463,5.701210330439324,641920,628463,0.0232237,0.000487416,0.027564,0.000249348,0.019087,0.000182197,-0.0167782,1.14053,0.0031516,1.10994,32.2132,2.32237,0.0487416,2.096367148554337,0.018071459101562243
8220,1664615400,1664615699,15289.998077917233,6.245914247515209,656446,641366,0.027445,0.000489921,0.0275722,0.000217453,0.0188564,0.000157904,-0.0160009,1.15424,0.00390655,1.12517,33.659,2.7445,0.048992100000000004,2.297218659265195,0.018706893097691205
8220,1664615700,1664615999,15611.58206758577,6.377280256366737,658530,643277,0.0276501,0.000489999,0.0272859,0.000216528,0.0189009,0.000158788,-0.0127035,1.15099,0.00404156,1.12817,34.1812,2.76501,0.0489999,2.316219458490881,0.018754352330177842
8220,1664616000,1664616299,15423.425689171232,6.3004189906745225,657338,642276,0.0278734,0.000492237,0.0272252,0.000215832,0.018699,0.000158681,-0.0141223,1.15128,0.00317755,1.13215,33.8158,2.78734,0.049223699999999995,2.2913630430615606,0.018670355291694925
8220,1664616300,1664616599,15304.216101166849,6.251722263548549,655594,640673,0.0269273,0.000490848,0.027425,0.000221061,0.0187845,0.000162096,-0.0142791,1.14902,0.00275699,1.118,34.4228,2.69273,0.0490848,2.275951274721855,0.018632193891569986
8220,1664616600,1664616899,12676.728532556,5.1784021783317,597531,585282,0.0243348,0.000514925,0.0283701,0.000249551,0.018508,0.000183297,-0.0199226,1.13646,0.0035786,1.1067,29.2637,2.43348,0.0514925,2.049935484518795,0.018522085125990163
8220,1664616900,1664617199,11768.026199111308,4.807200244735011,576089,564645,0.0214262,0.000509812,0.0279332,0.000280224,0.0191532,0.000204127,-0.0125585,1.12581,0.00488634,1.10102,27.0435,2.14262,0.0509812,1.986498613929445,0.018569462871627588
