fill,t1,t2,mean_lumi,mean_sbil,ntracks_time,ntracks_resi,bkg_frac,bkg_frac_e,bkg_m0,bkg_m0_e,bkg_s0,bkg_s0_e,BS_X,BS_X_std,BS_Y,BS_Y_std,chi2,fSlopeY(%),fSlopeY_e(%),fR(%),fR_e(%)
8210,1664454300,1664454599,714.6311877943846,5.104508484245604,37903,37381,0.0124451,0.00183841,0.0253142,0.00193259,0.0183702,0.00124617,-0.0209173,1.10075,0.00997924,1.06166,3.3937,1.24451,0.183841,1.3771996939556235,0.060278393049604855
8210,1664454600,1664454899,712.5695062493077,5.089782187495055,39981,39491,0.00975015,0.0018823,0.0321568,0.00210965,0.0186276,0.001387,-0.0179825,1.08743,0.00308051,1.04647,3.28653,0.9750150000000001,0.18823,1.225582151521973,0.05536615797798618
8210,1664454900,1664455199,710.9424517972307,5.078160369980219,39448,38903,0.0137718,0.00183472,0.0278285,0.00152483,0.0196135,0.00104081,-0.0239324,1.1022,0.00322437,1.07382,3.09132,1.37718,0.183472,1.3815656053538836,0.05917976845431329
8210,1664455200,1664455499,709.827067465357,5.070193339038265,39985,39441,0.00967031,0.0016911,0.025211,0.00207226,0.020431,0.0013024,-0.0142698,1.06975,-0.00194423,1.05368,3.1783,0.967031,0.16911,1.3605101913217457,0.058331393220910854
8210,1664455500,1664455799,708.5355297853076,5.060968069895054,40142,39572,0.0102148,0.00160359,0.0252593,0.00199712,0.0212624,0.00128344,-0.0110916,1.09123,0.011647,1.06557,3.77085,1.02148,0.160359,1.4199591450351252,0.05947554375124968
8210,1664455800,1664456099,707.4606909760834,5.053290649829167,40016,39479,0.00945163,0.00161603,0.0299713,0.00206845,0.0208529,0.00129593,-0.0149494,1.08214,-0.00459079,1.05827,3.89342,0.9451630000000001,0.161603,1.3419632147141143,0.05790998713642777
8210,1664456100,1664456399,706.1976502326924,5.044268930233517,39650,39096,0.0123148,0.00179488,0.0277081,0.00170104,0.0194883,0.00113364,-0.00955066,1.11195,-0.000340528,1.06109,3.54115,1.2314800000000001,0.179488,1.3972257250945777,0.05936243276640515
8210,1664456400,1664456699,704.8105048274616,5.0343607487675825,39792,39245,0.0102108,0.00171797,0.0248239,0.00206813,0.0200813,0.00133452,-0.00925553,1.09375,0.00542031,1.0595,3.94253,1.02108,0.171797,1.3746481704865299,0.05877571151752362
8210,1664456700,1664456999,703.157894571154,5.022556389793957,39658,39115,0.00908472,0.00171958,0.0275042,0.00206511,0.0206668,0.00141089,-0.0149806,1.07742,0.00379319,1.06284,3.80144,0.908472,0.171958,1.3692067174340612,0.05875828431958769
8210,1664457000,1664457299,701.6150198029229,5.011535855735164,39835,39310,0.0080087,0.00171896,0.0250628,0.00226345,0.0211104,0.00166934,-0.0104225,1.06773,0.0082859,1.03675,4.21844,0.8008700000000001,0.171896,1.3179364880130537,0.057519463975848374
8210,1664457300,1664457599,700.4148266344614,5.00296304738901,39648,39093,0.00989647,0.00176666,0.0278993,0.00199867,0.0198342,0.00135399,-0.0124649,1.07847,0.00120411,1.06586,4.44293,0.9896469999999999,0.176666,1.399818401937046,0.05941898198844707
8210,1664457600,1664457899,699.5520470863847,4.99680033633132,39837,39235,0.00994398,0.00179464,0.0259295,0.00203983,0.019103,0.00141369,-0.00934587,1.09103,0.0131643,1.05963,3.01481,0.994398,0.17946399999999998,1.5111579687225443,0.06159020080018724
8210,1664457900,1664458199,698.2674488662308,4.987624634758792,39720,39182,0.01039,0.00181252,0.0299,0.00209586,0.018014,0.00126524,-0.0211357,1.09137,0.0100713,1.05533,4.00944,1.039,0.181252,1.3544813695871099,0.05839583839246325
8210,1664458200,1664458499,697.1258091494615,4.979470065353296,39840,39296,0.0118127,0.00180942,0.0279339,0.00174084,0.0193579,0.00118416,-0.0107401,1.10325,0.0102626,1.06577,2.7546,1.18127,0.180942,1.3654618473895583,0.0585436937233464
8210,1664458500,1664458799,695.7782835362501,4.9698448824017865,39589,39019,0.012205,0.00177252,0.0314162,0.00171197,0.0196435,0.00107804,-0.0156924,1.08722,0.00276741,1.08009,3.65487,1.2205000000000001,0.17725200000000002,1.439793882138978,0.06030632946683838
8210,1664458800,1664459099,694.5647118753845,4.961176513395604,39318,38775,0.0104747,0.00161073,0.0273442,0.00186354,0.0217343,0.00121405,-0.0209055,1.09069,0.00525901,1.05649,3.19934,1.04747,0.16107300000000002,1.381046848771555,0.05926639298911971
8210,1664459100,1664459399,693.6709019556922,4.954792156826373,39280,38762,0.0094585,0.00165207,0.0280632,0.00200494,0.021526,0.00133255,-0.0184291,1.08873,0.00511176,1.05387,3.51741,0.94585,0.165207,1.3187372708757636,0.05794198918910918
8210,1664459400,1664459699,692.8643846169232,4.949031318692309,39284,38726,0.0138302,0.00180297,0.0265518,0.0015644,0.0196588,0.00104248,-0.00422689,1.12084,0.0101068,1.05931,3.14388,1.3830200000000001,0.180297,1.4204256185724469,0.06013141131767496
8210,1664459700,1664459999,691.6561568405,4.940401120289286,39555,39038,0.00862002,0.00173152,0.026738,0.00226943,0.0199499,0.00155466,-0.0149664,1.06988,0.021845,1.05337,3.18006,0.862002,0.173152,1.3070408292251297,0.05748358994262203
8210,1664460000,1664460299,690.5714237453847,4.932653026752748,39040,38516,0.0120054,0.00181318,0.0277323,0.00164809,0.0205115,0.00113462,-0.0126509,1.11291,0.00566089,1.07292,3.42556,1.20054,0.181318,1.3422131147540983,0.058634852163215144
8210,1664460300,1664460599,688.4623961168461,4.917588543691758,39149,38617,0.012539,0.00185277,0.029165,0.00167244,0.0189056,0.00111467,-0.0217011,1.09009,0.000654725,1.05032,3.65751,1.2539,0.185277,1.3589108278627806,0.05891625632670462
8210,1664460600,1664460899,687.6889891092308,4.912064207923077,39287,38813,0.00758207,0.00159865,0.0253436,0.00248601,0.0222111,0.00153678,-0.022704,1.06199,0.00150763,1.045,3.8582,0.758207,0.159865,1.2065059688955635,0.055416654509321754
8210,1664460900,1664461199,686.7781451168462,4.905558179406044,39276,38736,0.0119322,0.00179224,0.0287707,0.00165617,0.0204869,0.00111254,-0.0110761,1.08582,0.0080068,1.07536,2.41349,1.19322,0.179224,1.374885426214482,0.05916564842968861
8210,1664461200,1664461499,685.3105573823846,4.895075409874176,38836,38244,0.0106254,0.00169415,0.0273882,0.00178434,0.0218841,0.0012464,-0.0121646,1.08156,-0.00461304,1.07694,3.7521,1.06254,0.16941499999999998,1.5243588423112575,0.0626507624914844
8210,1664461500,1664461799,683.7390139127693,4.883850099376924,38904,38389,0.00699259,0.00166519,0.027799,0.00277016,0.020407,0.00176648,-0.022883,1.06919,0.00770157,1.03078,3.3935,0.699259,0.166519,1.3237713345671396,0.058332334556396345
8210,1664461800,1664462099,683.6729904472309,4.883378503194506,38692,38160,0.0125885,0.0018515,0.028243,0.00162013,0.0197425,0.00113167,-0.0168221,1.08861,0.0049121,1.08069,3.11073,1.25885,0.18515,1.3749612322960818,0.0596121296116551
8210,1664462100,1664462399,683.4474016654167,4.881767154752977,38870,38337,0.0083543,0.00161776,0.0260201,0.00216244,0.0222542,0.00149211,-0.0181583,1.08176,0.0126928,1.06667,4.14103,0.83543,0.161776,1.37123745819398,0.059394887474222766
8210,1664462400,1664462699,682.6171170461429,4.875836550329592,38847,38325,0.0087898,0.00173486,0.0316378,0.00222333,0.0200656,0.00145379,-0.0125099,1.09031,0.00407582,1.05818,3.75196,0.8789800000000001,0.173486,1.3437331068036142,0.058813600323298396
8210,1664462700,1664462999,681.9138702833845,4.870813359167032,38972,38463,0.00778114,0.00172546,0.0253151,0.0025227,0.0202649,0.00180297,-0.0080713,1.06863,0.00385299,1.04833,3.93866,0.778114,0.172546,1.3060658934619727,0.05789035293379081
8210,1664463000,1664463299,680.8655537009167,4.863325383577977,38740,38183,0.00932505,0.00154798,0.0264231,0.00200286,0.0235888,0.00140003,-0.0128365,1.10107,0.00779456,1.06108,3.35432,0.9325049999999999,0.154798,1.437790397521941,0.06092113433766622
8210,1664463300,1664463599,679.6774439410001,4.854838885292858,38814,38288,0.0137691,0.00224387,0.0251836,0.00121165,0.01,0.000407243,-0.0163514,1.08286,0.00678507,1.03985,2.76271,1.3769099999999999,0.22438699999999998,1.3551811202143556,0.05908870480331692
