fill,t1,t2,mean_lumi,mean_sbil,channel,ntracks_time,ntracks_resi,bkg_frac,bkg_frac_e,bkg_m0,bkg_m0_e,bkg_s0,bkg_s0_e,BSZ_x,BSZ_x_std,BSZ_y,BSZ_y_std,chi2,fSlopeY(%),fSlopeY_e(%),fR(%),fR_e(%)
9063,1689176700,1689176999,12395.446337695692,5.0552391263033005,-1,199962,194413,0.0316636324793934,0.0010879160431762,0.0278896733934118,0.0003402005098602,0.0153074475329575,0.0004317044261233,0.0296634770929813,1.138325810432434,-0.0225083902478218,1.0750393867492676,28.431648720682418,3.1663632479393398,0.10879160431762,2.775027255178484,0.03725288318073173
9063,1689177000,1689177299,12391.672097977153,5.0536998768259185,-1,200161,194445,0.0325432636395109,0.0011360855706877,0.0277374645775886,0.0003296563869496,0.0146085519012898,0.000495796613853,0.0294333714991807,1.1336530447006226,-0.0205523204058408,1.077263116836548,30.58152828010566,3.25432636395109,0.11360855706877,2.8557011605657445,0.037771710116228034
9063,1689177300,1689177599,13349.628317029386,5.444383489816226,-1,204941,199067,0.0349452772561025,0.0011771124326983,0.0279831764158764,0.0003080250399445,0.0146586052304129,0.0005205598416501,0.0329991094768047,1.146208643913269,-0.0260174758732318,1.076514482498169,33.485528678590654,3.49452772561025,0.11771124326983001,2.8661907573399175,0.037397116743569554
9063,1689177600,1689177899,14829.120520735614,6.04776530209446,-1,211608,205237,0.0368520699470661,0.0010333528239551,0.0280837203580287,0.0002916551616696,0.0152840418742606,0.0003188840028603,0.0290065575391054,1.1574857234954834,-0.0284295100718736,1.0902998447418213,32.803558842476015,3.68520699470661,0.10333528239551001,3.010755737023175,0.03772000312428146
9063,1689177900,1689178199,16004.945048688618,6.527302222140546,-1,214719,208140,0.0404455776593322,0.0010384392506291,0.0274181871683516,0.0002671085991114,0.015255676829143,0.0002796561609033,0.0315143801271915,1.160627841949463,-0.0247296541929245,1.0998259782791138,37.77118272372154,4.04455776593322,0.10384392506291001,3.0640045827337126,0.03777543440849419
9063,1689178200,1689178499,17524.05997083454,7.14684338125389,-1,217760,210980,0.0449676871966826,0.0010239389743067,0.0280485486340837,0.0002454113920036,0.0157349801849241,0.0002406112681101,0.0295833088457584,1.1823935508728027,-0.0251108389347791,1.125902533531189,39.78554407997103,4.49676871966826,0.10239389743067001,3.1135194709772227,0.03781261728552333
9063,1689178500,1689178799,18788.652714860156,7.6625826732708635,-1,218629,211658,0.0480934240107852,0.0010169162875401,0.0275792259154399,0.0002330321308697,0.0157805563321261,0.0002165753676508,0.0256429109722375,1.1874345541000366,-0.0241819564253091,1.137107491493225,35.58224791423946,4.809342401078521,0.10169162875401001,3.1885065567696875,0.03818913073496505
9063,1689178800,1689179099,18763.70277495233,7.652407330730966,-1,218641,211664,0.0461110226689065,0.0009851240741351,0.0271585551462873,0.0002448921069969,0.0166587886191395,0.0002079490124487,0.0224579498171806,1.19782817363739,-0.0217211823910474,1.1387580633163452,35.199189082675254,4.61110226689065,0.09851240741351,3.191075781760969,0.03820346516483475
9063,1689179100,1689179399,19996.70976535108,8.155264994025725,-1,219607,212505,0.049714481879019,0.0009935520469421,0.0272079969347611,0.0002306489822316,0.0164497330399894,0.0001955535630044,0.0250142142176628,1.2078872919082642,-0.0221595559269189,1.1494343280792236,36.82180098618127,4.9714481879019,0.09935520469421,3.2339588446634213,0.038374625905686736
9063,1689179400,1689179699,20932.988351874308,8.53710781071546,-1,219677,212535,0.0512951212417973,0.0010112396819395,0.0270061742017601,0.0002232360150674,0.0160608515705168,0.0001986533615056,0.0273946728557348,1.2106033563613892,-0.0272385627031326,1.141547918319702,37.98053834565768,5.12951212417973,0.10112396819395,3.251136896443415,0.03847027881625587
9063,1689179700,1689179999,20773.267869713385,8.471968951759129,-1,219283,212118,0.0520537801533134,0.0009945025096371,0.0271585498852765,0.0002233060972932,0.0167017927159212,0.0001865196074686,0.0209068153053522,1.2249948978424072,-0.023154305294156,1.1615233421325684,35.461773523254685,5.205378015331339,0.09945025096371,3.267467154316568,0.03860140686475374
9063,1689180000,1689180299,21005.59609696723,8.566719452270485,-1,219589,212472,0.0533538488821055,0.0010094312630967,0.0270267047817833,0.000216440262151,0.0161765100891918,0.000184649801605,0.0267121791839599,1.2146875858306885,-0.0257753282785415,1.1484771966934204,37.31010458476086,5.33538488821055,0.10094312630966999,3.241054879798168,0.03841827863012602
9063,1689180300,1689180599,20963.985181071308,8.549749258185688,-1,219581,212395,0.053883647593775,0.0010117401632894,0.0276622392235655,0.0002154254292947,0.0163011490538469,0.0001867085666391,0.0206711199134588,1.222723364830017,-0.0250701643526554,1.1558125019073486,37.519482091042015,5.3883647593775,0.10117401632893999,3.2725964450476135,0.038605470332173986
9063,1689180600,1689180899,20979.09506105046,8.55591152571389,-1,220838,213657,0.0523250733571883,0.0010085695991967,0.0274751237480218,0.0002188157094035,0.0160144416663501,0.000193410386922,0.0217252895236015,1.2088161706924438,-0.0257217027246952,1.1568591594696045,37.01252096559423,5.23250733571883,0.10085695991967,3.2517048696329436,0.03837237305605083
9063,1689180900,1689181199,20826.43415977577,8.493651778048847,-1,219291,212144,0.053624940346329,0.0010106896514641,0.0275413605813662,0.000215989848581,0.0163949979581674,0.0001842428529308,0.0205899104475975,1.2125474214553833,-0.0263354200869798,1.1663249731063845,40.78850915654261,5.3624940346329,0.10106896514641,3.2591396819750926,0.03855148245636866
