fill,t1,t2,mean_lumi,mean_sbil,ntracks_time,ntracks_resi,bkg_frac,bkg_frac_e,bkg_m0,bkg_m0_e,bkg_s0,bkg_s0_e,BS_X,BS_X_std,BS_Y,BS_Y_std,chi2,fSlopeY(%),fSlopeY_e(%),fR(%),fR_e(%)
8223,1664790300,1664790599,13929.770301788383,5.690265646155385,629642,616964,0.0227933,0.000500831,0.0270314,0.000263404,0.0176627,0.000192584,-0.0160782,1.1295,0.00510829,1.09607,40.5017,2.27933,0.0500831,2.013525146035366,0.017882642068262598
8223,1664790600,1664790899,14256.49613998254,5.823732083326202,665860,651868,0.0244483,0.000487487,0.0271777,0.000240411,0.0178443,0.000173514,-0.0184847,1.13538,0.00501018,1.10962,41.4301,2.44483,0.0487487,2.1013426245757367,0.017764662941304472
8223,1664790900,1664791199,15227.433712348617,6.220356908639141,673880,658942,0.0272419,0.000490408,0.0269755,0.000219514,0.0178874,0.000160363,-0.0203524,1.14653,0.00598784,1.11952,39.9774,2.72419,0.0490408,2.216715142161809,0.01813692513593823
8223,1664791200,1664791499,16365.40452379133,6.685214266254628,683226,666864,0.0293825,0.000492273,0.0270987,0.000204687,0.0177532,0.000150257,-0.0190235,1.15159,0.00613781,1.12622,37.7277,2.93825,0.0492273,2.3948151856047635,0.01872206760749255
8223,1664791500,1664791799,16986.41835477423,6.938896386754179,686335,669286,0.0322689,0.00049944,0.0270112,0.000189725,0.01749,0.000140225,-0.0180649,1.16036,0.00553431,1.13468,39.6976,3.2268900000000005,0.049943999999999995,2.4840639046529756,0.019024502512323044
8223,1664791800,1664792099,16552.38319107154,6.761594440797198,685194,668759,0.0309492,0.000495228,0.0267501,0.000197176,0.0175469,0.000144354,-0.0176783,1.1557,0.00412457,1.13051,44.6537,3.09492,0.0495228,2.3985907640755757,0.01870989295865715
8223,1664792100,1664792399,16857.91015372254,6.8864012065860045,689566,672718,0.0312267,0.000490887,0.0267757,0.000195084,0.0177468,0.000141527,-0.015504,1.16096,0.00410195,1.13102,43.3364,3.12267,0.0490887,2.443275915575884,0.01882341152503221
8223,1664792400,1664792699,16707.066320386537,6.824781993621952,685891,669108,0.0305108,0.000495098,0.0265128,0.000199789,0.0174205,0.000146388,-0.0177999,1.15604,0.00423505,1.13138,49.3293,3.0510800000000002,0.0495098,2.44689024932533,0.01888772683212318
8223,1664792700,1664792999,17057.545130901308,6.967951442361645,689584,672537,0.0317114,0.000496933,0.0266435,0.000192561,0.0173935,0.000141864,-0.0156664,1.1566,0.00706704,1.13391,44.6126,3.1711400000000003,0.049693299999999996,2.47207011763614,0.01893375723232066
8223,1664793000,1664793299,17668.55593577177,7.217547359383892,691551,673862,0.0332346,0.000497032,0.0269046,0.000184453,0.0176203,0.000135763,-0.017591,1.1649,0.006215,1.13965,43.3386,3.3234600000000003,0.0497032,2.557873533549948,0.019232131831202617
8223,1664793300,1664793599,18043.936269612303,7.370888999024634,693076,674704,0.0352483,0.000498248,0.0267553,0.000176905,0.017623,0.000128935,-0.0174871,1.17076,0.00324872,1.14837,47.2456,3.52483,0.049824799999999995,2.65079154378452,0.01955678035292802
8223,1664793600,1664793899,17866.468850190246,7.29839413814961,692299,674382,0.0336132,0.000494306,0.0268284,0.000183927,0.0177333,0.000133832,-0.0192397,1.16981,0.00714432,1.13992,46.2521,3.36132,0.049430600000000005,2.5880436054363796,0.0193347669877076
8223,1664793900,1664794199,17722.70978888692,7.239669031408056,691094,673280,0.0338226,0.000496021,0.0267174,0.000183099,0.0176864,0.000133884,-0.0153273,1.16945,0.00804109,1.14351,45.9589,3.38226,0.0496021,2.577652244123086,0.019312727001965044
8223,1664794200,1664794499,17562.45594626707,7.174205860403215,691405,673724,0.0338333,0.000498272,0.0264909,0.000182947,0.0174678,0.000134256,-0.0151831,1.16495,0.00722799,1.14097,42.9264,3.3833299999999995,0.0498272,2.5572566006898994,0.019231842611902042
8223,1664794500,1664794799,17424.263516602077,7.117754704494312,692004,674325,0.0335907,0.000495567,0.0268725,0.000183593,0.0177017,0.000134109,-0.0146757,1.16644,0.00372827,1.13667,46.8733,3.35907,0.0495567,2.5547540187628974,0.01921410869017352
8223,1664794800,1664795099,17273.104167913614,7.056006604539875,690648,673361,0.0326914,0.000493013,0.0269064,0.000187477,0.0178989,0.000136682,-0.01709,1.16632,0.00421428,1.13895,41.595,3.26914,0.049301300000000006,2.5030116644079183,0.01903719934140815
8223,1664795100,1664795399,17105.4575770085,6.987523520019812,691007,673859,0.0314888,0.000493189,0.0268145,0.000193021,0.0175553,0.000140251,-0.0127787,1.15984,0.0053112,1.13178,46.7093,3.1488799999999997,0.0493189,2.481595700188276,0.018950657848468513
8223,1664795400,1664795699,16957.548249297386,6.927103043013638,687804,670798,0.031481,0.000492116,0.0268278,0.000193471,0.017802,0.000140099,-0.0151256,1.15935,0.00473801,1.13607,42.4646,3.1481000000000003,0.0492116,2.472506702490826,0.018959915182795557
8223,1664795700,1664795999,16794.131730151767,6.860347928983565,686793,669931,0.0309969,0.000492587,0.0266116,0.00019677,0.0176501,0.000142371,-0.0199386,1.15876,0.00460729,1.13196,45.7,3.0996900000000003,0.049258699999999996,2.4551793626318266,0.018907263746698384
8223,1664796000,1664796299,16637.68058802285,6.796438148702144,687404,670684,0.0309462,0.000492394,0.0267391,0.000196566,0.0176549,0.000142536,-0.0189904,1.15792,0.0067539,1.12979,42.7014,3.09462,0.049239399999999996,2.432339643062886,0.01881074870119419
8223,1664796300,1664796599,16500.95922185839,6.740587917425812,684650,668185,0.0304378,0.000495162,0.0270512,0.000199043,0.0175523,0.000145931,-0.0145502,1.15499,0.00454093,1.13108,42.967,3.04378,0.049516199999999996,2.404878405024465,0.01874184125431016
8223,1664796600,1664796899,16387.71234815492,6.6943269396057685,684430,668220,0.0307442,0.000497106,0.0267428,0.000197855,0.0174319,0.000145861,-0.0162995,1.1569,0.00675345,1.12985,48.5305,3.07442,0.0497106,2.3683941381879814,0.01860212121958621
8223,1664796900,1664797199,16191.25025345746,6.614072815954844,682813,666738,0.0292365,0.000494578,0.0269751,0.000206449,0.0174136,0.000151759,-0.017134,1.14763,0.00526824,1.12144,47.5491,2.92365,0.049457799999999996,2.354231685688468,0.01856836693663707
8223,1664797200,1664797499,16139.043280311582,6.5927464380357765,682402,666040,0.0299854,0.000494776,0.0265524,0.000202878,0.0175448,0.000149239,-0.0166985,1.1523,0.00384104,1.12559,52.5549,2.9985399999999998,0.049477600000000004,2.397706923484984,0.01874467449274285
8223,1664797500,1664797799,15787.951318295538,6.449326518911576,679958,664266,0.0275948,0.000483982,0.0267329,0.000216859,0.0180942,0.000155223,-0.0155073,1.14777,0.00766417,1.12483,42.614,2.75948,0.0483982,2.3077895987693355,0.01842286042936722
