fill,t1,t2,mean_lumi,mean_sbil,channel,ntracks_time,ntracks_resi,bkg_frac,bkg_frac_e,bkg_m0,bkg_m0_e,bkg_s0,bkg_s0_e,BSZ_x,BSZ_x_std,BSZ_y,BSZ_y_std,chi2,fSlopeY(%),fSlopeY_e(%),fR(%),fR_e(%)
8730,1683437400,1683437699,5551.169146359538,4.827103605530033,-1,59570,57289,0.1080649824285562,0.0018200138360728,0.0363418549450745,0.0004451157283094,0.033544427771592,0.0003364606042822,0.001696502789855,2.1573219299316406,-0.0086619108915328,2.091095209121704,6.632090026488091,10.80649824285562,0.18200138360728002,3.829108611717307,0.08017427521409806
8730,1683437700,1683437999,6049.852917462538,5.260741667358729,-1,53867,51816,0.1114049899606036,0.0019343092278499,0.0358209197433246,0.0004609206107325,0.0337543890369999,0.0003514021542162,-0.0053302408196032,2.1984705924987797,-0.0074189994484186,2.0904338359832764,6.488442151403293,11.14049899606036,0.19343092278499,3.807525943527577,0.0840736768279225
8730,1683438000,1683438299,6430.965977448615,5.592144328216187,-1,48984,47208,0.1128791828021945,0.0020601618653728,0.0351395247394213,0.0004685231021007,0.0329453504108415,0.0003592097877025,0.0068127242848277,2.203288078308105,-0.0138395857065916,2.0998377799987797,6.968017187965842,11.28791828021945,0.20601618653728,3.625673689367957,0.08603342930632646
8730,1683438300,1683438599,6818.542494632333,5.929167386636811,-1,43799,42245,0.1159990804702127,0.0021580452240411,0.0361942730524408,0.0005101897355731,0.0344604907695368,0.0003879812593054,-0.0047923023812472,2.262370109558105,-0.0111202513799071,2.2039473056793213,4.725507825513347,11.599908047021271,0.21580452240411,3.5480262106440787,0.09000389663885945
8730,1683438600,1683438899,7242.185884755077,6.297552943265284,-1,39421,38018,0.117923296287907,0.0022996013328779,0.0357735578281955,0.0005225089498764,0.033724238009268,0.0003971698422328,0.0079959798604249,2.2618443965911865,-0.030926302075386,2.1948883533477783,5.3799680639852285,11.7923296287907,0.22996013328778997,3.5590167677126403,0.0950169747105758
8730,1683438900,1683439199,7687.173487810693,6.684498685052776,-1,34906,33855,0.1194297344778622,0.0024563179807787,0.0355041266241158,0.000553466459328,0.0338548092557283,0.0004210175161071,0.0195750668644905,2.268504858016968,-0.0003001578443218,2.199077606201172,5.284349148324543,11.94297344778622,0.24563179807787,3.0109436773047613,0.09287552327649874
8730,1683439200,1683439499,8162.489966549847,7.097817362217258,-1,30894,30075,0.1283157552621491,0.0026719361931244,0.0343174997519075,0.0005562978435797,0.0333671050489573,0.0004247321775271,0.0249771941453218,2.315666437149048,-0.0421989485621452,2.2328686714172363,4.848545326766804,12.83157552621491,0.26719361931244,2.6510001942124686,0.09263344352465971
8730,1683439500,1683439799,8554.77170658923,7.4389319187732434,-1,27682,26927,0.129493728544592,0.002838471288778,0.0355013758926656,0.0005857207798162,0.033308423688024,0.00044560705216,0.0295143630355596,2.324706792831421,-0.0100158303976058,2.272242784500122,4.512672432116696,12.9493728544592,0.2838471288778,2.727404089299906,0.09926039783277281
8730,1683439800,1683440099,9075.470223350769,7.891713237696321,-1,23803,23217,0.1343227206685575,0.0030787671257722,0.0357739501815653,0.0006272927210765,0.0337223422329694,0.0004752139180797,0.0149606429040431,2.3453497886657715,-0.0289396215230226,2.3137269020080566,3.772417587946198,13.432272066855749,0.30787671257722,2.461874553627694,0.10169910042356178
8730,1683440100,1683440399,9604.673606680462,8.35189009276562,-1,20364,19920,0.1393249263756077,0.0033438698671229,0.0349837124482354,0.0006759528730079,0.0344373171455355,0.0005137261598084,0.0306312832981348,2.4367215633392334,-0.0284901820123195,2.421300411224365,3.5431324790362133,13.93249263756077,0.33438698671229,2.180318208603418,0.10347332304903495
8730,1683440400,1683440699,9786.744670543383,8.510212756994246,-1,19185,18809,0.139258885941363,0.0034530825384192,0.0344670489213209,0.0006985337838164,0.0346490686755733,0.0005346159190022,0.0244670137763023,2.411741018295288,-0.0374062918126583,2.3970046043396,3.621144825245432,13.925888594136298,0.34530825384192,1.959864477456346,0.10107229309181817
8730,1683440700,1683440999,9719.717659587,8.45192839964087,-1,19418,19035,0.1410935105542443,0.0034497657242333,0.0347751063622664,0.0006855106948624,0.0344151543519315,0.0005240544376464,0.0126522425562143,2.4446470737457275,-0.0137462969869375,2.365567445755005,4.036056561158329,14.10935105542443,0.34497657242333,1.9723967452878772,0.10078476563384965
8730,1683441000,1683441299,9476.936615297152,8.24081444808448,-1,20806,20400,0.1431623279273735,0.0033633835261732,0.0348461861752912,0.0006386499019305,0.0332801587461026,0.0004851040279139,0.019475920125842,2.387469530105591,-0.0193241517990827,2.381102561950684,3.966372199858589,14.316232792737349,0.33633835261732,1.9513601845621455,0.09684437988854122
8730,1683441300,1683441599,9462.90917834477,8.228616676821538,-1,20784,20354,0.1347860347809512,0.003285629158546,0.0358552689356422,0.0006793297447717,0.0342350993337887,0.0005149638302742,0.0174704324454069,2.4296882152557373,0.0027877066750079,2.3697826862335205,3.39596200165444,13.478603478095119,0.3285629158546,2.0688991531947654,0.09977117664226193
8730,1683441600,1683441899,9568.669924455078,8.320582543004416,-1,20032,19622,0.1457083111785626,0.0034487330978223,0.0349734392438503,0.0006367463058165,0.0328099875732768,0.0004824835920984,-0.0107838679105043,2.445626974105835,-0.0134362168610095,2.3203237056732178,3.376895367350473,14.570831117856258,0.34487330978223,2.0467252396166136,0.10108055476895261
