fill,channel,h,t1,t2,ntracks_time,ntracks_resi,bkg_frac,bkg_frac_e,bkg_m0,bkg_m0_e,bkg_s0,bkg_s0_e,BSX_y,BSX_y_std,BSX_z,BSX_z_std,BSY_x,BSY_x_std,BSY_z,BSY_z_std,BSZ_x,BSZ_x_std,BSZ_y,BSZ_y_std,chi2
8741,-1,23,1683746700,1683746999,174918,0,0.03488255335959836,0.0009530875369710007,0.02596683349852273,0.00035899443868006933,0.018446497897556945,0.0002565274623414007,-0.648572,210.52907,16.592913,8249.499,-1.3826318,636.1275,-111.161285,30511.787,-0.0020823278,1.1890453,0.014850753,1.1435703,12.317328711995813
8741,-1,24,1683747000,1683747299,174967,0,0.034102160635450074,0.0009586192595361226,0.025928530829853934,0.00036790131117295233,0.017778957140639165,0.00026669807565841627,-0.33426234,134.76154,19.14399,6284.1543,0.1248315,169.31009,-54.228718,6559.704,0.0056083314,1.1878738,0.022234853,1.124488,13.648628665905923
8741,-1,25,1683747300,1683747599,175955,0,0.033909016189192176,0.0009375500518445101,0.025689042042507687,0.0003696355983821304,0.01861644702460427,0.0002595363609467962,-0.43189785,95.74751,27.002247,3425.137,-0.43457794,167.7704,-45.386734,6062.097,0.0045068287,1.1933801,0.021557016,1.1312324,12.362297256003849
8741,-1,26,1683747600,1683747899,176244,0,0.03308149653207512,0.0009373374000453266,0.025494161116513342,0.0003760097748716374,0.01849376960706228,0.00026313941393293384,-0.75136095,170.00912,12.14993,6089.4536,0.30844927,140.65392,-35.42714,5654.2183,0.00316396,1.1905344,0.01440619,1.1250428,12.16121095399179
8741,-1,27,1683747900,1683748199,175109,0,0.03373044383902524,0.0009514433671899136,0.02544243589448039,0.00037033654500635144,0.018009637235942136,0.0002603725474104035,-0.8897318,187.68651,5.6432934,7733.6426,-263.36285,110330.78,10399.626,4366607.0,0.0010532818,1.1831821,0.019620402,1.1229501,11.560575895813443
8741,-1,28,1683748200,1683748499,174978,0,0.03151749039067453,0.000933534605144587,0.025358182764825835,0.00039601842484454294,0.018297311023828186,0.0002790434373942871,0.3616804,392.56888,63.752792,14989.105,-0.13013966,73.737495,-26.394903,2405.9292,-0.0028337569,1.1800219,0.015786847,1.1195691,12.514659446927975
8741,-1,29,1683748500,1683748799,174969,0,0.031875755669886346,0.0009459664135154644,0.025089561523162565,0.0003910869204931007,0.017932197755287753,0.00027705842243128456,-0.31412542,148.7474,16.347027,5386.933,0.02313799,80.65816,-29.996408,4390.7305,0.0067634196,1.1748952,0.017584195,1.1219784,11.792068857767367
8741,-1,30,1683748800,1683749099,174705,0,0.0315871392498257,0.0009427959443184947,0.02510150246386528,0.0003930459978434154,0.018114806838283808,0.0002770112708378354,-0.4339242,141.33739,5.9907694,5874.067,-0.21780184,133.25601,-8.786933,5050.5137,0.0069201426,1.179583,0.01685807,1.1177464,12.894634836365992
8741,-1,31,1683749100,1683749399,175640,0,0.03204768482966214,0.0009473805164690874,0.025394150515389673,0.00038552134809992367,0.017928228591948522,0.00027577398003128875,-0.32843593,146.82841,28.235214,5365.4834,0.37222543,184.03497,-33.124165,5923.504,0.00156708,1.1806631,0.020838978,1.1237454,14.221158388183762
8741,-1,32,1683749400,1683749699,174544,0,0.02955777492480341,0.0009398648697597073,0.025733819690871913,0.0004096583532051945,0.01789966771653838,0.0002879897092761211,-2.5925443,554.7689,-12.038014,19382.826,0.6512877,164.57487,-14.442295,7474.691,0.002539302,1.1646523,0.016410746,1.1039152,12.003784612978121
8741,-1,33,1683749700,1683749999,175366,0,0.031055729618953642,0.0009489680814843693,0.02518502737896671,0.0003940506727425526,0.017708355441826983,0.00027982634206978954,-0.67840403,374.91208,-1.456779,14309.495,0.22546248,198.19167,-25.442343,7275.196,0.006628287,1.1667227,0.010278331,1.1106099,12.388063777322397
8741,-1,34,1683750000,1683750299,175231,0,0.030706929214786988,0.0009334840736887895,0.025649181416854516,0.0004021757717512543,0.01829657220791511,0.00028561778790913393,49.241276,26130.635,1568.4491,855359.0,-0.61082,232.51663,-53.184498,7718.8193,0.0030916643,1.1766977,0.016703553,1.1130747,13.142327146396944
8741,-1,35,1683750300,1683750599,175137,0,0.02974143098123133,0.0009381997689328903,0.025404287307016982,0.0004114477758041732,0.017830914662022787,0.00028905097322525636,-0.05935241,595.5775,99.48915,21348.844,0.20403348,87.9955,-22.752438,2715.2698,0.0013305878,1.166949,0.014268981,1.1131858,14.170171310353533
8741,-1,36,1683750600,1683750899,175171,0,0.0302392852885337,0.0009429329970783717,0.026010267821740554,0.0004050126374346482,0.01777163989753184,0.0002912281623881352,-1.0976095,251.88092,-19.266483,10552.993,0.8480731,153.80608,-12.6164665,6205.787,0.003712705,1.1735262,0.017524289,1.1038032,12.850322917810987
8741,-1,37,1683750900,1683751199,175515,0,0.029516923258832567,0.000930835494967655,0.02494479136385027,0.000417071454508474,0.01809452932914404,0.00029186292554361434,-0.67875177,178.33812,3.16195,7205.1846,1.7403597,742.93146,-69.56726,24408.775,0.006310144,1.1725435,0.017508885,1.1112156,10.725630669641896
8741,-1,38,1683751200,1683751499,174090,0,0.027292868720342672,0.000921860602311364,0.025467658800393457,0.00044156183576621495,0.018377872708467788,0.00030874882579299406,8.201279,2629.219,375.21457,98827.08,0.1630254,89.80525,-11.35447,9288.947,-3.7546117e-05,1.1713923,0.012741817,1.1075926,12.401594241797431
8741,-1,39,1683751500,1683751799,173922,0,0.02891566151702593,0.0009339340946766667,0.02496170847819844,0.0004269452536359297,0.01794170854509679,0.00029856426786030975,0.2277223,455.59103,146.15813,47918.15,0.008321891,54.73222,-22.011642,1955.0746,0.0021991523,1.1657335,0.020337084,1.1047853,11.846103221835415
8741,-1,40,1683751800,1683752099,173298,0,0.028477920645064547,0.0009333419289072609,0.025889002183341073,0.00042369602700648504,0.018162332129046624,0.00029708938698688216,4.2541533,1864.2335,210.79593,69975.18,0.65749747,131.55753,-35.685097,5896.937,0.000514064,1.1658964,0.017062685,1.1047817,12.427351272158504
8741,-1,41,1683752100,1683752399,173722,0,0.027918362413738212,0.0009387153670388365,0.025424699754512014,0.0004321264856981203,0.01779059533443183,0.00030440907272409785,0.503627,431.7127,25.054459,16156.816,0.16346084,207.20712,-9.332607,6391.473,-0.001813842,1.1594532,0.013847929,1.0946583,12.101247054021727
8741,-1,42,1683752400,1683752699,172492,0,0.028346660423789416,0.0009285782198911047,0.024955806257871433,0.0004389498229400487,0.01823923445196468,0.0003102225138052247,0.3163235,171.04404,41.707954,6044.122,-0.6131608,464.45886,-136.62195,29543.219,0.0033866102,1.1693624,0.01275595,1.1034126,13.803654082231164
8741,-1,43,1683752700,1683752999,174003,0,0.02666131827117399,0.0009274141584556667,0.025204636239377638,0.000450489613431658,0.01814988677763124,0.00031623360257548513,-0.8590978,193.60529,24.403036,7430.2144,0.636339,157.01292,-29.844934,6548.264,0.0058018076,1.1565869,0.012744254,1.1017244,11.650133974887341
8741,-1,44,1683753000,1683753299,173131,0,0.02611521973857575,0.000912317146321423,0.026130740519737766,0.0004537697501486547,0.018686065294337112,0.0003122961620636872,-0.76003,176.3153,15.818536,5701.462,-3.7434664,1748.2046,144.56367,69048.15,0.0017750171,1.156258,0.020644791,1.096825,12.960070720264802
8741,-1,45,1683753300,1683753599,173104,0,0.02683852843195328,0.0009262306696424388,0.024314973470619516,0.00045979149727855273,0.01806946337169501,0.00031750885633594766,-0.7314298,122.43312,-2.1230867,4282.8604,-0.05509922,123.34327,-31.174068,4352.2305,0.0019578738,1.1562208,0.021284185,1.1049674,13.395549529165452
8741,-1,46,1683753600,1683753899,172922,0,0.026677697110554288,0.000927520653338787,0.02525150555858692,0.00045756679478799016,0.017936219797938708,0.0003187741612503056,0.029260132,128.70404,29.453985,4707.052,236.35037,98269.76,10890.9795,4540849.0,0.0013095756,1.1502713,0.021160077,1.1019045,12.462261324119309
8741,-1,47,1683753900,1683754199,173407,0,0.026311269020207473,0.0009238038289015316,0.025358602907672348,0.00046212980969911194,0.018027220488222702,0.00032465168640744696,-0.5452857,130.30994,14.729586,5137.4727,0.25456825,58.682556,-36.46303,3144.6497,0.0056836917,1.1566949,0.017728303,1.0944812,12.278088900114335
8741,-1,48,1683754200,1683754499,172327,0,0.024170230963012213,0.000919107376367842,0.025159372152317238,0.0004965411020566822,0.01783993923020029,0.0003407893777663644,-1.7875725,1197.2854,-2.0458639,44921.387,0.53582555,251.58679,-10.401489,6452.5557,0.0047947234,1.1475757,0.012170994,1.0823053,10.88440463221867
8741,-1,49,1683754500,1683754799,172198,0,0.025230562857101096,0.0009113703742567592,0.02563991187230219,0.0004717163607617092,0.018631679559131687,0.0003228122567968672,0.29970747,189.16016,42.79446,8168.9233,0.3571697,143.07883,-57.2964,8705.049,0.0075000036,1.1517887,0.014438388,1.098929,11.944673431844812
8741,-1,50,1683754800,1683755099,172239,0,0.024848091986237247,0.0009144283724088764,0.02524965542478204,0.0004839882212934535,0.018297065876413332,0.00033361848463858874,-0.08610951,231.92107,47.268948,8451.233,-0.11152323,144.45563,-43.400352,9919.351,0.0033697023,1.155691,0.017777767,1.087175,13.277941902261443
8741,-1,51,1683755100,1683755399,171678,0,0.025917457717084924,0.0009304544130499387,0.02512228513713799,0.00047187140182078195,0.017884815638004214,0.00033569595348384267,0.7626043,440.59467,160.61888,50760.89,0.3223307,88.68674,-20.66188,3103.177,0.0036144315,1.1509385,0.01652987,1.09313,12.803061439155274
8741,-1,52,1683755400,1683755699,171527,0,0.02533554067770244,0.0009235988718298421,0.02489266817374911,0.0004826500077402124,0.01814797333265189,0.00034045103461791126,-0.9288011,231.21957,-2.9103768,7578.8984,-0.022069355,71.27938,-25.42322,2385.9355,0.001941286,1.151809,0.017163556,1.0873888,13.636944150026647
8741,-1,53,1683755700,1683755999,171542,0,0.023068104482587393,0.0009165019964150756,0.02497438935111332,0.000514617116826984,0.018170528166651274,0.00035585637673227893,-1.4829621,1076.8469,105.58672,34298.156,0.25537112,145.02017,-9.494768,5767.227,0.0065855104,1.149987,0.016705966,1.0767184,12.228411964160477
8741,-1,54,1683756000,1683756299,170235,0,0.024181083117712526,0.0009079614482763315,0.025346779720759202,0.0005079871090141325,0.01833452879827549,0.0003495232162424849,-0.13182552,388.18216,37.25717,14037.825,18.470724,7389.304,513.5677,220984.97,0.0019992422,1.1562693,0.018596396,1.0823153,11.689872718977497
8741,-1,55,1683756300,1683756599,170345,0,0.022984307365847723,0.0009194611062965652,0.02571251874956476,0.0005199348708468075,0.01800244941081353,0.0003676965684469135,-2.4565308,845.35895,168.84065,67090.89,-0.035389736,66.97756,-27.53313,2735.7224,0.0014896608,1.1411622,0.021285513,1.0772597,12.018544575675271
8741,-1,56,1683756600,1683756899,170709,0,0.025360551233195527,0.0009397555311752154,0.02494095795944056,0.0004950063843591132,0.01731635659562306,0.00036097842198087003,-0.9219019,264.2433,24.614391,10500.733,-0.59326005,131.44649,-34.718304,5893.139,0.002540784,1.1458732,0.021021113,1.087252,13.531430407034364
8741,-1,57,1683756900,1683757199,170297,0,0.022628906061580578,0.0009168100688637382,0.024948017610572207,0.0005357324102028549,0.017840820439352457,0.0003711275086506049,0.2811126,662.9183,87.6986,23995.244,-0.0045915963,46.98984,-29.783373,2331.5857,0.0018755996,1.1338819,0.016193062,1.0764939,12.19092088775033
8741,-1,58,1683757200,1683757499,170604,0,0.022713141796369796,0.000923384435735225,0.02609572403664597,0.0005179686999218398,0.017733835546785603,0.00036088269209440076,-0.16572596,133.58041,22.836369,4979.794,-0.1872134,116.02951,-39.449608,4676.938,0.0032004283,1.1328739,0.020539697,1.0707412,13.279504324383305
8741,-1,59,1683757500,1683757799,170563,0,0.02286490152218426,0.0009161408400420457,0.02501762191059202,0.0005229145900328049,0.018143517271683,0.00036017455467733835,-0.8364182,139.02368,14.564427,5461.83,0.054066997,80.54806,-20.367783,2996.6462,0.0036760762,1.1380754,0.017229771,1.0787519,12.98415998319698
8741,-1,60,1683757800,1683758099,168943,0,0.022737399060687224,0.0009258519348823296,0.024721913585825,0.0005346226957505078,0.017891436080393064,0.00037698473365722386,2.9052732,1931.0723,177.0535,72208.13,-0.27146456,315.72794,-11.660898,12318.027,-0.00018513105,1.1400162,0.014806496,1.0755298,13.27294413353315
8741,-1,61,1683758100,1683758399,169385,0,0.023350499586783674,0.0009313747494024416,0.02590253032456471,0.0005080288859003468,0.017817982142651678,0.00035938357796576337,0.5480256,339.7449,46.854046,12709.724,0.26551616,61.43196,-24.151485,2192.4167,0.0057612667,1.1402545,0.016711812,1.0775045,11.721618982823763
8741,-1,62,1683758400,1683758699,169686,0,0.022290078930471302,0.000918957168746376,0.02492319598838564,0.0005341811650365815,0.01815023594519631,0.0003707292884188376,-0.6403436,296.0478,0.2941546,10627.408,-0.42115328,164.20312,-29.977207,6367.087,0.0033319858,1.1411943,0.0135586765,1.0693164,11.91422473584747
8741,-1,63,1683758700,1683758999,168043,0,0.021996865493345036,0.0009158068205217806,0.025292735877562953,0.0005462554838622808,0.018140861877241114,0.0003789223378805554,0.16031907,150.98318,31.405066,6306.3105,-1.8059682,738.05853,16.213251,14957.055,-0.0011199808,1.1462417,0.018524935,1.0750569,12.526189189135126
8741,-1,64,1683759000,1683759299,168035,0,0.022164123639178607,0.0009440137818722549,0.02604326943974683,0.0005308053786919377,0.01720210122867045,0.00037878852816000674,-1.2452952,466.92447,65.62595,18076.232,0.68341184,216.41866,-46.627594,9615.15,0.0071583036,1.1350598,0.013551056,1.0680255,12.493265054710275
8741,-1,65,1683759300,1683759599,167549,0,0.02071491622210994,0.0009081041966341463,0.02393330364433322,0.0006171204104907842,0.017852300466687704,0.00043164561016446716,-0.38959068,106.07206,29.104671,3894.3306,1.3954027,620.6018,-145.55815,30273.453,0.00493291,1.1298707,0.023668952,1.0695683,15.11007830689091
8741,-1,66,1683759600,1683759899,167298,0,0.02195603541555996,0.0009254846588885729,0.025115572887315675,0.0005492567902841469,0.017882294009196043,0.00038058572969187215,-0.23248814,143.46115,0.0076697674,6585.545,0.8193011,142.41023,-11.381035,9003.809,-0.0004072666,1.13873,0.018689506,1.0745564,12.692824874159207
8741,-1,67,1683759900,1683760199,167248,0,0.02138914925960353,0.0009160536528976249,0.025391068939199502,0.0005610912408853964,0.01819763111941948,0.00039205411981950607,-0.23102392,145.61989,28.119993,6289.7314,-0.016413838,81.82311,-5.5129633,2350.8184,0.0075202202,1.1345948,0.011454915,1.0723772,12.756276001057195
8741,-1,68,1683760200,1683760499,167150,0,0.02053015002993422,0.0009140931035143546,0.0261122104211959,0.000570596229415507,0.018123465868890784,0.00039452173668696675,-0.30774918,80.31854,22.130842,3056.4954,0.08388451,84.67698,-21.973318,5447.577,0.0028769085,1.1277866,0.011129423,1.0717404,11.792576597266834
8741,-1,69,1683760500,1683760799,166761,0,0.02146577891962767,0.0009239824934393209,0.024670322626418266,0.0005630544268411513,0.0178101900049502,0.0003875328256733729,-0.9105576,245.90503,-6.583175,8502.406,-0.26346532,88.913994,-38.627594,3782.1252,0.007618554,1.1331774,0.014630144,1.0686262,12.526169293741937
8741,-1,70,1683760800,1683761099,166551,0,0.022243858172532605,0.0009347784128977826,0.02539900129833954,0.0005488750268345301,0.017557966629403184,0.0003898409622498083,1.945043,1254.447,110.00281,47795.344,0.025207778,85.81399,-6.903447,4915.1235,0.004524442,1.1351278,0.020075114,1.0760047,14.171081173073233
8741,-1,71,1683761100,1683761399,166424,0,0.02034427948934081,0.000922788463866564,0.024278126322598965,0.0006104928287141223,0.017447662999378846,0.0004234668317229136,0.032047883,301.4987,36.21833,11481.392,-0.19512989,64.341545,-31.84205,2488.781,0.003954328,1.1305318,0.019482875,1.0675529,11.592116836774006
8741,-1,72,1683761400,1683761699,166331,0,0.017956868384072205,0.0009001618090548613,0.024938454049509777,0.0006574244231199872,0.01825315340622067,0.000448991458584333,-0.7886086,187.73018,12.409691,7445.8984,-0.1965283,135.07605,-11.242718,5285.596,0.004580307,1.1209608,0.01660983,1.054754,12.410662807081705
8741,-1,73,1683761700,1683761999,165150,0,0.02004041655512806,0.0009210656305061737,0.024920882110558106,0.0006003011671452136,0.017846785378727387,0.0004122079664114278,-2.1247218,465.1439,25.629055,16517.57,-0.41710898,197.60126,-62.934933,9654.627,0.0036003776,1.13109,0.017897751,1.0631193,12.496814896465775
8741,-1,74,1683762000,1683762299,165461,0,0.020002693196911753,0.0009372328963872384,0.02557324874538372,0.0006057510152040098,0.017070257215746447,0.0004375425296386289,-0.38493708,144.70985,22.24605,5151.028,-0.78482425,162.56728,-5.1776466,5792.473,0.0009197425,1.1245521,0.01292212,1.0636013,13.21741590084314
8741,-1,75,1683762300,1683762599,164888,0,0.01789329006814222,0.000901335118115576,0.025156555382861275,0.0006491115788587205,0.01837046251047915,0.00042999387377229414,-0.014215189,165.15968,30.88359,6295.5933,0.5090283,106.636505,-35.5414,3755.2861,0.0033809307,1.1188039,0.01626405,1.0655186,12.032149464119142
8741,-1,76,1683762600,1683762899,165047,0,0.0204000008060799,0.0009192288122485126,0.025462470862262457,0.0005753866224415469,0.01830296557086767,0.0003954946517934297,-0.9568622,130.62787,9.884577,5002.834,-0.22002831,131.73244,-31.690582,5015.625,0.008262388,1.1333371,0.015596064,1.0677588,12.006899679588445
8741,-1,77,1683762900,1683763199,164997,0,0.01910217821083443,0.0009465201852964789,0.02555091824539415,0.0006162975438632045,0.01702789094921114,0.00045174116635490584,0.105304256,139.53897,37.2331,5788.564,0.64026135,197.21623,-8.664063,7300.989,0.0010274736,1.1171973,0.01925997,1.0539738,12.92636971711877
8741,-1,78,1683763200,1683763499,163894,0,0.019799915839195825,0.0009277868235736675,0.024640784516580513,0.0006083474847158599,0.017639931778096866,0.0004125029050169038,-0.19709653,157.25113,31.728441,6144.263,-114.970184,46328.07,1905.0989,794223.0,0.00749976,1.1255422,0.013285968,1.0648472,12.191827532008752
8741,-1,79,1683763500,1683763799,164028,0,0.01757310614346569,0.0008962894846639563,0.02440823081907792,0.0006881551923275334,0.01824806871139288,0.0004557269201673521,-1.1821345,361.78912,-24.209782,14001.092,-0.18455647,198.37238,-45.62078,7135.115,0.0065155555,1.11922,0.021115227,1.0583491,12.235056797198046
8741,-1,80,1683763800,1683764099,163316,0,0.01885792508014761,0.0009119389623048063,0.02542490922718007,0.000624540503335453,0.018368105408501666,0.00042673563119569914,-1.242513,215.9569,-2.510907,7190.778,0.87338936,277.93027,-3.7656283,9204.634,0.008826941,1.130582,0.0149111,1.0587842,13.061072593812002
8741,-1,81,1683764100,1683764399,163093,0,0.018778970271207757,0.0009245230698147616,0.02566030780133701,0.0006289611067011695,0.017854817303967735,0.00043835265137651645,-0.5656023,137.90276,27.81876,5012.84,0.059997648,48.46593,-15.764598,2032.019,0.0062778485,1.1264292,0.017316949,1.058229,13.18086269991519
8741,-1,82,1683764400,1683764699,162109,0,0.01986849408000818,0.0009281348192915762,0.025236520805719663,0.0006076261315805832,0.0178793305723138,0.00042017985934044745,0.049551252,288.79697,33.222427,10069.528,-2.4954486,842.359,-38.026443,17119.115,-0.0014626752,1.1143408,0.019971812,1.0711266,13.401159951161155
8741,-1,83,1683764700,1683764999,162073,0,0.01873708777210173,0.000929107411133348,0.024867125618411513,0.0006341513345918693,0.01785224996247736,0.0004281748792453015,-1.3840966,151.69229,-9.980002,5414.4785,0.17590047,86.4435,-35.490158,2944.1562,0.006548297,1.1227778,0.01793085,1.0618299,12.574875235002036
8741,-1,84,1683765000,1683765299,161946,0,0.01587616559698027,0.0009123248317934873,0.022935385349059575,0.0008110928871033467,0.017337451055115576,0.0005242306949780201,-0.95641893,153.14267,12.554452,5750.62,-0.11666828,109.279205,-25.697037,3153.4893,0.0073573454,1.1161029,0.012948051,1.041565,12.593931496254882
